Temperature	Strain_p	Strain
304.4350000	0.0630691	0.0006307
304.3840000	0.0627150	0.0006272
304.3310000	0.0623611	0.0006236
304.2730000	0.0620245	0.0006202
304.2120000	0.0616826	0.0006168
304.1480000	0.0613730	0.0006137
304.0810000	0.0610633	0.0006106
304.0130000	0.0607941	0.0006079
303.9430000	0.0605163	0.0006052
303.8740000	0.0602876	0.0006029
303.8070000	0.0600740	0.0006007
303.7420000	0.0599747	0.0005997
303.6800000	0.0599526	0.0005995
303.6170000	0.0600334	0.0006003
303.5560000	0.0602373	0.0006024
303.4960000	0.0603760	0.0006038
303.4340000	0.0607322	0.0006073
303.3740000	0.0611038	0.0006110
303.3170000	0.0614716	0.0006147
303.2590000	0.0618577	0.0006186
303.2020000	0.0621104	0.0006211
303.1460000	0.0622885	0.0006229
303.0850000	0.0623801	0.0006238
303.0130000	0.0623726	0.0006237
302.9340000	0.0623182	0.0006232
302.8490000	0.0622254	0.0006223
302.7620000	0.0621268	0.0006213
302.6780000	0.0620242	0.0006202
302.5950000	0.0619289	0.0006193
302.5110000	0.0617694	0.0006177
302.4260000	0.0616774	0.0006168
302.3410000	0.0615884	0.0006159
302.2550000	0.0614979	0.0006150
302.1640000	0.0614218	0.0006142
302.0710000	0.0612882	0.0006129
301.9770000	0.0612381	0.0006124
301.8810000	0.0611750	0.0006118
301.7860000	0.0610934	0.0006109
301.6940000	0.0609878	0.0006099
301.6020000	0.0608488	0.0006085
301.5110000	0.0607296	0.0006073
301.4150000	0.0606325	0.0006063
301.3130000	0.0605736	0.0006057
301.2100000	0.0605436	0.0006054
301.1060000	0.0605429	0.0006054
301.0000000	0.0605497	0.0006055
300.8940000	0.0605543	0.0006055
300.7910000	0.0605421	0.0006054
300.6910000	0.0605179	0.0006052
300.5970000	0.0604691	0.0006047
300.5080000	0.0604240	0.0006042
300.4250000	0.0603712	0.0006037
300.3480000	0.0602712	0.0006027
300.2740000	0.0602377	0.0006024
300.2010000	0.0601494	0.0006015
300.1300000	0.0600184	0.0006002
300.0560000	0.0598414	0.0005984
299.9800000	0.0595947	0.0005959
299.9000000	0.0592912	0.0005929
299.8160000	0.0589138	0.0005891
299.7310000	0.0584729	0.0005847
299.6460000	0.0580493	0.0005805
299.5570000	0.0576771	0.0005768
299.4690000	0.0573851	0.0005739
299.3880000	0.0571811	0.0005718
299.3050000	0.0570499	0.0005705
299.2170000	0.0569929	0.0005699
299.1280000	0.0569757	0.0005698
299.0380000	0.0570207	0.0005702
298.9460000	0.0571126	0.0005711
298.8500000	0.0572647	0.0005726
298.7510000	0.0573362	0.0005734
298.6490000	0.0576649	0.0005766
298.5450000	0.0579699	0.0005797
298.4420000	0.0583141	0.0005831
298.3370000	0.0586115	0.0005861
298.2340000	0.0588508	0.0005885
298.1310000	0.0590213	0.0005902
298.0330000	0.0591002	0.0005910
297.9370000	0.0590717	0.0005907
297.8450000	0.0589362	0.0005894
297.7550000	0.0587154	0.0005872
297.6670000	0.0583935	0.0005839
297.5780000	0.0579365	0.0005794
297.4860000	0.0574735	0.0005747
297.3890000	0.0569985	0.0005700
297.2890000	0.0566895	0.0005669
297.1860000	0.0562769	0.0005628
297.0840000	0.0559523	0.0005595
296.9800000	0.0557146	0.0005571
296.8770000	0.0555626	0.0005556
296.7760000	0.0555637	0.0005556
296.6750000	0.0555550	0.0005556
296.5720000	0.0555690	0.0005557
296.4700000	0.0555760	0.0005558
296.3700000	0.0556200	0.0005562
296.2710000	0.0556291	0.0005563
296.1770000	0.0556485	0.0005565
296.0900000	0.0556923	0.0005569
296.0100000	0.0557532	0.0005575
295.9340000	0.0558373	0.0005584
295.8580000	0.0559540	0.0005595
295.7760000	0.0560894	0.0005609
295.6900000	0.0562264	0.0005623
295.5950000	0.0563675	0.0005637
295.4910000	0.0564222	0.0005642
295.3870000	0.0565604	0.0005656
295.2840000	0.0566503	0.0005665
295.1860000	0.0567643	0.0005676
295.0900000	0.0568528	0.0005685
294.9940000	0.0569571	0.0005696
294.8960000	0.0569553	0.0005696
294.7990000	0.0568925	0.0005689
294.6980000	0.0567086	0.0005671
294.5940000	0.0564048	0.0005640
294.4870000	0.0560298	0.0005603
294.3810000	0.0555618	0.0005556
294.2800000	0.0550422	0.0005504
294.1820000	0.0545140	0.0005451
294.0850000	0.0540221	0.0005402
293.9920000	0.0535911	0.0005359
293.9000000	0.0532452	0.0005325
293.8060000	0.0530023	0.0005300
293.7140000	0.0528571	0.0005286
293.6220000	0.0527882	0.0005279
293.5290000	0.0527847	0.0005278
293.4320000	0.0528466	0.0005285
293.3300000	0.0529482	0.0005295
293.2240000	0.0530726	0.0005307
293.1120000	0.0532854	0.0005329
292.9960000	0.0534598	0.0005346
292.8750000	0.0536372	0.0005364
292.7440000	0.0538056	0.0005381
292.6060000	0.0539309	0.0005393
292.4650000	0.0540117	0.0005401
292.3220000	0.0540375	0.0005404
292.1790000	0.0540022	0.0005400
292.0410000	0.0539249	0.0005392
291.9080000	0.0537910	0.0005379
291.7730000	0.0535955	0.0005360
291.6330000	0.0533460	0.0005335
291.4920000	0.0530390	0.0005304
291.3480000	0.0526777	0.0005268
291.2000000	0.0523397	0.0005234
291.0470000	0.0518933	0.0005189
290.8950000	0.0514749	0.0005147
290.7410000	0.0511126	0.0005111
290.5890000	0.0508167	0.0005082
290.4390000	0.0505909	0.0005059
290.2930000	0.0504736	0.0005047
290.1460000	0.0504046	0.0005040
289.9980000	0.0503984	0.0005040
289.8520000	0.0504407	0.0005044
289.7050000	0.0505136	0.0005051
289.5550000	0.0506029	0.0005060
289.4060000	0.0506959	0.0005070
289.2560000	0.0507767	0.0005078
289.1060000	0.0508501	0.0005085
288.9600000	0.0509065	0.0005091
288.8170000	0.0509467	0.0005095
288.6790000	0.0509526	0.0005095
288.5450000	0.0509351	0.0005094
288.4140000	0.0510071	0.0005101
288.2860000	0.0509212	0.0005092
288.1590000	0.0508302	0.0005083
288.0330000	0.0507336	0.0005073
287.9070000	0.0506387	0.0005064
287.7840000	0.0505538	0.0005055
287.6620000	0.0504504	0.0005045
287.5420000	0.0503119	0.0005031
287.4250000	0.0501027	0.0005010
287.3050000	0.0498213	0.0004982
287.1840000	0.0494235	0.0004942
287.0620000	0.0489923	0.0004899
286.9410000	0.0484979	0.0004850
286.8190000	0.0479796	0.0004798
286.6970000	0.0474541	0.0004745
286.5770000	0.0469588	0.0004696
286.4630000	0.0464660	0.0004647
286.3530000	0.0460448	0.0004604
286.2480000	0.0457100	0.0004571
286.1400000	0.0454098	0.0004541
286.0240000	0.0452813	0.0004528
285.9020000	0.0452616	0.0004526
285.7770000	0.0453690	0.0004537
285.6480000	0.0455903	0.0004559
285.5150000	0.0457535	0.0004575
285.3770000	0.0461282	0.0004613
285.2390000	0.0465054	0.0004651
285.1000000	0.0468747	0.0004687
284.9610000	0.0472064	0.0004721
284.8240000	0.0474451	0.0004745
284.6880000	0.0476345	0.0004763
284.5480000	0.0477397	0.0004774
284.4030000	0.0477529	0.0004775
284.2520000	0.0476774	0.0004768
284.0960000	0.0475078	0.0004751
283.9340000	0.0472590	0.0004726
283.7680000	0.0469223	0.0004692
283.6010000	0.0465381	0.0004654
283.4330000	0.0460366	0.0004604
283.2630000	0.0455934	0.0004559
283.0930000	0.0451175	0.0004512
282.9260000	0.0446638	0.0004466
282.7660000	0.0442417	0.0004424
282.6160000	0.0439774	0.0004398
282.4740000	0.0436423	0.0004364
282.3430000	0.0433319	0.0004333
282.2210000	0.0430302	0.0004303
282.1000000	0.0427392	0.0004274
281.9760000	0.0424196	0.0004242
281.8540000	0.0421219	0.0004212
281.7310000	0.0418632	0.0004186
281.6080000	0.0416645	0.0004166
281.4830000	0.0415457	0.0004155
281.3650000	0.0414968	0.0004150
281.2510000	0.0415237	0.0004152
281.1400000	0.0416203	0.0004162
281.0380000	0.0417703	0.0004177
280.9400000	0.0418947	0.0004189
280.8460000	0.0421076	0.0004211
280.7540000	0.0423194	0.0004232
280.6600000	0.0425231	0.0004252
280.5650000	0.0427225	0.0004272
280.4680000	0.0429278	0.0004293
280.3690000	0.0430942	0.0004309
280.2710000	0.0431971	0.0004320
280.1690000	0.0432397	0.0004324
280.0670000	0.0432348	0.0004323
279.9650000	0.0431550	0.0004316
279.8630000	0.0430061	0.0004301
279.7600000	0.0427774	0.0004278
279.6570000	0.0424850	0.0004249
279.5480000	0.0421502	0.0004215
279.4340000	0.0417873	0.0004179
279.3150000	0.0413989	0.0004140
279.1940000	0.0409981	0.0004100
279.0730000	0.0405994	0.0004060
278.9520000	0.0402736	0.0004027
278.8340000	0.0399174	0.0003992
278.7170000	0.0396015	0.0003960
278.5980000	0.0393371	0.0003934
278.4780000	0.0391300	0.0003913
278.3540000	0.0389400	0.0003894
278.2310000	0.0388623	0.0003886
278.1040000	0.0387757	0.0003878
277.9770000	0.0386202	0.0003862
277.8460000	0.0385095	0.0003851
277.7140000	0.0383776	0.0003838
277.5810000	0.0382047	0.0003820
277.4520000	0.0380251	0.0003803
277.3240000	0.0378450	0.0003785
277.1930000	0.0376705	0.0003767
277.0610000	0.0374868	0.0003749
276.9300000	0.0373412	0.0003734
276.8020000	0.0372322	0.0003723
276.6760000	0.0371633	0.0003716
276.5580000	0.0371783	0.0003718
276.4450000	0.0371966	0.0003720
276.3340000	0.0372739	0.0003727
276.2250000	0.0374135	0.0003741
276.1170000	0.0376212	0.0003762
276.0110000	0.0377178	0.0003772
275.9040000	0.0379731	0.0003797
275.7980000	0.0382003	0.0003820
275.6920000	0.0384006	0.0003840
275.5840000	0.0385364	0.0003854
275.4730000	0.0385842	0.0003858
275.3640000	0.0385586	0.0003856
275.2590000	0.0384613	0.0003846
275.1610000	0.0383251	0.0003833
275.0660000	0.0381480	0.0003815
274.9770000	0.0379414	0.0003794
274.8910000	0.0377391	0.0003774
274.8010000	0.0375511	0.0003755
274.7050000	0.0374839	0.0003748
274.6060000	0.0373265	0.0003733
274.5020000	0.0372009	0.0003720
274.3920000	0.0371523	0.0003715
274.2780000	0.0371322	0.0003713
274.1580000	0.0371684	0.0003717
274.0380000	0.0372681	0.0003727
273.9170000	0.0373051	0.0003731
273.7920000	0.0373142	0.0003731
273.6690000	0.0372629	0.0003726
273.5530000	0.0371400	0.0003714
273.4380000	0.0369459	0.0003695
273.3210000	0.0367016	0.0003670
273.1990000	0.0364354	0.0003644
273.0780000	0.0361356	0.0003614
272.9590000	0.0358201	0.0003582
272.8380000	0.0355018	0.0003550
272.7130000	0.0351891	0.0003519
272.5830000	0.0349022	0.0003490
272.4510000	0.0346314	0.0003463
272.3130000	0.0344472	0.0003445
272.1720000	0.0343192	0.0003432
272.0300000	0.0342974	0.0003430
271.8890000	0.0342843	0.0003428
271.7480000	0.0343113	0.0003431
271.6080000	0.0344549	0.0003445
271.4680000	0.0345470	0.0003455
271.3230000	0.0346849	0.0003468
271.1730000	0.0348131	0.0003481
271.0200000	0.0349423	0.0003494
270.8650000	0.0350222	0.0003502
270.7130000	0.0351173	0.0003512
270.5590000	0.0351985	0.0003520
270.4090000	0.0352615	0.0003526
270.2630000	0.0352839	0.0003528
270.1200000	0.0352860	0.0003529
269.9760000	0.0352412	0.0003524
269.8320000	0.0351486	0.0003515
269.6880000	0.0350397	0.0003504
269.5420000	0.0348377	0.0003484
269.3950000	0.0346185	0.0003462
269.2510000	0.0343675	0.0003437
269.1080000	0.0340880	0.0003409
268.9690000	0.0338188	0.0003382
268.8300000	0.0335817	0.0003358
268.6930000	0.0332612	0.0003326
268.5610000	0.0329345	0.0003293
268.4350000	0.0325803	0.0003258
268.3140000	0.0321939	0.0003219
268.1920000	0.0317746	0.0003177
268.0690000	0.0313425	0.0003134
267.9440000	0.0309114	0.0003091
267.8160000	0.0305005	0.0003050
267.6800000	0.0301148	0.0003011
267.5390000	0.0297733	0.0002977
267.3940000	0.0294842	0.0002948
267.2450000	0.0292727	0.0002927
267.0910000	0.0291086	0.0002911
266.9340000	0.0290832	0.0002908
266.7710000	0.0291305	0.0002913
266.6040000	0.0292571	0.0002926
266.4330000	0.0294679	0.0002947
266.2600000	0.0297201	0.0002972
266.0860000	0.0299604	0.0002996
265.9100000	0.0302873	0.0003029
265.7370000	0.0305971	0.0003060
265.5650000	0.0308952	0.0003090
265.3950000	0.0311295	0.0003113
265.2290000	0.0312815	0.0003128
265.0680000	0.0313939	0.0003139
264.9090000	0.0314610	0.0003146
264.7500000	0.0315204	0.0003152
264.5880000	0.0314743	0.0003147
264.4250000	0.0313852	0.0003139
264.2690000	0.0312293	0.0003123
264.1220000	0.0310176	0.0003102
263.9830000	0.0307600	0.0003076
263.8540000	0.0304196	0.0003042
263.7290000	0.0300509	0.0003005
263.5990000	0.0296496	0.0002965
263.4630000	0.0292386	0.0002924
263.3270000	0.0288522	0.0002885
263.1910000	0.0284045	0.0002840
263.0620000	0.0280069	0.0002801
262.9300000	0.0276035	0.0002760
262.7990000	0.0271904	0.0002719
262.6640000	0.0267767	0.0002678
262.5290000	0.0264104	0.0002641
262.3970000	0.0260738	0.0002607
262.2660000	0.0258020	0.0002580
262.1310000	0.0255930	0.0002559
261.9960000	0.0254752	0.0002548
261.8640000	0.0254355	0.0002544
261.7350000	0.0254546	0.0002545
261.6070000	0.0255274	0.0002553
261.4800000	0.0255336	0.0002553
261.3540000	0.0257102	0.0002571
261.2300000	0.0258983	0.0002590
261.1070000	0.0260956	0.0002610
260.9800000	0.0262886	0.0002629
260.8520000	0.0263475	0.0002635
260.7270000	0.0265494	0.0002655
260.6050000	0.0266921	0.0002669
260.4850000	0.0267655	0.0002677
260.3710000	0.0267706	0.0002677
260.2570000	0.0266596	0.0002666
260.1430000	0.0264784	0.0002648
260.0310000	0.0262152	0.0002622
259.9200000	0.0259047	0.0002590
259.8110000	0.0255499	0.0002555
259.6990000	0.0251695	0.0002517
259.5880000	0.0247662	0.0002477
259.4780000	0.0243532	0.0002435
259.3670000	0.0239283	0.0002393
259.2540000	0.0235299	0.0002353
259.1380000	0.0231756	0.0002318
259.0180000	0.0228983	0.0002290
258.8940000	0.0226989	0.0002270
258.7630000	0.0225934	0.0002259
258.6280000	0.0225943	0.0002259
258.4910000	0.0226147	0.0002261
258.3520000	0.0226811	0.0002268
258.2100000	0.0227179	0.0002272
258.0670000	0.0227841	0.0002278
257.9230000	0.0228397	0.0002284
257.7780000	0.0228527	0.0002285
257.6360000	0.0228067	0.0002281
257.4980000	0.0227093	0.0002271
257.3680000	0.0225719	0.0002257
257.2440000	0.0223805	0.0002238
257.1210000	0.0221428	0.0002214
256.9960000	0.0218561	0.0002186
256.8690000	0.0215375	0.0002154
256.7410000	0.0211938	0.0002119
256.6160000	0.0207796	0.0002078
256.4960000	0.0204426	0.0002044
256.3820000	0.0201226	0.0002012
256.2710000	0.0198406	0.0001984
256.1600000	0.0195941	0.0001959
256.0480000	0.0194474	0.0001945
255.9370000	0.0193515	0.0001935
255.8250000	0.0192966	0.0001930
255.7090000	0.0192881	0.0001929
255.5870000	0.0192921	0.0001929
255.4550000	0.0193133	0.0001931
255.3160000	0.0193506	0.0001935
255.1750000	0.0193947	0.0001939
255.0360000	0.0194502	0.0001945
254.8960000	0.0195015	0.0001950
254.7560000	0.0195434	0.0001954
254.6130000	0.0195857	0.0001959
254.4680000	0.0195985	0.0001960
254.3220000	0.0195876	0.0001959
254.1780000	0.0196511	0.0001965
254.0400000	0.0195834	0.0001958
253.9070000	0.0195063	0.0001951
253.7750000	0.0194094	0.0001941
253.6440000	0.0193156	0.0001932
253.5120000	0.0191167	0.0001912
253.3830000	0.0189084	0.0001891
253.2540000	0.0186614	0.0001866
253.1270000	0.0183596	0.0001836
252.9970000	0.0180341	0.0001803
252.8650000	0.0177003	0.0001770
252.7340000	0.0173624	0.0001736
252.6020000	0.0170341	0.0001703
252.4700000	0.0167155	0.0001672
252.3370000	0.0164479	0.0001645
252.2010000	0.0162265	0.0001623
252.0630000	0.0160395	0.0001604
251.9250000	0.0158242	0.0001582
251.7890000	0.0157364	0.0001574
251.6540000	0.0156749	0.0001567
251.5160000	0.0156558	0.0001566
251.3830000	0.0156751	0.0001568
251.2520000	0.0157446	0.0001574
251.1180000	0.0158177	0.0001582
250.9840000	0.0159359	0.0001594
250.8510000	0.0160471	0.0001605
250.7160000	0.0161242	0.0001612
250.5810000	0.0161678	0.0001617
250.4450000	0.0161465	0.0001615
250.3090000	0.0161008	0.0001610
250.1720000	0.0160116	0.0001601
250.0320000	0.0158733	0.0001587
249.8900000	0.0157040	0.0001570
249.7450000	0.0154454	0.0001545
249.6000000	0.0151685	0.0001517
249.4520000	0.0148639	0.0001486
249.3030000	0.0145682	0.0001457
249.1550000	0.0142060	0.0001421
249.0070000	0.0138433	0.0001384
248.8620000	0.0135195	0.0001352
248.7210000	0.0132330	0.0001323
248.5850000	0.0130201	0.0001302
248.4440000	0.0129880	0.0001299
248.3030000	0.0128649	0.0001286
248.1590000	0.0127855	0.0001279
248.0130000	0.0127106	0.0001271
247.8640000	0.0126276	0.0001263
247.7100000	0.0125577	0.0001256
247.5530000	0.0124300	0.0001243
247.3950000	0.0122886	0.0001229
247.2350000	0.0121351	0.0001214
247.0740000	0.0119726	0.0001197
246.9170000	0.0118098	0.0001181
246.7690000	0.0116482	0.0001165
246.6300000	0.0115052	0.0001151
246.4960000	0.0115362	0.0001154
246.3660000	0.0114017	0.0001140
246.2390000	0.0112871	0.0001129
246.1090000	0.0111992	0.0001120
245.9770000	0.0111301	0.0001113
245.8440000	0.0110446	0.0001104
245.7110000	0.0110060	0.0001101
245.5770000	0.0109541	0.0001095
245.4430000	0.0108629	0.0001086
245.3120000	0.0107346	0.0001073
245.1840000	0.0105359	0.0001054
245.0590000	0.0102954	0.0001030
244.9350000	0.0100266	0.0001003
244.8110000	0.0097342	0.0000973
244.6870000	0.0094448	0.0000944
244.5640000	0.0091992	0.0000920
244.4400000	0.0089685	0.0000897
244.3150000	0.0087620	0.0000876
244.1880000	0.0086232	0.0000862
244.0580000	0.0084666	0.0000847
243.9240000	0.0083787	0.0000838
243.7910000	0.0083319	0.0000833
243.6600000	0.0083291	0.0000833
243.5280000	0.0083632	0.0000836
243.3960000	0.0084187	0.0000842
243.2630000	0.0085611	0.0000856
243.1260000	0.0087953	0.0000880
242.9840000	0.0089617	0.0000896
242.8360000	0.0091216	0.0000912
242.6910000	0.0092564	0.0000926
242.5480000	0.0093246	0.0000932
242.4080000	0.0093158	0.0000932
242.2690000	0.0092261	0.0000923
242.1310000	0.0090685	0.0000907
241.9940000	0.0088401	0.0000884
241.8590000	0.0085191	0.0000852
241.7280000	0.0081963	0.0000820
241.6020000	0.0078532	0.0000785
241.4770000	0.0075062	0.0000751
241.3530000	0.0071526	0.0000715
241.2290000	0.0068577	0.0000686
241.1030000	0.0065931	0.0000659
240.9780000	0.0063658	0.0000637
240.8530000	0.0062024	0.0000620
240.7300000	0.0060750	0.0000607
240.6070000	0.0058829	0.0000588
240.4820000	0.0058409	0.0000584
240.3550000	0.0058126	0.0000581
240.2230000	0.0058038	0.0000580
240.0890000	0.0057866	0.0000579
239.9540000	0.0057768	0.0000578
239.8210000	0.0057179	0.0000572
239.6930000	0.0056416	0.0000564
239.5660000	0.0055505	0.0000555
239.4400000	0.0055210	0.0000552
239.3140000	0.0053402	0.0000534
239.1900000	0.0051506	0.0000515
239.0650000	0.0049628	0.0000496
238.9430000	0.0047713	0.0000477
238.8210000	0.0045377	0.0000454
238.6990000	0.0043310	0.0000433
238.5770000	0.0041245	0.0000412
238.4580000	0.0039843	0.0000398
238.3390000	0.0037560	0.0000376
238.2190000	0.0035282	0.0000353
238.1010000	0.0032764	0.0000328
237.9830000	0.0030230	0.0000302
237.8670000	0.0027399	0.0000274
237.7510000	0.0024545	0.0000245
237.6360000	0.0021593	0.0000216
237.5180000	0.0018658	0.0000187
237.3960000	0.0015848	0.0000158
237.2730000	0.0013230	0.0000132
237.1490000	0.0010812	0.0000108
237.0230000	0.0008716	0.0000087
236.8970000	0.0007377	0.0000074
236.7710000	0.0006604	0.0000066
236.6430000	0.0006558	0.0000066
236.5160000	0.0007686	0.0000077
236.3920000	0.0009361	0.0000094
236.2730000	0.0011477	0.0000115
236.1570000	0.0013568	0.0000136
236.0420000	0.0016264	0.0000163
235.9280000	0.0018625	0.0000186
235.8140000	0.0020512	0.0000205
235.6990000	0.0021805	0.0000218
235.5860000	0.0022246	0.0000222
235.4750000	0.0021642	0.0000216
235.3650000	0.0020527	0.0000205
235.2550000	0.0018776	0.0000188
235.1440000	0.0016144	0.0000161
235.0320000	0.0013800	0.0000138
234.9210000	0.0011292	0.0000113
234.8110000	0.0008907	0.0000089
234.7000000	0.0006607	0.0000066
234.5920000	0.0004720	0.0000047
234.4810000	0.0002969	0.0000030
234.3670000	0.0001355	0.0000014
234.2510000	-0.0000203	-0.0000002
234.1330000	-0.0001709	-0.0000017
234.0110000	-0.0004773	-0.0000048
233.8900000	-0.0005897	-0.0000059
233.7700000	-0.0006991	-0.0000070
233.6530000	-0.0008083	-0.0000081
233.5330000	-0.0009149	-0.0000091
233.4150000	-0.0009880	-0.0000099
233.2910000	-0.0010916	-0.0000109
233.1650000	-0.0011843	-0.0000118
233.0390000	-0.0012743	-0.0000127
232.9130000	-0.0013758	-0.0000138
232.7830000	-0.0014386	-0.0000144
232.6530000	-0.0015063	-0.0000151
232.5200000	-0.0015711	-0.0000157
232.3850000	-0.0016278	-0.0000163
232.2480000	-0.0017055	-0.0000171
232.1090000	-0.0018133	-0.0000181
231.9680000	-0.0019321	-0.0000193
231.8220000	-0.0020708	-0.0000207
231.6720000	-0.0022546	-0.0000225
231.5170000	-0.0024180	-0.0000242
231.3640000	-0.0026447	-0.0000264
231.2130000	-0.0029123	-0.0000291
231.0680000	-0.0032211	-0.0000322
230.9280000	-0.0036950	-0.0000370
230.7900000	-0.0040416	-0.0000404
230.6530000	-0.0044589	-0.0000446
230.5170000	-0.0048643	-0.0000486
230.3810000	-0.0052303	-0.0000523
230.2450000	-0.0055627	-0.0000556
230.1070000	-0.0058744	-0.0000587
229.9650000	-0.0061489	-0.0000615
229.8210000	-0.0063763	-0.0000638
229.6740000	-0.0065651	-0.0000657
229.5240000	-0.0067060	-0.0000671
229.3730000	-0.0067916	-0.0000679
229.2230000	-0.0068057	-0.0000681
229.0730000	-0.0068085	-0.0000681
228.9250000	-0.0067747	-0.0000677
228.7770000	-0.0067100	-0.0000671
228.6290000	-0.0066260	-0.0000663
228.4830000	-0.0064128	-0.0000641
228.3380000	-0.0063702	-0.0000637
228.1940000	-0.0063232	-0.0000632
228.0560000	-0.0063027	-0.0000630
227.9190000	-0.0062901	-0.0000629
227.7880000	-0.0063150	-0.0000632
227.6620000	-0.0063376	-0.0000634
227.5370000	-0.0063919	-0.0000639
227.4120000	-0.0064779	-0.0000648
227.2850000	-0.0065843	-0.0000658
227.1560000	-0.0067158	-0.0000672
227.0280000	-0.0068449	-0.0000684
226.8970000	-0.0069900	-0.0000699
226.7670000	-0.0071471	-0.0000715
226.6340000	-0.0074135	-0.0000741
226.5010000	-0.0075747	-0.0000757
226.3670000	-0.0077715	-0.0000777
226.2310000	-0.0080110	-0.0000801
226.0940000	-0.0082632	-0.0000826
225.9570000	-0.0085324	-0.0000853
225.8200000	-0.0088395	-0.0000884
225.6810000	-0.0091441	-0.0000914
225.5430000	-0.0094165	-0.0000942
225.4030000	-0.0096150	-0.0000962
225.2610000	-0.0097802	-0.0000978
225.1150000	-0.0098890	-0.0000989
224.9680000	-0.0099546	-0.0000995
224.8210000	-0.0099643	-0.0000996
224.6730000	-0.0099487	-0.0000995
224.5250000	-0.0099013	-0.0000990
224.3690000	-0.0098422	-0.0000984
224.2080000	-0.0097735	-0.0000977
224.0440000	-0.0097212	-0.0000972
223.8790000	-0.0096771	-0.0000968
223.7100000	-0.0096607	-0.0000966
223.5420000	-0.0097165	-0.0000972
223.3760000	-0.0098135	-0.0000981
223.2120000	-0.0099656	-0.0000997
223.0520000	-0.0102022	-0.0001020
222.8950000	-0.0105083	-0.0001051
222.7370000	-0.0108433	-0.0001084
222.5850000	-0.0112128	-0.0001121
222.4340000	-0.0115919	-0.0001159
222.2850000	-0.0119871	-0.0001199
222.1350000	-0.0123770	-0.0001238
221.9850000	-0.0127629	-0.0001276
221.8360000	-0.0131355	-0.0001314
221.6870000	-0.0134903	-0.0001349
221.5370000	-0.0138398	-0.0001384
221.3850000	-0.0142130	-0.0001421
221.2330000	-0.0144733	-0.0001447
221.0810000	-0.0147583	-0.0001476
220.9270000	-0.0150198	-0.0001502
220.7750000	-0.0152721	-0.0001527
220.6260000	-0.0154966	-0.0001550
