Temperature	Strain_p	Strain
237.797000	-0.032994	-0.000330
237.685000	-0.032991	-0.000330
237.568000	-0.032979	-0.000330
237.444000	-0.032913	-0.000329
237.312000	-0.032862	-0.000329
237.180000	-0.032842	-0.000328
237.052000	-0.032865	-0.000329
236.926000	-0.032903	-0.000329
236.802000	-0.033003	-0.000330
236.680000	-0.033132	-0.000331
236.560000	-0.033365	-0.000334
236.437000	-0.033594	-0.000336
236.316000	-0.033829	-0.000338
236.194000	-0.034069	-0.000341
236.075000	-0.034287	-0.000343
235.959000	-0.034481	-0.000345
235.844000	-0.034637	-0.000346
235.732000	-0.034791	-0.000348
235.620000	-0.034908	-0.000349
235.510000	-0.035020	-0.000350
235.399000	-0.035118	-0.000351
235.286000	-0.035222	-0.000352
235.168000	-0.035316	-0.000353
235.048000	-0.035413	-0.000354
234.928000	-0.035545	-0.000355
234.809000	-0.035704	-0.000357
234.688000	-0.035880	-0.000359
234.569000	-0.036071	-0.000361
234.451000	-0.036255	-0.000363
234.333000	-0.036418	-0.000364
234.218000	-0.036540	-0.000365
234.103000	-0.036652	-0.000367
233.987000	-0.036743	-0.000367
233.869000	-0.036811	-0.000368
233.745000	-0.036850	-0.000368
233.615000	-0.036891	-0.000369
233.485000	-0.036908	-0.000369
233.354000	-0.036951	-0.000370
233.220000	-0.036969	-0.000370
233.083000	-0.036977	-0.000370
232.941000	-0.036950	-0.000370
232.799000	-0.036939	-0.000369
232.658000	-0.036972	-0.000370
232.516000	-0.037048	-0.000370
232.371000	-0.037155	-0.000372
232.224000	-0.037365	-0.000374
232.070000	-0.037582	-0.000376
231.915000	-0.037805	-0.000378
231.759000	-0.038043	-0.000380
231.604000	-0.038284	-0.000383
231.451000	-0.038489	-0.000385
231.299000	-0.038692	-0.000387
231.144000	-0.038884	-0.000389
230.987000	-0.039062	-0.000391
230.834000	-0.039245	-0.000392
230.689000	-0.039364	-0.000394
230.554000	-0.039502	-0.000395
230.425000	-0.039642	-0.000396
230.299000	-0.039797	-0.000398
230.174000	-0.040034	-0.000400
230.047000	-0.040219	-0.000402
229.915000	-0.040460	-0.000405
229.779000	-0.040686	-0.000407
229.640000	-0.040905	-0.000409
229.500000	-0.041105	-0.000411
229.359000	-0.041213	-0.000412
229.215000	-0.041281	-0.000413
229.069000	-0.041290	-0.000413
228.922000	-0.041284	-0.000413
228.776000	-0.041247	-0.000412
228.627000	-0.041209	-0.000412
228.479000	-0.041144	-0.000411
228.328000	-0.041106	-0.000411
228.173000	-0.041099	-0.000411
228.019000	-0.041152	-0.000412
227.866000	-0.041246	-0.000412
227.716000	-0.041398	-0.000414
227.570000	-0.041637	-0.000416
227.427000	-0.041908	-0.000419
227.290000	-0.042221	-0.000422
227.156000	-0.042507	-0.000425
227.021000	-0.042730	-0.000427
226.886000	-0.042984	-0.000430
226.755000	-0.043215	-0.000432
226.624000	-0.043432	-0.000434
226.495000	-0.043623	-0.000436
226.369000	-0.043804	-0.000438
226.245000	-0.043968	-0.000440
226.117000	-0.044126	-0.000441
225.984000	-0.044280	-0.000443
225.844000	-0.044410	-0.000444
225.705000	-0.044520	-0.000445
225.565000	-0.044612	-0.000446
225.425000	-0.044691	-0.000447
225.283000	-0.044740	-0.000447
225.142000	-0.044772	-0.000448
225.004000	-0.044781	-0.000448
224.869000	-0.044750	-0.000447
224.736000	-0.044700	-0.000447
224.602000	-0.044635	-0.000446
224.468000	-0.044569	-0.000446
224.333000	-0.044513	-0.000445
224.198000	-0.044475	-0.000445
224.062000	-0.044481	-0.000445
223.927000	-0.044524	-0.000445
223.792000	-0.044620	-0.000446
223.655000	-0.044771	-0.000448
223.519000	-0.044966	-0.000450
223.385000	-0.045194	-0.000452
223.256000	-0.045459	-0.000455
223.129000	-0.045699	-0.000457
223.004000	-0.045996	-0.000460
222.879000	-0.046347	-0.000463
222.756000	-0.046690	-0.000467
222.635000	-0.047038	-0.000470
222.516000	-0.047404	-0.000474
222.398000	-0.047760	-0.000478
222.277000	-0.048062	-0.000481
222.157000	-0.048323	-0.000483
222.035000	-0.048519	-0.000485
221.914000	-0.048649	-0.000486
221.796000	-0.048733	-0.000487
221.681000	-0.048753	-0.000488
221.566000	-0.048761	-0.000488
221.451000	-0.048742	-0.000487
221.336000	-0.048703	-0.000487
221.224000	-0.048632	-0.000486
221.115000	-0.048557	-0.000486
221.010000	-0.048499	-0.000485
220.905000	-0.048468	-0.000485
220.797000	-0.048506	-0.000485
220.685000	-0.048560	-0.000486
220.576000	-0.048651	-0.000487
220.467000	-0.048720	-0.000487
220.358000	-0.048807	-0.000488
220.248000	-0.048896	-0.000489
220.142000	-0.048993	-0.000490
220.042000	-0.049078	-0.000491
219.947000	-0.049169	-0.000492
219.856000	-0.049304	-0.000493
219.765000	-0.049457	-0.000495
219.674000	-0.049636	-0.000496
219.585000	-0.049850	-0.000498
219.494000	-0.050087	-0.000501
219.401000	-0.050332	-0.000503
219.308000	-0.050571	-0.000506
219.210000	-0.050839	-0.000508
219.110000	-0.051134	-0.000511
219.008000	-0.051488	-0.000515
218.905000	-0.051821	-0.000518
218.799000	-0.052178	-0.000522
218.688000	-0.052510	-0.000525
218.572000	-0.052805	-0.000528
218.452000	-0.053033	-0.000530
218.327000	-0.053188	-0.000532
218.198000	-0.053265	-0.000533
218.068000	-0.053261	-0.000533
217.937000	-0.053174	-0.000532
217.803000	-0.053016	-0.000530
217.668000	-0.052833	-0.000528
217.530000	-0.052661	-0.000527
217.389000	-0.052424	-0.000524
217.248000	-0.052219	-0.000522
217.107000	-0.052027	-0.000520
216.971000	-0.051884	-0.000519
216.836000	-0.051841	-0.000518
216.698000	-0.051856	-0.000519
216.558000	-0.051951	-0.000520
216.418000	-0.052107	-0.000521
216.279000	-0.052336	-0.000523
216.139000	-0.052615	-0.000526
216.002000	-0.052961	-0.000530
215.865000	-0.053342	-0.000533
215.729000	-0.053754	-0.000538
215.594000	-0.054157	-0.000542
215.460000	-0.054541	-0.000545
215.329000	-0.054903	-0.000549
215.199000	-0.055214	-0.000552
215.070000	-0.055499	-0.000555
214.942000	-0.055761	-0.000558
214.817000	-0.055992	-0.000560
214.692000	-0.056257	-0.000563
214.566000	-0.056450	-0.000565
214.440000	-0.056612	-0.000566
214.315000	-0.056718	-0.000567
214.188000	-0.056792	-0.000568
214.059000	-0.056804	-0.000568
213.931000	-0.056786	-0.000568
213.803000	-0.056738	-0.000567
213.672000	-0.056647	-0.000566
213.539000	-0.056552	-0.000566
213.402000	-0.056475	-0.000565
213.265000	-0.056409	-0.000564
213.126000	-0.056343	-0.000563
212.988000	-0.056300	-0.000563
212.849000	-0.056287	-0.000563
212.709000	-0.056309	-0.000563
212.567000	-0.056365	-0.000564
212.425000	-0.056473	-0.000565
212.283000	-0.056612	-0.000566
212.143000	-0.056779	-0.000568
212.000000	-0.056966	-0.000570
211.851000	-0.057203	-0.000572
211.699000	-0.057418	-0.000574
211.547000	-0.057623	-0.000576
211.395000	-0.057806	-0.000578
211.244000	-0.057954	-0.000580
211.089000	-0.058078	-0.000581
210.931000	-0.058164	-0.000582
210.773000	-0.058215	-0.000582
210.614000	-0.058226	-0.000582
210.458000	-0.058205	-0.000582
210.303000	-0.058141	-0.000581
210.151000	-0.058071	-0.000581
209.998000	-0.058010	-0.000580
209.846000	-0.057933	-0.000579
209.695000	-0.057879	-0.000579
209.539000	-0.057872	-0.000579
209.380000	-0.057902	-0.000579
209.220000	-0.057985	-0.000580
209.058000	-0.058124	-0.000581
208.900000	-0.058305	-0.000583
208.741000	-0.058545	-0.000585
208.584000	-0.058821	-0.000588
208.425000	-0.059118	-0.000591
208.267000	-0.059449	-0.000594
208.112000	-0.059798	-0.000598
207.959000	-0.060149	-0.000601
207.813000	-0.060505	-0.000605
207.670000	-0.060859	-0.000609
207.529000	-0.061183	-0.000612
207.389000	-0.061490	-0.000615
207.250000	-0.061756	-0.000618
207.112000	-0.062030	-0.000620
206.975000	-0.062275	-0.000623
206.838000	-0.062545	-0.000625
206.702000	-0.062783	-0.000628
206.566000	-0.063005	-0.000630
206.434000	-0.063247	-0.000632
206.301000	-0.063473	-0.000635
206.171000	-0.063676	-0.000637
206.041000	-0.063842	-0.000638
205.911000	-0.063964	-0.000640
205.779000	-0.064048	-0.000640
205.646000	-0.064096	-0.000641
205.514000	-0.064099	-0.000641
