Temperature	Strain_p	Strain
302.028000	0.243554	0.002436
301.938000	0.243936	0.002439
301.848000	0.244245	0.002442
301.761000	0.244608	0.002446
301.676000	0.244963	0.002450
301.593000	0.245263	0.002453
301.511000	0.245427	0.002454
301.431000	0.245299	0.002453
301.353000	0.245028	0.002450
301.274000	0.244599	0.002446
301.194000	0.244067	0.002441
301.114000	0.243514	0.002435
301.032000	0.242913	0.002429
300.947000	0.242310	0.002423
300.853000	0.241712	0.002417
300.755000	0.241116	0.002411
300.653000	0.240536	0.002405
300.551000	0.239954	0.002400
300.450000	0.239408	0.002394
300.348000	0.238957	0.002390
300.244000	0.238688	0.002387
300.139000	0.238737	0.002387
300.028000	0.238902	0.002389
299.914000	0.239276	0.002393
299.793000	0.239734	0.002397
299.667000	0.240227	0.002402
299.532000	0.240748	0.002407
299.395000	0.241263	0.002413
299.259000	0.241740	0.002417
299.128000	0.242201	0.002422
298.999000	0.242622	0.002426
298.875000	0.242958	0.002430
298.755000	0.243201	0.002432
298.637000	0.243322	0.002433
298.518000	0.243296	0.002433
298.401000	0.243108	0.002431
298.283000	0.242745	0.002427
298.166000	0.242247	0.002422
298.048000	0.241684	0.002417
297.930000	0.241111	0.002411
297.811000	0.240406	0.002404
297.690000	0.239863	0.002399
297.566000	0.239289	0.002393
297.440000	0.238733	0.002387
297.313000	0.238223	0.002382
297.188000	0.237826	0.002378
297.064000	0.237552	0.002376
296.943000	0.237414	0.002374
296.822000	0.237377	0.002374
296.704000	0.237418	0.002374
296.584000	0.237439	0.002374
296.462000	0.237535	0.002375
296.337000	0.237695	0.002377
296.206000	0.237922	0.002379
296.075000	0.238202	0.002382
295.939000	0.238537	0.002385
295.801000	0.238884	0.002389
295.668000	0.239225	0.002392
295.537000	0.239563	0.002396
295.408000	0.239695	0.002397
295.283000	0.240024	0.002400
295.163000	0.240315	0.002403
295.042000	0.240561	0.002406
294.923000	0.240760	0.002408
294.804000	0.240634	0.002406
294.685000	0.240359	0.002404
294.567000	0.239925	0.002399
294.448000	0.239425	0.002394
294.330000	0.238862	0.002389
294.212000	0.238248	0.002382
294.094000	0.237638	0.002376
293.980000	0.237023	0.002370
293.867000	0.236413	0.002364
293.755000	0.235828	0.002358
293.640000	0.235277	0.002353
293.523000	0.234786	0.002348
293.404000	0.234365	0.002344
293.283000	0.234137	0.002341
293.161000	0.234064	0.002341
293.036000	0.234320	0.002343
292.912000	0.234745	0.002347
292.787000	0.235236	0.002352
292.661000	0.235749	0.002357
292.534000	0.236256	0.002363
292.410000	0.236811	0.002368
292.284000	0.237324	0.002373
292.157000	0.237783	0.002378
292.034000	0.238162	0.002382
291.911000	0.238412	0.002384
291.794000	0.238469	0.002385
291.678000	0.238321	0.002383
291.560000	0.237982	0.002380
291.439000	0.237496	0.002375
291.315000	0.236953	0.002370
291.190000	0.236417	0.002364
291.062000	0.235876	0.002359
290.933000	0.235340	0.002353
290.809000	0.234826	0.002348
290.687000	0.234330	0.002343
290.569000	0.233840	0.002338
290.457000	0.233378	0.002334
290.353000	0.233029	0.002330
290.252000	0.232923	0.002329
290.152000	0.232879	0.002329
290.049000	0.232914	0.002329
289.943000	0.232998	0.002330
289.831000	0.233111	0.002331
289.711000	0.233275	0.002333
289.589000	0.233487	0.002335
289.465000	0.233763	0.002338
289.344000	0.234111	0.002341
289.222000	0.234499	0.002345
289.104000	0.234864	0.002349
288.984000	0.235165	0.002352
288.865000	0.235394	0.002354
288.745000	0.235539	0.002355
288.625000	0.235587	0.002356
288.509000	0.235624	0.002356
288.393000	0.235560	0.002356
288.276000	0.235481	0.002355
288.159000	0.235313	0.002353
288.040000	0.234947	0.002349
287.919000	0.234595	0.002346
287.795000	0.234143	0.002341
287.666000	0.233672	0.002337
287.535000	0.233187	0.002332
287.405000	0.232687	0.002327
287.278000	0.232192	0.002322
287.160000	0.231697	0.002317
287.049000	0.231185	0.002312
286.946000	0.230706	0.002307
286.845000	0.230263	0.002303
286.741000	0.229900	0.002299
286.635000	0.229659	0.002297
286.523000	0.229607	0.002296
286.406000	0.229736	0.002297
286.281000	0.230046	0.002300
286.154000	0.230481	0.002305
286.026000	0.230952	0.002310
285.897000	0.231449	0.002314
285.769000	0.232077	0.002321
285.639000	0.232540	0.002325
285.510000	0.233034	0.002330
285.379000	0.233482	0.002335
285.248000	0.233830	0.002338
285.118000	0.234024	0.002340
284.987000	0.233992	0.002340
284.854000	0.233736	0.002337
284.721000	0.233298	0.002333
284.592000	0.232751	0.002328
284.464000	0.232229	0.002322
284.338000	0.231688	0.002317
284.214000	0.231163	0.002312
284.090000	0.230642	0.002306
283.967000	0.230125	0.002301
283.844000	0.229551	0.002296
283.721000	0.229040	0.002290
283.599000	0.228604	0.002286
283.479000	0.228304	0.002283
283.358000	0.228353	0.002284
283.238000	0.228338	0.002283
283.121000	0.228403	0.002284
283.002000	0.228511	0.002285
282.887000	0.228661	0.002287
282.772000	0.228843	0.002288
282.655000	0.229075	0.002291
282.540000	0.229347	0.002293
282.427000	0.229660	0.002297
282.311000	0.229985	0.002300
282.193000	0.230297	0.002303
282.075000	0.230526	0.002305
281.957000	0.230679	0.002307
281.840000	0.230735	0.002307
281.722000	0.230706	0.002307
281.604000	0.230525	0.002305
281.487000	0.230425	0.002304
281.371000	0.230351	0.002304
281.254000	0.230215	0.002302
281.134000	0.230050	0.002301
281.014000	0.229669	0.002297
280.892000	0.229228	0.002292
280.773000	0.228744	0.002287
280.658000	0.228234	0.002282
280.542000	0.227709	0.002277
280.426000	0.227129	0.002271
280.306000	0.226573	0.002266
280.185000	0.226061	0.002261
280.061000	0.225608	0.002256
279.935000	0.225255	0.002253
279.810000	0.225034	0.002250
279.688000	0.224986	0.002250
279.562000	0.225102	0.002251
279.436000	0.225395	0.002254
279.309000	0.225801	0.002258
279.185000	0.226224	0.002262
279.062000	0.226666	0.002267
278.939000	0.227115	0.002271
278.817000	0.227575	0.002276
278.696000	0.227982	0.002280
278.579000	0.228371	0.002284
278.461000	0.228692	0.002287
278.342000	0.228859	0.002289
278.224000	0.228782	0.002288
278.103000	0.228533	0.002285
277.979000	0.228111	0.002281
277.852000	0.227577	0.002276
277.722000	0.226974	0.002270
277.592000	0.226351	0.002264
277.461000	0.225718	0.002257
277.332000	0.225104	0.002251
277.206000	0.224502	0.002245
277.082000	0.224083	0.002241
276.959000	0.223505	0.002235
276.835000	0.223028	0.002230
276.707000	0.222714	0.002227
276.580000	0.222650	0.002227
276.452000	0.222843	0.002228
276.323000	0.223130	0.002231
276.191000	0.223556	0.002236
276.056000	0.223985	0.002240
275.916000	0.224401	0.002244
275.778000	0.224778	0.002248
275.641000	0.225097	0.002251
275.501000	0.225371	0.002254
275.361000	0.225579	0.002256
275.220000	0.225714	0.002257
275.081000	0.225772	0.002258
274.943000	0.225746	0.002257
274.805000	0.225641	0.002256
274.666000	0.225462	0.002255
274.530000	0.225311	0.002253
274.393000	0.225112	0.002251
274.255000	0.224883	0.002249
274.113000	0.224657	0.002247
273.971000	0.224360	0.002244
273.828000	0.224001	0.002240
273.682000	0.223581	0.002236
273.534000	0.223108	0.002231
273.386000	0.222627	0.002226
273.240000	0.222118	0.002221
273.096000	0.221603	0.002216
272.953000	0.221081	0.002211
272.811000	0.220602	0.002206
272.671000	0.220185	0.002202
272.528000	0.219879	0.002199
272.379000	0.219698	0.002197
272.227000	0.219667	0.002197
272.073000	0.219793	0.002198
271.918000	0.220053	0.002201
271.765000	0.220314	0.002203
271.613000	0.220718	0.002207
271.460000	0.221147	0.002211
271.307000	0.221570	0.002216
271.157000	0.221993	0.002220
271.008000	0.222416	0.002224
270.860000	0.222871	0.002229
270.714000	0.223233	0.002232
270.570000	0.223464	0.002235
270.429000	0.223487	0.002235
270.289000	0.223283	0.002233
270.153000	0.222846	0.002228
270.019000	0.222291	0.002223
269.888000	0.221668	0.002217
269.759000	0.221024	0.002210
269.630000	0.220386	0.002204
269.497000	0.219753	0.002198
269.366000	0.219137	0.002191
269.235000	0.218518	0.002185
269.100000	0.217957	0.002180
268.960000	0.217445	0.002174
268.817000	0.217105	0.002171
268.677000	0.216998	0.002170
268.537000	0.217169	0.002172
268.397000	0.217466	0.002175
268.256000	0.217951	0.002180
268.119000	0.218358	0.002184
267.986000	0.218772	0.002188
267.854000	0.219154	0.002192
267.725000	0.219496	0.002195
267.599000	0.219813	0.002198
267.473000	0.220058	0.002201
267.348000	0.220248	0.002202
267.221000	0.220369	0.002204
267.089000	0.220410	0.002204
266.956000	0.220363	0.002204
266.819000	0.220247	0.002202
266.677000	0.220027	0.002200
266.531000	0.219774	0.002198
266.386000	0.219490	0.002195
266.239000	0.219193	0.002192
266.091000	0.218857	0.002189
265.944000	0.218493	0.002185
265.797000	0.218094	0.002181
265.651000	0.217654	0.002177
265.505000	0.217206	0.002172
265.358000	0.216747	0.002167
265.211000	0.216275	0.002163
265.059000	0.215779	0.002158
264.911000	0.215323	0.002153
264.764000	0.214875	0.002149
264.615000	0.214456	0.002145
264.468000	0.214075	0.002141
264.323000	0.213777	0.002138
264.180000	0.213596	0.002136
264.041000	0.213567	0.002136
263.903000	0.213724	0.002137
263.766000	0.214032	0.002140
263.628000	0.214435	0.002144
263.494000	0.214897	0.002149
263.362000	0.215367	0.002154
263.228000	0.215849	0.002158
263.094000	0.216162	0.002162
262.961000	0.216672	0.002167
262.829000	0.217124	0.002171
262.695000	0.217447	0.002174
262.561000	0.217546	0.002175
262.424000	0.217375	0.002174
262.287000	0.217032	0.002170
262.150000	0.216529	0.002165
262.019000	0.215890	0.002159
261.894000	0.215186	0.002152
261.771000	0.214484	0.002145
261.652000	0.213819	0.002138
261.533000	0.213181	0.002132
261.412000	0.212735	0.002127
261.289000	0.212230	0.002122
261.165000	0.211829	0.002118
261.040000	0.211542	0.002115
260.910000	0.211407	0.002114
260.781000	0.211458	0.002115
260.654000	0.211618	0.002116
260.525000	0.211938	0.002119
260.397000	0.212323	0.002123
260.272000	0.212692	0.002127
260.145000	0.213048	0.002130
260.012000	0.213380	0.002134
259.877000	0.213699	0.002137
259.741000	0.213969	0.002140
259.604000	0.214196	0.002142
259.467000	0.214362	0.002144
259.334000	0.214463	0.002145
259.203000	0.214487	0.002145
259.075000	0.214380	0.002144
258.948000	0.214016	0.002140
258.825000	0.213668	0.002137
258.703000	0.213250	0.002133
258.580000	0.212805	0.002128
258.455000	0.212356	0.002124
258.328000	0.211925	0.002119
258.206000	0.211578	0.002116
258.082000	0.211140	0.002111
257.958000	0.210683	0.002107
257.831000	0.210225	0.002102
257.703000	0.209771	0.002098
257.572000	0.209320	0.002093
257.442000	0.208880	0.002089
257.315000	0.208474	0.002085
257.190000	0.208112	0.002081
257.071000	0.207848	0.002078
256.954000	0.207708	0.002077
256.839000	0.207716	0.002077
256.729000	0.207874	0.002079
256.621000	0.208127	0.002081
256.512000	0.208544	0.002085
256.404000	0.208959	0.002090
256.293000	0.209407	0.002094
256.183000	0.209871	0.002099
256.071000	0.210363	0.002104
255.960000	0.210808	0.002108
255.851000	0.211225	0.002112
255.747000	0.211517	0.002115
255.642000	0.211612	0.002116
255.540000	0.211447	0.002114
255.435000	0.211143	0.002111
255.329000	0.210712	0.002107
255.224000	0.210180	0.002102
255.113000	0.209568	0.002096
255.000000	0.208935	0.002089
254.881000	0.208310	0.002083
254.760000	0.207699	0.002077
254.636000	0.207120	0.002071
254.510000	0.206577	0.002066
254.385000	0.206117	0.002061
254.259000	0.205756	0.002058
254.130000	0.205551	0.002056
254.002000	0.205550	0.002056
253.877000	0.205762	0.002058
253.751000	0.206107	0.002061
253.628000	0.206498	0.002065
253.504000	0.206879	0.002069
253.382000	0.207248	0.002072
253.261000	0.207590	0.002076
253.144000	0.207878	0.002079
253.028000	0.208130	0.002081
252.911000	0.208335	0.002083
252.797000	0.208501	0.002085
252.684000	0.208619	0.002086
252.568000	0.208679	0.002087
252.450000	0.208537	0.002085
252.330000	0.208490	0.002085
252.208000	0.208363	0.002084
252.085000	0.208206	0.002082
251.966000	0.208025	0.002080
251.850000	0.207837	0.002078
251.730000	0.207610	0.002076
251.609000	0.207310	0.002073
251.490000	0.206929	0.002069
251.369000	0.206478	0.002065
251.243000	0.205992	0.002060
251.116000	0.205496	0.002055
250.992000	0.204998	0.002050
250.867000	0.204520	0.002045
250.739000	0.204060	0.002041
250.610000	0.203634	0.002036
250.478000	0.203272	0.002033
250.343000	0.203026	0.002030
250.207000	0.202894	0.002029
250.067000	0.202899	0.002029
249.929000	0.203039	0.002030
249.793000	0.203297	0.002033
249.658000	0.203634	0.002036
249.519000	0.204008	0.002040
249.384000	0.204374	0.002044
249.248000	0.204780	0.002048
249.110000	0.205048	0.002050
248.970000	0.205435	0.002054
248.833000	0.205757	0.002058
248.698000	0.205971	0.002060
248.561000	0.206017	0.002060
248.422000	0.205871	0.002059
248.277000	0.205505	0.002055
248.125000	0.204986	0.002050
247.972000	0.204402	0.002044
247.820000	0.203787	0.002038
247.668000	0.203180	0.002032
247.522000	0.202585	0.002026
247.376000	0.201928	0.002019
247.236000	0.201409	0.002014
247.098000	0.200955	0.002010
246.962000	0.200617	0.002006
246.826000	0.200394	0.002004
246.689000	0.200332	0.002003
246.557000	0.200443	0.002004
246.429000	0.200832	0.002008
246.302000	0.201181	0.002012
246.176000	0.201567	0.002016
246.051000	0.201942	0.002019
245.928000	0.202260	0.002023
245.807000	0.202520	0.002025
245.685000	0.202763	0.002028
245.563000	0.202966	0.002030
245.439000	0.203132	0.002031
245.314000	0.203331	0.002033
245.191000	0.203347	0.002033
245.068000	0.203349	0.002033
244.947000	0.203290	0.002033
244.828000	0.203166	0.002032
244.706000	0.203009	0.002030
244.584000	0.202825	0.002028
244.462000	0.202602	0.002026
244.338000	0.202355	0.002024
244.212000	0.202062	0.002021
244.084000	0.201768	0.002018
243.951000	0.201360	0.002014
243.815000	0.200981	0.002010
243.679000	0.200606	0.002006
243.540000	0.200218	0.002002
243.393000	0.199822	0.001998
243.242000	0.199456	0.001995
243.086000	0.199110	0.001991
242.929000	0.198779	0.001988
242.770000	0.198425	0.001984
242.616000	0.198200	0.001982
242.463000	0.198051	0.001981
242.316000	0.198014	0.001980
242.176000	0.198093	0.001981
242.037000	0.198302	0.001983
241.895000	0.198515	0.001985
241.748000	0.198748	0.001987
241.600000	0.198975	0.001990
241.454000	0.199193	0.001992
241.305000	0.199418	0.001994
241.158000	0.199609	0.001996
241.017000	0.199752	0.001998
240.877000	0.199802	0.001998
240.740000	0.199720	0.001997
240.605000	0.199481	0.001995
240.474000	0.199105	0.001991
240.346000	0.198674	0.001987
240.217000	0.198223	0.001982
240.091000	0.197644	0.001976
239.964000	0.197235	0.001972
239.838000	0.196822	0.001968
239.713000	0.196466	0.001965
239.586000	0.196184	0.001962
239.457000	0.195996	0.001960
239.331000	0.195890	0.001959
239.202000	0.195877	0.001959
239.076000	0.196073	0.001961
238.950000	0.196186	0.001962
238.825000	0.196372	0.001964
238.698000	0.196575	0.001966
238.570000	0.196758	0.001968
238.442000	0.196884	0.001969
238.320000	0.196972	0.001970
238.203000	0.197012	0.001970
238.085000	0.197017	0.001970
237.966000	0.196989	0.001970
237.842000	0.196923	0.001969
237.713000	0.197025	0.001970
237.579000	0.196876	0.001969
237.446000	0.196698	0.001967
237.306000	0.196500	0.001965
237.167000	0.196297	0.001963
237.027000	0.196071	0.001961
236.887000	0.195834	0.001958
236.745000	0.195604	0.001956
236.603000	0.195372	0.001954
236.459000	0.195154	0.001952
236.316000	0.194959	0.001950
236.173000	0.194768	0.001948
236.029000	0.194579	0.001946
235.881000	0.194403	0.001944
235.731000	0.194211	0.001942
235.580000	0.194034	0.001940
235.428000	0.193860	0.001939
235.279000	0.193711	0.001937
235.132000	0.193616	0.001936
234.985000	0.193609	0.001936
234.837000	0.193636	0.001936
234.689000	0.193741	0.001937
234.542000	0.193889	0.001939
234.398000	0.194042	0.001940
234.255000	0.194216	0.001942
234.115000	0.194397	0.001944
233.977000	0.194559	0.001946
233.842000	0.194749	0.001947
233.706000	0.194810	0.001948
233.576000	0.194809	0.001948
233.446000	0.194740	0.001947
233.317000	0.194612	0.001946
233.188000	0.194396	0.001944
233.063000	0.194101	0.001941
232.941000	0.193763	0.001938
232.821000	0.193406	0.001934
232.701000	0.193036	0.001930
232.583000	0.192679	0.001927
232.462000	0.192200	0.001922
232.338000	0.191899	0.001919
232.209000	0.191605	0.001916
232.073000	0.191339	0.001913
231.931000	0.191115	0.001911
231.788000	0.190851	0.001909
231.645000	0.190790	0.001908
231.501000	0.190731	0.001907
231.354000	0.190724	0.001907
231.207000	0.190767	0.001908
231.057000	0.190838	0.001908
230.905000	0.190891	0.001909
230.755000	0.190922	0.001909
230.603000	0.190914	0.001909
230.447000	0.190867	0.001909
230.287000	0.190753	0.001908
230.126000	0.190602	0.001906
229.966000	0.190383	0.001904
229.806000	0.190123	0.001901
229.647000	0.189858	0.001899
229.490000	0.189620	0.001896
229.333000	0.189376	0.001894
229.177000	0.189132	0.001891
229.022000	0.188914	0.001889
228.868000	0.188766	0.001888
228.715000	0.188561	0.001886
228.560000	0.188385	0.001884
228.404000	0.188214	0.001882
228.247000	0.188057	0.001881
228.088000	0.187848	0.001878
227.929000	0.187675	0.001877
227.769000	0.187496	0.001875
227.606000	0.187327	0.001873
227.440000	0.187066	0.001871
227.280000	0.186902	0.001869
227.121000	0.186772	0.001868
226.967000	0.186683	0.001867
226.816000	0.186623	0.001866
226.667000	0.186617	0.001866
226.516000	0.186651	0.001867
226.370000	0.186712	0.001867
226.225000	0.186785	0.001868
226.080000	0.186862	0.001869
225.939000	0.187041	0.001870
225.797000	0.187027	0.001870
225.655000	0.187035	0.001870
225.509000	0.186990	0.001870
225.361000	0.186888	0.001869
225.209000	0.186724	0.001867
225.054000	0.186525	0.001865
224.900000	0.186292	0.001863
224.748000	0.186049	0.001860
224.597000	0.186097	0.001861
224.448000	0.185862	0.001859
224.300000	0.185699	0.001857
224.153000	0.185603	0.001856
224.003000	0.185578	0.001856
223.852000	0.185611	0.001856
223.697000	0.185701	0.001857
223.542000	0.185836	0.001858
223.382000	0.185986	0.001860
223.221000	0.186130	0.001861
223.059000	0.186060	0.001861
222.896000	0.186172	0.001862
222.734000	0.186237	0.001862
222.577000	0.186250	0.001863
222.419000	0.186199	0.001862
222.264000	0.186097	0.001861
222.111000	0.185906	0.001859
221.957000	0.185606	0.001856
221.801000	0.185289	0.001853
221.643000	0.184944	0.001849
221.486000	0.184567	0.001846
221.331000	0.184192	0.001842
221.173000	0.183832	0.001838
221.017000	0.183489	0.001835
220.861000	0.183149	0.001831
220.706000	0.182827	0.001828
220.557000	0.182540	0.001825
220.412000	0.182290	0.001823
220.270000	0.182078	0.001821
220.130000	0.181893	0.001819
219.994000	0.181754	0.001818
219.861000	0.181609	0.001816
219.729000	0.181456	0.001815
219.599000	0.181303	0.001813
219.470000	0.181169	0.001812
219.338000	0.180963	0.001810
219.206000	0.180765	0.001808
219.079000	0.180591	0.001806
218.955000	0.180451	0.001805
218.829000	0.180348	0.001803
218.701000	0.180266	0.001803
218.571000	0.180194	0.001802
218.437000	0.180127	0.001801
218.304000	0.180084	0.001801
218.169000	0.180036	0.001800
218.035000	0.180002	0.001800
217.898000	0.179969	0.001800
217.761000	0.179928	0.001799
217.622000	0.180040	0.001800
217.483000	0.180003	0.001800
217.345000	0.179978	0.001800
217.208000	0.179931	0.001799
217.074000	0.179862	0.001799
216.942000	0.179806	0.001798
216.812000	0.179725	0.001797
216.684000	0.179666	0.001797
216.556000	0.179654	0.001797
216.432000	0.179616	0.001796
216.306000	0.179587	0.001796
216.184000	0.179570	0.001796
216.060000	0.179564	0.001796
215.937000	0.179551	0.001796
215.816000	0.179532	0.001795
215.694000	0.179514	0.001795
215.571000	0.179470	0.001795
215.445000	0.179438	0.001794
215.320000	0.179308	0.001793
215.194000	0.179238	0.001792
215.067000	0.179122	0.001791
214.941000	0.179021	0.001790
214.813000	0.178940	0.001789
214.689000	0.178874	0.001789
214.567000	0.178838	0.001788
214.445000	0.178828	0.001788
214.320000	0.178826	0.001788
214.194000	0.178826	0.001788
214.067000	0.178810	0.001788
213.938000	0.178778	0.001788
213.809000	0.178722	0.001787
213.682000	0.178657	0.001787
213.556000	0.178568	0.001786
213.432000	0.178559	0.001786
213.309000	0.178451	0.001785
213.189000	0.178302	0.001783
213.067000	0.178117	0.001781
212.946000	0.177938	0.001779
212.824000	0.177702	0.001777
212.698000	0.177442	0.001774
212.565000	0.177183	0.001772
212.429000	0.176939	0.001769
212.287000	0.176725	0.001767
212.142000	0.176523	0.001765
211.997000	0.176341	0.001763
211.853000	0.176167	0.001762
211.712000	0.175998	0.001760
211.575000	0.175846	0.001758
211.438000	0.175691	0.001757
211.304000	0.175536	0.001755
211.170000	0.175367	0.001754
211.036000	0.175195	0.001752
210.902000	0.174714	0.001747
210.767000	0.174521	0.001745
210.632000	0.174285	0.001743
210.497000	0.174032	0.001740
210.361000	0.173889	0.001739
210.226000	0.173579	0.001736
210.089000	0.173313	0.001733
209.950000	0.173099	0.001731
209.809000	0.172959	0.001730
209.666000	0.172902	0.001729
209.519000	0.172949	0.001729
209.371000	0.173072	0.001731
209.225000	0.173261	0.001733
209.077000	0.173507	0.001735
208.931000	0.173803	0.001738
208.790000	0.174127	0.001741
208.649000	0.174485	0.001745
208.514000	0.174913	0.001749
208.378000	0.175319	0.001753
208.244000	0.175694	0.001757
208.112000	0.176044	0.001760
207.979000	0.176321	0.001763
207.848000	0.176460	0.001765
207.718000	0.176489	0.001765
207.587000	0.176336	0.001763
207.456000	0.176069	0.001761
207.325000	0.175719	0.001757
207.194000	0.175344	0.001753
207.062000	0.174959	0.001750
206.930000	0.174613	0.001746
206.797000	0.174293	0.001743
206.665000	0.174004	0.001740
206.531000	0.173755	0.001738
206.395000	0.173562	0.001736
206.259000	0.173354	0.001734
206.124000	0.173227	0.001732
205.986000	0.173103	0.001731
205.847000	0.172982	0.001730
205.708000	0.172852	0.001729
205.567000	0.172711	0.001727
205.426000	0.172556	0.001726
205.277000	0.172393	0.001724
205.125000	0.172263	0.001723
204.971000	0.172088	0.001721
204.820000	0.171930	0.001719
204.670000	0.171775	0.001718
204.519000	0.171645	0.001716
204.369000	0.171517	0.001715
204.217000	0.171417	0.001714
204.068000	0.171321	0.001713
203.918000	0.171236	0.001712
203.769000	0.171174	0.001712
203.623000	0.171128	0.001711
203.479000	0.171079	0.001711
203.334000	0.171029	0.001710
203.188000	0.170969	0.001710
203.040000	0.170866	0.001709
202.889000	0.170785	0.001708
202.738000	0.170719	0.001707
202.587000	0.170660	0.001707
202.438000	0.170689	0.001707
202.291000	0.170683	0.001707
202.147000	0.170760	0.001708
202.009000	0.170907	0.001709
201.874000	0.171124	0.001711
201.745000	0.171393	0.001714
201.617000	0.171785	0.001718
201.490000	0.172147	0.001721
201.366000	0.172540	0.001725
201.243000	0.172864	0.001729
201.118000	0.173037	0.001730
200.990000	0.173022	0.001730
200.858000	0.172812	0.001728
200.724000	0.172429	0.001724
200.588000	0.171947	0.001719
200.453000	0.171445	0.001714
200.318000	0.170948	0.001709
200.184000	0.170470	0.001705
200.051000	0.170023	0.001700
199.919000	0.169653	0.001697
199.790000	0.169211	0.001692
199.663000	0.168838	0.001688
199.539000	0.168588	0.001686
199.418000	0.168448	0.001684
199.299000	0.168530	0.001685
199.183000	0.168781	0.001688
199.070000	0.169114	0.001691
198.955000	0.169478	0.001695
198.842000	0.169852	0.001699
198.728000	0.170206	0.001702
198.613000	0.170514	0.001705
198.500000	0.170805	0.001708
198.385000	0.171050	0.001711
198.269000	0.171232	0.001712
198.151000	0.171324	0.001713
198.031000	0.171304	0.001713
197.911000	0.171170	0.001712
197.790000	0.170930	0.001709
197.669000	0.170570	0.001706
197.549000	0.170276	0.001703
197.427000	0.170020	0.001700
197.304000	0.169800	0.001698
197.182000	0.169603	0.001696
197.059000	0.169420	0.001694
196.935000	0.169113	0.001691
196.813000	0.168967	0.001690
196.690000	0.168765	0.001688
196.568000	0.168516	0.001685
196.448000	0.168219	0.001682
196.327000	0.167897	0.001679
196.204000	0.167538	0.001675
196.081000	0.167178	0.001672
195.956000	0.166834	0.001668
195.827000	0.166479	0.001665
195.698000	0.166199	0.001662
195.571000	0.165945	0.001659
195.450000	0.165717	0.001657
195.334000	0.165558	0.001656
195.222000	0.165388	0.001654
195.108000	0.165247	0.001652
194.994000	0.165157	0.001652
194.882000	0.165127	0.001651
194.770000	0.165203	0.001652
194.660000	0.165363	0.001654
194.551000	0.165694	0.001657
194.442000	0.166096	0.001661
194.335000	0.166510	0.001665
194.226000	0.166841	0.001668
