Temperature	Strain_p	Strain
281.981000	0.600106	0.006001
281.860000	0.599858	0.005999
281.738000	0.599679	0.005997
281.615000	0.599559	0.005996
281.491000	0.599344	0.005993
281.365000	0.599312	0.005993
281.239000	0.599316	0.005993
281.109000	0.599342	0.005993
280.978000	0.599342	0.005993
280.847000	0.599331	0.005993
280.715000	0.599292	0.005993
280.584000	0.599219	0.005992
280.456000	0.599107	0.005991
280.326000	0.598956	0.005990
280.200000	0.598767	0.005988
280.075000	0.598526	0.005985
279.949000	0.598243	0.005982
279.824000	0.598046	0.005980
279.704000	0.597772	0.005978
279.586000	0.597482	0.005975
279.467000	0.597228	0.005972
279.349000	0.597023	0.005970
279.230000	0.596842	0.005968
279.110000	0.596626	0.005966
278.989000	0.596562	0.005966
278.872000	0.596573	0.005966
278.760000	0.596623	0.005966
278.648000	0.596719	0.005967
278.538000	0.596837	0.005968
278.429000	0.597004	0.005970
278.321000	0.597221	0.005972
278.208000	0.597479	0.005975
278.093000	0.597797	0.005978
277.976000	0.598162	0.005982
277.856000	0.598557	0.005986
277.735000	0.598954	0.005990
277.616000	0.599370	0.005994
277.498000	0.599763	0.005998
277.379000	0.600131	0.006001
277.259000	0.600495	0.006005
277.136000	0.600833	0.006008
277.011000	0.601119	0.006011
276.886000	0.601349	0.006013
276.757000	0.601547	0.006015
276.628000	0.601651	0.006017
276.501000	0.601670	0.006017
276.382000	0.601603	0.006016
276.265000	0.601469	0.006015
276.152000	0.601255	0.006013
276.040000	0.600980	0.006010
275.933000	0.600664	0.006007
275.829000	0.600310	0.006003
275.725000	0.599923	0.005999
275.619000	0.599514	0.005995
275.510000	0.599105	0.005991
275.400000	0.598794	0.005988
275.289000	0.598422	0.005984
275.178000	0.598091	0.005981
275.066000	0.597814	0.005978
274.951000	0.597627	0.005976
274.836000	0.597504	0.005975
274.719000	0.597571	0.005976
274.599000	0.597616	0.005976
274.477000	0.597678	0.005977
274.353000	0.597770	0.005978
274.226000	0.597859	0.005979
274.096000	0.597956	0.005980
273.963000	0.598054	0.005981
273.829000	0.598135	0.005981
273.694000	0.598199	0.005982
273.558000	0.598231	0.005982
273.423000	0.598239	0.005982
273.291000	0.598204	0.005982
273.159000	0.598128	0.005981
273.027000	0.598004	0.005980
272.894000	0.597834	0.005978
272.764000	0.597667	0.005977
272.634000	0.597435	0.005974
272.505000	0.597207	0.005972
272.374000	0.596978	0.005970
272.243000	0.596810	0.005968
272.111000	0.596629	0.005966
271.981000	0.596447	0.005964
271.853000	0.596249	0.005962
271.727000	0.596066	0.005961
271.602000	0.595901	0.005959
271.474000	0.595782	0.005958
271.346000	0.595736	0.005957
271.218000	0.595761	0.005958
271.085000	0.595860	0.005959
270.954000	0.596049	0.005960
270.819000	0.596295	0.005963
270.683000	0.596577	0.005966
270.546000	0.596914	0.005969
270.406000	0.597213	0.005972
270.266000	0.597515	0.005975
270.126000	0.597799	0.005978
269.986000	0.598085	0.005981
269.848000	0.598302	0.005983
269.711000	0.598546	0.005985
269.577000	0.598645	0.005986
269.442000	0.598678	0.005987
269.307000	0.598641	0.005986
269.172000	0.598536	0.005985
269.037000	0.598358	0.005984
268.903000	0.598123	0.005981
268.767000	0.597842	0.005978
268.632000	0.597506	0.005975
268.496000	0.597137	0.005971
268.361000	0.596742	0.005967
268.226000	0.596331	0.005963
268.090000	0.595823	0.005958
267.955000	0.595429	0.005954
267.822000	0.595091	0.005951
267.692000	0.594795	0.005948
267.566000	0.594591	0.005946
267.439000	0.594466	0.005945
267.311000	0.594309	0.005943
267.187000	0.594305	0.005943
267.065000	0.594380	0.005944
266.941000	0.594474	0.005945
266.814000	0.594579	0.005946
266.685000	0.594713	0.005947
266.555000	0.594814	0.005948
266.424000	0.594904	0.005949
266.293000	0.594963	0.005950
266.162000	0.595001	0.005950
266.031000	0.595002	0.005950
265.898000	0.594969	0.005950
265.764000	0.594891	0.005949
265.629000	0.594718	0.005947
265.492000	0.594578	0.005946
265.355000	0.594406	0.005944
265.216000	0.594225	0.005942
265.077000	0.594039	0.005940
264.939000	0.593913	0.005939
264.804000	0.593804	0.005938
264.672000	0.593719	0.005937
264.541000	0.593666	0.005937
264.412000	0.593619	0.005936
264.287000	0.593590	0.005936
264.163000	0.593590	0.005936
264.042000	0.593632	0.005936
263.924000	0.593714	0.005937
263.805000	0.593843	0.005938
263.681000	0.594011	0.005940
263.552000	0.594211	0.005942
263.422000	0.594448	0.005944
263.287000	0.594828	0.005948
263.152000	0.595102	0.005951
263.016000	0.595361	0.005954
262.880000	0.595620	0.005956
262.744000	0.595899	0.005959
262.606000	0.596216	0.005962
262.471000	0.596496	0.005965
262.335000	0.596660	0.005967
262.202000	0.596857	0.005969
262.070000	0.597002	0.005970
261.935000	0.597068	0.005971
261.800000	0.597033	0.005970
261.665000	0.596906	0.005969
261.527000	0.596685	0.005967
261.381000	0.596373	0.005964
261.233000	0.596003	0.005960
261.085000	0.595567	0.005956
260.937000	0.595110	0.005951
260.790000	0.594620	0.005946
260.644000	0.594278	0.005943
260.502000	0.593774	0.005938
260.363000	0.593278	0.005933
260.224000	0.592828	0.005928
260.087000	0.592438	0.005924
259.948000	0.592133	0.005921
259.808000	0.591923	0.005919
259.667000	0.591788	0.005918
259.523000	0.591728	0.005917
259.375000	0.591707	0.005917
259.226000	0.591746	0.005917
259.077000	0.591794	0.005918
258.929000	0.591859	0.005919
258.782000	0.591904	0.005919
258.638000	0.591964	0.005920
258.494000	0.592019	0.005920
258.356000	0.592087	0.005921
258.221000	0.592141	0.005921
258.086000	0.592188	0.005922
257.947000	0.592268	0.005923
257.806000	0.592303	0.005923
257.661000	0.592327	0.005923
257.517000	0.592368	0.005924
257.375000	0.592400	0.005924
257.235000	0.592492	0.005925
257.096000	0.592607	0.005926
256.958000	0.592702	0.005927
256.819000	0.592856	0.005929
256.679000	0.593003	0.005930
256.540000	0.593154	0.005932
256.400000	0.593304	0.005933
256.257000	0.593443	0.005934
256.109000	0.593596	0.005936
255.957000	0.593768	0.005938
255.804000	0.593976	0.005940
255.650000	0.594219	0.005942
255.498000	0.594493	0.005945
255.347000	0.594818	0.005948
255.194000	0.595177	0.005952
255.038000	0.595586	0.005956
254.881000	0.596026	0.005960
254.720000	0.596484	0.005965
254.559000	0.596947	0.005969
254.401000	0.597420	0.005974
254.245000	0.597968	0.005980
254.091000	0.598369	0.005984
253.938000	0.598683	0.005987
253.788000	0.598905	0.005989
253.639000	0.599008	0.005990
253.494000	0.598997	0.005990
253.350000	0.598882	0.005989
253.209000	0.598646	0.005986
253.070000	0.598317	0.005983
252.938000	0.597943	0.005979
252.808000	0.597528	0.005975
252.675000	0.597088	0.005971
252.543000	0.596632	0.005966
252.408000	0.596117	0.005961
252.269000	0.595672	0.005957
252.126000	0.595264	0.005953
251.981000	0.594930	0.005949
251.831000	0.594665	0.005947
251.674000	0.594528	0.005945
251.514000	0.594571	0.005946
251.352000	0.594677	0.005947
251.188000	0.594894	0.005949
251.028000	0.595216	0.005952
250.868000	0.595628	0.005956
250.709000	0.596065	0.005961
250.556000	0.596529	0.005965
250.413000	0.597001	0.005970
250.274000	0.597469	0.005975
250.140000	0.597925	0.005979
250.007000	0.598352	0.005984
249.878000	0.598744	0.005987
249.749000	0.599091	0.005991
249.616000	0.599483	0.005995
249.482000	0.599759	0.005998
249.345000	0.600004	0.006000
249.205000	0.600238	0.006002
249.064000	0.600452	0.006005
248.918000	0.600535	0.006005
248.768000	0.600732	0.006007
248.617000	0.600938	0.006009
248.466000	0.601138	0.006011
248.316000	0.601316	0.006013
248.165000	0.601453	0.006015
248.015000	0.601610	0.006016
247.863000	0.601747	0.006017
247.715000	0.601896	0.006019
247.568000	0.602071	0.006021
247.416000	0.602277	0.006023
247.260000	0.602540	0.006025
247.099000	0.602878	0.006029
246.942000	0.603247	0.006032
246.787000	0.603688	0.006037
246.636000	0.604178	0.006042
246.487000	0.604766	0.006048
246.339000	0.605358	0.006054
246.190000	0.605986	0.006060
246.041000	0.606455	0.006065
245.889000	0.607089	0.006071
245.740000	0.607706	0.006077
245.594000	0.608263	0.006083
245.448000	0.608752	0.006088
245.303000	0.609151	0.006092
245.159000	0.609435	0.006094
245.018000	0.609649	0.006096
244.874000	0.609782	0.006098
244.726000	0.609845	0.006098
244.579000	0.609836	0.006098
244.431000	0.609778	0.006098
244.286000	0.609729	0.006097
244.144000	0.609631	0.006096
244.007000	0.609512	0.006095
243.878000	0.609430	0.006094
243.755000	0.609389	0.006094
243.635000	0.609418	0.006094
243.514000	0.609503	0.006095
243.391000	0.609608	0.006096
243.265000	0.609815	0.006098
243.136000	0.610089	0.006101
243.004000	0.610408	0.006104
242.874000	0.610754	0.006108
242.740000	0.611078	0.006111
242.608000	0.611408	0.006114
242.474000	0.611754	0.006118
242.339000	0.612105	0.006121
242.202000	0.612460	0.006125
242.070000	0.612832	0.006128
241.938000	0.613172	0.006132
241.808000	0.613573	0.006136
241.685000	0.613947	0.006139
241.562000	0.614328	0.006143
241.441000	0.614720	0.006147
241.321000	0.615129	0.006151
241.206000	0.615579	0.006156
241.096000	0.616031	0.006160
240.988000	0.616484	0.006165
240.877000	0.616907	0.006169
240.768000	0.617322	0.006173
240.656000	0.617724	0.006177
240.543000	0.618133	0.006181
240.426000	0.618541	0.006185
240.307000	0.618972	0.006190
240.185000	0.619436	0.006194
240.063000	0.619947	0.006199
239.940000	0.620509	0.006205
239.815000	0.621087	0.006211
239.687000	0.621769	0.006218
239.558000	0.622533	0.006225
239.431000	0.623379	0.006234
239.302000	0.624279	0.006243
239.174000	0.625202	0.006252
239.044000	0.626135	0.006261
238.913000	0.627061	0.006271
238.786000	0.627974	0.006280
238.663000	0.628916	0.006289
238.543000	0.629752	0.006298
238.425000	0.630526	0.006305
238.309000	0.631198	0.006312
238.191000	0.631776	0.006318
238.071000	0.632209	0.006322
237.949000	0.632511	0.006325
237.824000	0.632664	0.006327
237.699000	0.632677	0.006327
237.575000	0.632561	0.006326
237.454000	0.632351	0.006324
237.339000	0.632079	0.006321
237.223000	0.631766	0.006318
237.106000	0.631465	0.006315
236.984000	0.631203	0.006312
236.862000	0.630997	0.006310
236.736000	0.630869	0.006309
236.612000	0.630815	0.006308
236.489000	0.630843	0.006308
236.366000	0.630860	0.006309
236.240000	0.631046	0.006310
236.114000	0.631311	0.006313
235.985000	0.631658	0.006317
235.854000	0.632083	0.006321
235.720000	0.632575	0.006326
235.588000	0.633125	0.006331
235.463000	0.633731	0.006337
235.343000	0.634575	0.006346
235.225000	0.635319	0.006353
235.106000	0.636091	0.006361
234.987000	0.636921	0.006369
234.868000	0.637838	0.006378
234.748000	0.638812	0.006388
234.626000	0.639846	0.006398
234.503000	0.640900	0.006409
234.377000	0.641967	0.006420
234.248000	0.643010	0.006430
234.119000	0.644052	0.006441
233.988000	0.645049	0.006450
233.857000	0.646019	0.006460
233.724000	0.646922	0.006469
233.589000	0.647817	0.006478
233.451000	0.648680	0.006487
233.313000	0.649537	0.006495
233.171000	0.650390	0.006504
233.028000	0.651264	0.006513
232.884000	0.652276	0.006523
232.737000	0.653254	0.006533
232.590000	0.654309	0.006543
232.443000	0.655455	0.006555
232.294000	0.656662	0.006567
232.147000	0.658007	0.006580
231.999000	0.659507	0.006595
231.850000	0.661092	0.006611
231.699000	0.662747	0.006627
231.549000	0.664423	0.006644
231.400000	0.666166	0.006662
231.251000	0.667940	0.006679
231.098000	0.669692	0.006697
230.942000	0.671408	0.006714
230.786000	0.673070	0.006731
230.633000	0.674676	0.006747
230.483000	0.676217	0.006762
230.335000	0.677705	0.006777
230.187000	0.679242	0.006792
230.036000	0.680612	0.006806
229.886000	0.681938	0.006819
229.737000	0.683255	0.006833
229.588000	0.684590	0.006846
229.439000	0.685930	0.006859
229.290000	0.687313	0.006873
229.142000	0.688731	0.006887
228.998000	0.690156	0.006902
228.856000	0.691623	0.006916
228.712000	0.693096	0.006931
228.570000	0.694642	0.006946
228.424000	0.696222	0.006962
228.272000	0.697823	0.006978
228.121000	0.699443	0.006994
227.965000	0.701075	0.007011
227.811000	0.702729	0.007027
227.658000	0.704449	0.007044
227.505000	0.706192	0.007062
227.351000	0.707994	0.007080
227.198000	0.709875	0.007099
227.046000	0.711862	0.007119
226.893000	0.713866	0.007139
226.745000	0.715937	0.007159
226.600000	0.718040	0.007180
226.458000	0.720175	0.007202
226.314000	0.722324	0.007223
226.170000	0.724508	0.007245
226.024000	0.726645	0.007266
225.872000	0.728750	0.007288
225.716000	0.730816	0.007308
225.558000	0.732863	0.007329
225.396000	0.734855	0.007349
225.233000	0.736902	0.007369
225.067000	0.738988	0.007390
224.904000	0.741114	0.007411
224.738000	0.743329	0.007433
224.569000	0.745644	0.007456
224.400000	0.748054	0.007481
224.232000	0.750568	0.007506
224.068000	0.753187	0.007532
223.906000	0.755896	0.007559
223.746000	0.758689	0.007587
223.586000	0.761584	0.007616
223.428000	0.764544	0.007645
223.268000	0.767561	0.007676
223.111000	0.770611	0.007706
222.956000	0.773687	0.007737
222.801000	0.776781	0.007768
222.647000	0.779865	0.007799
222.493000	0.782826	0.007828
222.342000	0.785862	0.007859
222.193000	0.788866	0.007889
222.049000	0.791859	0.007919
221.905000	0.794846	0.007948
221.762000	0.797800	0.007978
221.621000	0.800786	0.008008
221.483000	0.803771	0.008038
221.344000	0.806745	0.008067
221.204000	0.809711	0.008097
221.063000	0.812711	0.008127
220.921000	0.815769	0.008158
220.780000	0.818908	0.008189
220.641000	0.821946	0.008219
220.501000	0.825238	0.008252
220.360000	0.828649	0.008286
220.218000	0.832144	0.008321
220.077000	0.835709	0.008357
219.938000	0.839324	0.008393
219.799000	0.842963	0.008430
219.666000	0.846713	0.008467
219.530000	0.850465	0.008505
219.394000	0.854280	0.008543
219.256000	0.858189	0.008582
219.118000	0.862201	0.008622
218.981000	0.866320	0.008663
218.849000	0.870541	0.008705
218.717000	0.874872	0.008749
218.587000	0.879294	0.008793
218.458000	0.883781	0.008838
218.329000	0.888317	0.008883
218.201000	0.892889	0.008929
218.073000	0.897375	0.008974
217.945000	0.901950	0.009020
217.817000	0.906499	0.009065
217.693000	0.911007	0.009110
217.566000	0.915492	0.009155
217.442000	0.919875	0.009199
217.325000	0.924171	0.009242
217.207000	0.928477	0.009285
217.093000	0.932812	0.009328
216.978000	0.937193	0.009372
216.863000	0.941658	0.009417
216.745000	0.946258	0.009463
216.627000	0.950922	0.009509
216.507000	0.955695	0.009557
216.385000	0.960536	0.009605
216.264000	0.965454	0.009655
216.140000	0.970428	0.009704
216.011000	0.975426	0.009754
215.882000	0.980334	0.009803
215.754000	0.985364	0.009854
215.623000	0.990403	0.009904
215.494000	0.995427	0.009954
215.371000	1.000410	0.010004
215.252000	1.005370	0.010054
215.134000	1.010350	0.010104
215.021000	1.015220	0.010152
214.912000	1.020090	0.010201
214.806000	1.024950	0.010250
214.701000	1.029810	0.010298
214.599000	1.034690	0.010347
214.498000	1.039560	0.010396
214.395000	1.044430	0.010444
214.290000	1.049280	0.010493
214.180000	1.054080	0.010541
214.066000	1.058850	0.010589
213.950000	1.063570	0.010636
213.833000	1.068290	0.010683
213.713000	1.073000	0.010730
213.594000	1.077680	0.010777
213.471000	1.082300	0.010823
213.346000	1.086970	0.010870
213.219000	1.091640	0.010916
213.095000	1.096350	0.010964
212.972000	1.100750	0.011008
212.848000	1.105520	0.011055
212.721000	1.110310	0.011103
212.594000	1.115170	0.011152
212.466000	1.120090	0.011201
212.334000	1.125080	0.011251
212.199000	1.130140	0.011301
212.059000	1.135310	0.011353
211.920000	1.140490	0.011405
211.779000	1.145680	0.011457
211.638000	1.150890	0.011509
211.498000	1.156050	0.011561
211.356000	1.161190	0.011612
211.215000	1.166270	0.011663
211.076000	1.171320	0.011713
210.940000	1.176320	0.011763
210.805000	1.181290	0.011813
210.668000	1.186240	0.011862
210.532000	1.191170	0.011912
210.399000	1.196110	0.011961
210.264000	1.201160	0.012012
210.132000	1.206200	0.012062
209.999000	1.211370	0.012114
209.867000	1.216780	0.012168
209.731000	1.222440	0.012224
209.594000	1.228530	0.012285
209.455000	1.234830	0.012348
209.313000	1.241460	0.012415
209.169000	1.248400	0.012484
209.022000	1.255610	0.012556
208.873000	1.263140	0.012631
208.723000	1.270900	0.012709
208.572000	1.278910	0.012789
208.423000	1.287140	0.012871
208.275000	1.295570	0.012956
208.127000	1.304170	0.013042
207.980000	1.312890	0.013129
207.834000	1.321720	0.013217
207.687000	1.330610	0.013306
207.541000	1.339610	0.013396
207.397000	1.348500	0.013485
207.254000	1.357360	0.013574
207.110000	1.366180	0.013662
206.966000	1.374980	0.013750
206.822000	1.383750	0.013838
206.681000	1.392430	0.013924
206.543000	1.401130	0.014011
206.407000	1.409780	0.014098
206.272000	1.418340	0.014183
206.141000	1.426810	0.014268
206.009000	1.435170	0.014352
205.875000	1.443430	0.014434
205.745000	1.451580	0.014516
205.613000	1.459640	0.014596
205.477000	1.467640	0.014676
205.339000	1.475570	0.014756
205.198000	1.483450	0.014835
205.053000	1.491280	0.014913
204.906000	1.499010	0.014990
204.760000	1.506840	0.015068
204.613000	1.514700	0.015147
204.465000	1.522610	0.015226
204.318000	1.530600	0.015306
204.168000	1.538650	0.015387
204.019000	1.546730	0.015467
203.871000	1.554780	0.015548
203.723000	1.562810	0.015628
203.572000	1.570770	0.015708
203.422000	1.578610	0.015786
203.271000	1.586390	0.015864
203.116000	1.594060	0.015941
202.964000	1.601670	0.016017
202.809000	1.609230	0.016092
202.654000	1.616730	0.016167
202.494000	1.624210	0.016242
202.331000	1.631500	0.016315
202.168000	1.638940	0.016389
202.004000	1.646390	0.016464
201.839000	1.653890	0.016539
201.677000	1.661420	0.016614
201.515000	1.669010	0.016690
201.360000	1.676580	0.016766
201.210000	1.684250	0.016843
201.059000	1.691930	0.016919
200.913000	1.699600	0.016996
200.767000	1.707250	0.017073
200.621000	1.714860	0.017149
200.475000	1.722430	0.017224
200.327000	1.729960	0.017300
200.176000	1.737490	0.017375
200.020000	1.745030	0.017450
199.862000	1.752610	0.017526
199.703000	1.760200	0.017602
199.543000	1.767840	0.017678
199.380000	1.775510	0.017755
199.221000	1.783160	0.017832
199.061000	1.790900	0.017909
198.905000	1.798690	0.017987
198.749000	1.806550	0.018066
198.595000	1.814530	0.018145
198.441000	1.822970	0.018230
198.289000	1.831280	0.018313
198.140000	1.839790	0.018398
197.991000	1.848460	0.018485
197.844000	1.857290	0.018573
197.699000	1.866270	0.018663
197.554000	1.875420	0.018754
197.410000	1.884720	0.018847
197.265000	1.894180	0.018942
197.117000	1.903820	0.019038
196.968000	1.913620	0.019136
196.820000	1.923600	0.019236
196.671000	1.933610	0.019336
196.522000	1.943930	0.019439
196.370000	1.954440	0.019544
196.215000	1.965130	0.019651
196.062000	1.976020	0.019760
195.910000	1.987070	0.019871
195.763000	1.998290	0.019983
195.616000	2.009650	0.020097
195.469000	2.021010	0.020210
195.321000	2.032550	0.020326
195.174000	2.044080	0.020441
195.027000	2.055510	0.020555
194.879000	2.066800	0.020668
194.731000	2.077830	0.020778
194.583000	2.088610	0.020886
194.435000	2.099090	0.020991
194.287000	2.109260	0.021093
194.141000	2.119130	0.021191
193.997000	2.128680	0.021287
193.854000	2.137910	0.021379
193.711000	2.146750	0.021468
193.569000	2.155440	0.021554
193.427000	2.163870	0.021639
193.286000	2.172090	0.021721
193.144000	2.180130	0.021801
193.003000	2.187970	0.021880
192.864000	2.195700	0.021957
192.724000	2.203220	0.022032
192.586000	2.210730	0.022107
192.447000	2.218180	0.022182
192.310000	2.225540	0.022255
192.173000	2.232840	0.022328
192.036000	2.240080	0.022401
191.902000	2.247270	0.022473
191.767000	2.254420	0.022544
191.634000	2.261540	0.022615
191.502000	2.268620	0.022686
191.371000	2.275660	0.022757
191.243000	2.282730	0.022827
191.114000	2.289680	0.022897
190.985000	2.296810	0.022968
190.856000	2.304000	0.023040
