Temperature Strain
35.998	3.4257
42.394	3.4131
51.216	3.3989
61.543	3.3744
74.755	3.358
84.496	3.3307
95.45	3.3015
102.72	3.2672
114.18	3.2323
123.04	3.176
135	3.1128
143.87	3.0132
151.22	2.80994
165.27	1.934139
171.63	0.8303
181.62	0.5182
197.09	0.3754
204.07	0.2843
214.1	0.2296
221.92	0.1724
232.42	0.1337
245.25	0.1089
255.2	0.071
261.39	0.061
274.43	0.0435
283.42	0.0374
294.96	0.0054
297.18	0
296.09	0.0019
285.72	0.0525
275.27	0.0356
267.12	0.0894
255.12	0.1012
245.42	0.1433
236.76	0.1805
224.35	0.1771
214.98	0.2706
205.95	0.3124
194.33	0.3768
185.47	0.4587
175.05	0.6008
164.98	0.7697
154.82	1.10484
144.41	1.69715
135.09	2.48908
127.39	2.92945
115.73	3.1182
106.32	3.1895
94.07	3.2419
86.252	3.2887
74.211	3.3205
66.226	3.3456
55.899	3.3783
47.244	3.4018
35.496	3.4228
35.496	3.4228
