Temperature	Strain
-13.5	20.071
-13.6	20.062
-13.7	20.068
-13.7	20.058
-13.7	20.08
-13.8	20.077
-13.8	20.08
-13.8	20.08
-13.8	20.077
-13.9	20.074
-13.9	20.086
-13.9	20.083
-13.9	20.086
-14	20.083
-14	20.086
-14	20.086
-14.1	20.083
-14.1	20.092
-14.1	20.087
-14.2	20.083
-14.2	20.09
-14.3	20.084
-14.3	20.087
-14.3	20.09
-14.3	20.087
-14.4	20.084
-14.4	20.088
-14.4	20.087
-14.4	20.084
-14.4	20.081
-14.5	20.082
-14.5	20.091
-14.5	20.084
-14.5	20.09
-14.6	20.087
-14.6	20.088
-14.7	20.081
-14.9	20.087
-14.9	20.087
-14.9	20.084
-14.9	20.089
-14.9	20.09
-15	20.086
-15	20.087
-15	20.087
-15	20.087
-15.1	20.08
-15.1	20.09
-15.2	20.083
-15.2	20.086
-15.2	20.09
-15.3	20.086
-15.3	20.09
-15.3	20.086
-15.4	20.083
-15.4	20.089
-15.4	20.083
-15.4	20.089
-15.4	20.086
-15.4	20.086
-15.5	20.086
-15.5	20.086
-15.5	20.089
-15.6	20.086
-15.6	20.092
-15.6	20.085
-15.8	20.089
-15.8	20.086
-15.8	20.09
-15.9	20.092
-15.9	20.092
-15.9	20.087
-15.9	20.092
-15.9	20.095
-16	20.086
-16.1	20.09
-16.1	20.09
-16.1	20.09
-16.2	20.09
-16.2	20.093
-16.2	20.094
-16.3	20.09
-16.3	20.09
-16.4	20.09
-16.4	20.088
-16.4	20.093
-16.4	20.092
-16.5	20.094
-16.5	20.088
-16.5	20.091
-16.5	20.093
-16.5	20.087
-16.5	20.088
-16.6	20.086
-16.6	20.092
-16.6	20.096
-16.6	20.093
-16.6	20.089
-16.6	20.096
-16.7	20.092
-16.7	20.092
-16.7	20.101
-16.8	20.095
-16.8	20.099
-16.8	20.102
-16.9	20.099
-16.9	20.102
-17	20.093
-17	20.098
-17	20.092
-17	20.09
-17.1	20.09
-17.1	20.09
-17.1	20.097
-17.2	20.099
-17.2	20.092
-17.2	20.099
-17.2	20.096
-17.2	20.102
-17.2	20.096
-17.2	20.102
-17.3	20.1
-17.4	20.1
-17.4	20.1
-17.5	20.103
-17.5	20.103
-17.5	20.106
-17.6	20.103
-17.6	20.106
-17.6	20.102
-17.6	20.103
-17.7	20.099
-17.7	20.106
-17.7	20.103
-17.7	20.102
-17.7	20.106
-17.7	20.106
-17.8	20.103
-17.8	20.106
-17.9	20.105
-17.9	20.109
-17.9	20.105
-18	20.105
-18	20.105
-18	20.1
-18	20.109
-18	20.112
-18	20.114
-18.1	20.118
-18.2	20.109
-18.2	20.108
-18.3	20.109
-18.3	20.099
-18.3	20.109
-18.4	20.108
-18.4	20.109
-18.4	20.111
-18.4	20.105
-18.4	20.111
-18.4	20.109
-18.4	20.106
-18.4	20.111
-18.4	20.108
-18.5	20.108
-18.5	20.111
-18.5	20.105
-18.5	20.111
-18.6	20.111
-18.6	20.105
-18.6	20.114
-18.6	20.111
-18.6	20.105
-18.7	20.118
-18.8	20.108
-18.8	20.114
-18.8	20.108
-18.8	20.12
-18.8	20.114
-18.8	20.114
-18.8	20.117
-18.9	20.123
-18.9	20.108
-18.9	20.126
-19	20.123
-19	20.123
-19	20.12
-19.1	20.12
-19.1	20.123
-19.1	20.123
-19.1	20.123
-19.2	20.126
-19.2	20.13
-19.2	20.127
-19.2	20.127
-19.2	20.123
-19.3	20.129
-19.4	20.138
-19.4	20.123
-19.4	20.132
-19.5	20.132
-19.5	20.129
-19.5	20.13
-19.5	20.133
-19.5	20.133
-19.5	20.139
-19.6	20.13
-19.6	20.129
-19.7	20.127
-19.7	20.138
-19.7	20.129
-19.8	20.13
-19.8	20.132
-19.8	20.14
-19.9	20.142
-19.9	20.13
-19.9	20.138
-20	20.142
-20	20.142
-20	20.145
-20	20.148
-20.1	20.144
-20.1	20.145
-20.1	20.135
-20.2	20.15
-20.2	20.148
-20.3	20.142
-20.3	20.138
-20.3	20.142
-20.3	20.139
-20.3	20.151
-20.3	20.145
-20.4	20.139
-20.5	20.151
-20.5	20.142
-20.5	20.148
-20.5	20.151
-20.6	20.151
-20.7	20.148
-20.7	20.151
-20.7	20.154
-20.7	20.146
-20.7	20.151
-20.8	20.155
-20.8	20.151
-20.8	20.149
-20.8	20.152
-20.9	20.149
-20.9	20.149
-21	20.148
-21	20.154
-21	20.158
-21	20.151
-21.1	20.16
-21.1	20.161
-21.1	20.154
-21.2	20.157
-21.2	20.155
-21.2	20.152
-21.2	20.155
-21.2	20.156
-21.3	20.152
-21.3	20.154
-21.3	20.154
-21.3	20.155
-21.3	20.152
-21.3	20.163
-21.4	20.16
-21.4	20.161
-21.4	20.164
-21.5	20.157
-21.6	20.154
-21.6	20.157
-21.6	20.16
-21.6	20.157
-21.6	20.16
-21.7	20.157
-21.7	20.157
-21.7	20.157
-21.8	20.153
-21.8	20.154
-21.8	20.16
-21.9	20.151
-21.9	20.156
-21.9	20.166
-22	20.159
-22	20.166
-22	20.15
-22	20.154
-22	20.157
-22	20.159
-22	20.157
-22.1	20.157
-22.1	20.157
-22.1	20.16
-22.1	20.158
-22.2	20.159
-22.3	20.162
-22.3	20.157
-22.3	20.169
-22.3	20.162
-22.3	20.166
-22.3	20.169
-22.3	20.172
-22.3	20.169
-22.4	20.176
-22.5	20.177
-22.5	20.166
-22.5	20.172
-22.6	20.166
-22.6	20.164
-22.7	20.162
-22.7	20.167
-22.7	20.162
-22.7	20.163
-22.7	20.17
-22.7	20.167
-22.8	20.179
-22.9	20.18
-22.9	20.17
-23	20.167
-23.1	20.176
-23.1	20.179
-23.1	20.167
-23.1	20.166
-23.1	20.163
-23.1	20.163
-23.1	20.173
-23.1	20.178
-23.1	20.165
-23.1	20.173
-23.1	20.182
-23.1	20.179
-23.2	20.173
-23.2	20.182
-23.2	20.181
-23.3	20.172
-23.3	20.177
-23.3	20.175
-23.3	20.169
-23.3	20.178
-23.3	20.177
-23.4	20.178
-23.4	20.171
-23.4	20.169
-23.4	20.176
-23.4	20.171
-23.4	20.172
-23.4	20.181
-23.4	20.184
-23.6	20.175
-23.6	20.178
-23.6	20.171
-23.7	20.181
-23.7	20.172
-23.7	20.178
-23.7	20.18
-23.7	20.184
-23.8	20.184
-23.8	20.178
-23.8	20.178
-23.8	20.181
-23.8	20.181
-23.8	20.171
-23.8	20.178
-23.8	20.178
-23.8	20.181
-23.9	20.178
-23.9	20.184
-23.9	20.178
-24	20.178
-24	20.168
-24	20.178
-24	20.181
-24	20.172
-24	20.175
-24.1	20.178
-24.1	20.178
-24.1	20.172
-24.2	20.175
-24.1	20.178
-24.1	20.175
-24.2	20.181
-24.2	20.187
-24.2	20.184
-24.2	20.172
-24.2	20.184
-24.2	20.178
-24.2	20.184
-24.3	20.178
-24.3	20.182
-24.4	20.187
-24.4	20.188
-24.4	20.181
-24.4	20.185
-24.4	20.182
-24.4	20.182
-24.4	20.191
-24.5	20.187
-24.5	20.187
-24.6	20.191
-24.6	20.191
-24.6	20.188
-24.6	20.188
-24.7	20.193
-24.7	20.194
-24.7	20.191
-24.7	20.194
-24.7	20.193
-24.8	20.188
-24.8	20.188
-24.8	20.188
-24.9	20.194
-24.9	20.191
-24.9	20.194
-24.9	20.194
-24.9	20.194
-24.9	20.197
-25	20.197
-25	20.2
-25	20.194
-25.1	20.197
-25.1	20.2
-25.1	20.194
-25.2	20.197
-25.2	20.2
-25.2	20.197
-25.3	20.203
-25.3	20.2
-25.3	20.2
-25.3	20.197
-25.3	20.203
-25.4	20.202
-25.4	20.202
-25.4	20.202
-25.5	20.205
-25.6	20.206
-25.6	20.206
-25.6	20.204
-25.5	20.204
-25.5	20.205
-25.6	20.199
-25.6	20.208
-25.6	20.208
-25.7	20.214
-25.8	20.217
-25.8	20.214
-25.8	20.208
-25.9	20.214
-25.9	20.214
-25.9	20.215
-25.9	20.219
-25.9	20.22
-25.9	20.217
-26	20.217
-26	20.217
-26	20.214
-26.1	20.217
-26.1	20.22
-26.1	20.217
-26.1	20.221
-26.1	20.218
-26.1	20.221
-26.1	20.221
-26.1	20.219
-26.2	20.218
-26.2	20.221
-26.3	20.227
-26.3	20.224
-26.3	20.228
-26.3	20.224
-26.4	20.231
-26.4	20.228
-26.4	20.228
-26.4	20.221
-26.4	20.231
-26.4	20.228
-26.4	20.225
-26.4	20.228
-26.4	20.231
-26.5	20.231
-26.5	20.234
-26.5	20.237
-26.6	20.234
-26.6	20.244
-26.6	20.243
-26.7	20.249
-26.7	20.249
-26.7	20.246
-26.7	20.252
-26.7	20.252
-26.8	20.243
-26.8	20.25
-26.8	20.254
-26.8	20.258
-26.8	20.255
-26.8	20.257
-26.9	20.251
-27	20.248
-27	20.249
-27	20.251
-27.1	20.254
-27.1	20.249
-27.1	20.248
-27.2	20.252
-27.2	20.26
-27.2	20.263
-27.2	20.266
-27.2	20.266
-27.2	20.26
-27.2	20.266
-27.2	20.267
-27.3	20.272
-27.3	20.275
-27.3	20.279
-27.3	20.278
-27.4	20.285
-27.4	20.294
-27.4	20.296
-27.5	20.3
-27.5	20.293
-27.5	20.3
-27.5	20.303
-27.5	20.303
-27.6	20.314
-27.6	20.321
-27.6	20.304
-27.6	20.309
-27.6	20.306
-27.6	20.306
-27.7	20.306
-27.7	20.309
-27.7	20.312
-27.7	20.309
-27.7	20.309
-27.7	20.318
-27.8	20.318
-27.8	20.319
-27.8	20.327
-27.9	20.322
-27.9	20.333
-27.9	20.335
-27.9	20.325
-27.9	20.328
-28	20.324
-28	20.337
-28	20.334
-28	20.325
-28.1	20.35
-28.1	20.339
-28.2	20.337
-28.2	20.338
-28.2	20.342
-28.2	20.346
-28.2	20.343
-28.2	20.334
-28.2	20.344
-28.2	20.35
-28.2	20.362
-28.2	20.359
-28.3	20.356
-28.3	20.35
-28.3	20.358
-28.4	20.356
-28.4	20.365
-28.4	20.375
-28.5	20.353
-28.5	20.35
-28.4	20.353
-28.4	20.35
-28.4	20.356
-28.4	20.359
-28.6	20.371
-28.6	20.371
-28.7	20.364
-28.7	20.368
-28.7	20.38
-28.7	20.386
-28.8	20.383
-28.8	20.383
-28.8	20.386
-28.8	20.389
-28.8	20.398
-28.8	20.404
-28.8	20.404
-28.9	20.389
-28.9	20.385
-28.9	20.398
-29	20.407
-29	20.413
-29	20.408
-29	20.419
-29.1	20.423
-29.1	20.413
-29.2	20.441
-29.2	20.419
-29.2	20.426
-29.2	20.425
-29.2	20.435
-29.2	20.441
-29.2	20.447
-29.3	20.447
-29.3	20.429
-29.3	20.445
-29.3	20.45
-29.3	20.453
-29.4	20.438
-29.5	20.444
-29.5	20.432
-29.4	20.435
-29.5	20.442
-29.5	20.463
-29.5	20.469
-29.5	20.46
-29.5	20.457
-29.6	20.466
-29.6	20.454
-29.6	20.46
-29.6	20.448
-29.7	20.457
-29.7	20.472
-29.7	20.46
-29.7	20.467
-29.7	20.475
-29.8	20.472
-29.8	20.469
-29.8	20.491
-29.8	20.472
-29.9	20.472
-29.9	20.473
-29.9	20.466
-29.9	20.49
-29.9	20.509
-30	20.512
-30	20.506
-30	20.513
-30	20.509
-30	20.497
-30	20.509
-30	20.518
-30	20.493
-30.1	20.519
-30.2	20.521
-30.2	20.52
-30.2	20.518
-30.3	20.503
-30.3	20.518
-30.3	20.503
-30.3	20.503
-30.3	20.5
-30.4	20.518
-30.3	20.512
-30.3	20.518
-30.3	20.518
-30.4	20.524
-30.4	20.533
-30.4	20.509
-30.5	20.509
-30.5	20.509
-30.6	20.51
-30.6	20.515
-30.6	20.524
-30.7	20.533
-30.7	20.515
-30.7	20.512
-30.8	20.524
-30.8	20.516
-30.8	20.509
-30.7	20.529
-30.7	20.53
-30.7	20.518
-30.7	20.518
-30.8	20.515
-30.8	20.515
-30.9	20.519
-30.9	20.52
-30.9	20.541
-31	20.53
-31	20.539
-31	20.533
-31	20.53
-31	20.552
-31	20.559
-31.1	20.548
-31.1	20.539
-31.1	20.53
-31.2	20.536
-31.2	20.539
-31.2	20.539
-31.3	20.546
-31.3	20.546
-31.3	20.546
-31.3	20.542
-31.3	20.552
-31.3	20.558
-31.3	20.558
-31.3	20.558
-31.3	20.568
-31.4	20.558
-31.4	20.558
-31.4	20.573
-31.4	20.574
-31.4	20.561
-31.5	20.57
-31.5	20.57
-31.5	20.561
-31.5	20.564
-31.5	20.564
-31.5	20.564
-31.5	20.564
-31.6	20.57
-31.6	20.57
-31.6	20.573
-31.6	20.573
-31.6	20.579
-31.7	20.589
-31.7	20.576
-31.7	20.576
-31.7	20.577
-31.8	20.576
-31.8	20.582
-31.8	20.579
-31.8	20.582
-31.8	20.588
-31.8	20.582
-31.8	20.585
-31.8	20.591
-31.9	20.603
-31.9	20.619
-31.9	20.615
-32	20.601
-32	20.576
-32	20.579
-32.1	20.585
-32.1	20.585
-32.1	20.582
-32.2	20.591
-32.1	20.612
-32.1	20.609
-32.1	20.606
-32.2	20.595
-32.2	20.594
-32.2	20.581
-32.2	20.585
-32.2	20.588
-32.3	20.59
-32.3	20.594
-32.3	20.6
-32.4	20.6
-32.4	20.597
-32.4	20.588
-32.5	20.582
-32.5	20.579
-32.5	20.582
-32.5	20.588
-32.5	20.591
-32.6	20.609
-32.6	20.624
-32.6	20.628
-32.6	20.621
-32.6	20.621
-32.6	20.614
-32.7	20.609
-32.7	20.609
-32.7	20.606
-32.7	20.609
-32.8	20.616
-32.8	20.615
-32.8	20.611
-32.9	20.615
-32.9	20.609
-32.9	20.611
-32.9	20.61
-32.9	20.603
-33	20.613
-33.1	20.616
-33.1	20.616
-33	20.612
-33	20.616
-33	20.616
-33.1	20.618
-33.1	20.625
-33.1	20.615
-33.1	20.619
-33.1	20.616
-33.1	20.619
-33.1	20.625
-33.2	20.62
-33.2	20.612
-33.2	20.615
-33.3	20.62
-33.3	20.619
-33.3	20.618
-33.3	20.621
-33.3	20.625
-33.3	20.63
-33.3	20.631
-33.3	20.629
-33.4	20.628
-33.4	20.627
-33.4	20.628
-33.5	20.631
-33.5	20.627
-33.5	20.637
-33.5	20.637
-33.5	20.649
-33.5	20.653
-33.5	20.649
-33.5	20.649
-33.6	20.64
-33.6	20.647
-33.6	20.649
-33.6	20.649
-33.5	20.643
-33.5	20.652
-33.6	20.655
-33.7	20.664
-33.7	20.661
-33.7	20.664
-33.8	20.665
-33.8	20.67
-33.8	20.664
-33.9	20.667
-33.9	20.672
-33.9	20.679
-33.9	20.685
-33.9	20.68
-33.9	20.67
-33.9	20.667
-33.9	20.664
-34	20.669
-34	20.663
-34	20.664
-34.1	20.664
-34.1	20.658
-34.1	20.663
-34.2	20.663
-34.2	20.663
-34.2	20.67
-34.3	20.679
-34.3	20.661
-34.3	20.67
-34.3	20.672
-34.3	20.669
-34.3	20.669
-34.3	20.672
-34.4	20.685
-34.4	20.687
-34.4	20.681
-34.5	20.687
-34.5	20.675
-34.5	20.681
-34.6	20.672
-34.6	20.676
-34.5	20.672
-34.5	20.682
-34.5	20.675
-34.5	20.672
-34.6	20.673
-34.6	20.67
-34.7	20.676
-34.7	20.67
-34.7	20.673
-34.7	20.673
-34.8	20.682
-34.8	20.679
-34.8	20.682
-34.8	20.688
-34.8	20.688
-34.8	20.689
-34.8	20.692
-34.8	20.689
-34.9	20.689
-34.9	20.689
-34.9	20.691
-35	20.692
-35	20.689
-35	20.692
-35	20.695
-35	20.698
-35.1	20.692
-35.1	20.691
-35.1	20.691
-35.2	20.682
-35.2	20.686
-35.2	20.697
-35.2	20.698
-35.2	20.7
-35.2	20.691
-35.3	20.689
