Temperature	Strain
79.3	19.912
79.2	19.912
79.1	19.909
79.1	19.912
79	19.912
78.9	19.91
78.9	19.912
78.9	19.913
78.8	19.912
78.8	19.91
78.7	19.913
78.6	19.913
78.6	19.91
78.5	19.913
78.5	19.907
78.5	19.913
78.4	19.913
78.3	19.913
78.3	19.91
78.2	19.91
78.1	19.913
78.1	19.913
78	19.91
78	19.907
78	19.91
77.8	19.91
77.8	19.913
77.8	19.91
77.6	19.913
77.6	19.91
77.6	19.909
77.5	19.91
77.4	19.91
77.4	19.912
77.3	19.909
77.2	19.911
77.2	19.909
77.2	19.912
77	19.909
77	19.91
76.9	19.906
76.8	19.909
76.8	19.909
76.8	19.906
76.7	19.909
76.7	19.906
76.6	19.906
76.5	19.906
76.5	19.906
76.4	19.907
76.3	19.906
76.3	19.909
76.3	19.904
76.3	19.904
76.2	19.904
76	19.904
76	19.906
76	19.907
75.8	19.907
75.8	19.907
75.8	19.904
75.7	19.901
75.7	19.904
75.6	19.904
75.5	19.907
75.5	19.904
75.4	19.904
75.3	19.903
75.3	19.904
75.2	19.903
75.2	19.902
75.2	19.903
75.1	19.906
75	19.903
75	19.905
74.9	19.906
74.8	19.906
74.8	19.903
74.7	19.906
74.6	19.906
74.6	19.903
74.5	19.903
74.5	19.909
74.5	19.9
74.5	19.906
74.4	19.903
74.4	19.907
74.3	19.906
74.2	19.903
74.2	19.907
74	19.907
73.9	19.907
73.9	19.904
73.9	19.906
73.8	19.907
73.8	19.907
73.7	19.908
73.6	19.907
73.6	19.907
73.5	19.91
73.5	19.907
73.5	19.904
73.4	19.907
73.3	19.907
73.3	19.907
73.2	19.907
73.1	19.907
73.1	19.91
73	19.907
73	19.907
72.9	19.907
72.9	19.907
72.9	19.907
72.8	19.91
72.7	19.91
72.7	19.906
72.6	19.91
72.5	19.909
72.5	19.906
72.5	19.906
72.4	19.909
72.4	19.906
72.3	19.906
72.2	19.906
72.2	19.906
72.1	19.906
72	19.903
72	19.909
71.9	19.906
71.9	19.909
71.9	19.909
71.8	19.906
71.7	19.906
71.7	19.909
71.6	19.906
71.6	19.91
71.6	19.906
71.5	19.907
71.4	19.91
71.4	19.909
71.3	19.907
71.2	19.91
71.2	19.91
71.2	19.91
71.1	19.91
71.1	19.91
71	19.907
71	19.907
71	19.907
70.9	19.91
70.8	19.904
70.8	19.905
70.8	19.907
70.7	19.904
70.7	19.904
70.6	19.904
70.5	19.907
70.5	19.907
70.4	19.904
70.3	19.904
70.3	19.907
70.3	19.907
70.2	19.907
70.2	19.907
70.1	19.903
70.1	19.903
70.1	19.903
70	19.9
69.99	19.903
69.9	19.903
69.9	19.903
69.9	19.906
69.8	19.903
69.7	19.903
69.7	19.9
69.7	19.903
69.6	19.9
69.6	19.906
69.5	19.903
69.5	19.903
69.5	19.903
69.4	19.906
69.3	19.906
69.3	19.905
69.3	19.903
69.2	19.906
69.2	19.9
69.1	19.903
69.1	19.906
69.1	19.903
69	19.903
68.9	19.907
68.9	19.904
68.8	19.901
68.8	19.901
68.8	19.904
68.7	19.903
68.6	19.904
68.6	19.904
68.6	19.904
68.5	19.901
68.5	19.904
68.4	19.904
68.4	19.901
68.4	19.904
68.3	19.905
68.2	19.907
68.2	19.904
68.2	19.904
68.1	19.907
68.1	19.904
68.1	19.907
68	19.907
68	19.904
67.9	19.903
67.9	19.906
67.9	19.906
67.8	19.906
67.7	19.906
67.7	19.903
67.7	19.906
67.6	19.906
67.6	19.906
67.6	19.903
67.5	19.905
67.5	19.906
67.4	19.906
67.4	19.906
67.4	19.906
67.3	19.909
67.3	19.909
67.2	19.908
67.1	19.906
67.1	19.909
67.1	19.91
67	19.91
67	19.91
67	19.91
66.9	19.91
66.9	19.91
66.9	19.91
66.8	19.907
66.8	19.91
66.7	19.907
66.7	19.91
66.7	19.913
66.6	19.91
66.6	19.91
66.6	19.91
66.5	19.91
66.4	19.91
66.4	19.91
66.4	19.913
66.3	19.907
66.3	19.913
66.3	19.912
66.2	19.907
66.2	19.91
66.1	19.913
66.1	19.913
66.1	19.915
66	19.909
66	19.906
66	19.909
65.9	19.912
65.9	19.912
65.9	19.909
65.8	19.912
65.7	19.909
65.7	19.909
65.7	19.909
65.6	19.909
65.6	19.912
65.6	19.912
65.5	19.912
65.5	19.912
65.5	19.912
65.4	19.909
65.4	19.916
65.4	19.913
65.31	19.916
65.3	19.913
65.2	19.91
65.2	19.91
65.2	19.91
65.2	19.913
65.2	19.916
65.1	19.91
65	19.91
65	19.913
65	19.913
64.9	19.91
64.9	19.912
64.9	19.914
64.8	19.913
64.8	19.91
64.8	19.913
64.7	19.913
64.7	19.913
64.7	19.913
64.6	19.913
64.6	19.916
64.5	19.916
64.5	19.912
64.5	19.91
64.4	19.916
64.4	19.912
64.4	19.913
64.3	19.916
64.3	19.91
64.3	19.916
64.2	19.916
64.2	19.916
64.2	19.916
64.1	19.919
64.1	19.916
64.1	19.914
64	19.916
64	19.912
64	19.916
63.9	19.912
63.9	19.912
63.9	19.915
63.8	19.912
63.8	19.912
63.8	19.914
63.7	19.912
63.7	19.916
63.7	19.915
63.6	19.912
63.6	19.911
63.6	19.912
63.5	19.914
63.5	19.912
63.5	19.912
63.4	19.919
63.4	19.909
63.4	19.915
63.3	19.912
63.3	19.912
63.3	19.912
63.2	19.915
63.2	19.913
63.1	19.912
63.1	19.912
63.1	19.912
63.1	19.912
63	19.915
63	19.912
63	19.912
62.9	19.915
62.9	19.915
62.9	19.915
62.8	19.912
62.8	19.913
62.8	19.915
62.7	19.916
62.7	19.915
62.7	19.912
62.6	19.913
62.6	19.916
62.6	19.913
62.5	19.916
62.5	19.913
62.5	19.916
62.4	19.919
62.4	19.916
62.4	19.919
62.4	19.913
62.4	19.916
62.3	19.919
62.3	19.916
62.3	19.919
62.2	19.913
62.2	19.916
62.2	19.913
62.1	19.916
62.1	19.917
62.1	19.913
62	19.917
62	19.92
62	19.916
61.9	19.919
61.9	19.916
61.9	19.914
61.8	19.916
61.8	19.913
61.8	19.913
61.8	19.917
61.7	19.917
61.7	19.916
61.7	19.914
61.6	19.917
61.6	19.916
61.6	19.917
61.5	19.917
61.5	19.916
61.5	19.917
61.5	19.917
61.4	19.914
61.4	19.914
61.4	19.916
61.3	19.917
61.3	19.913
61.3	19.916
61.2	19.917
61.2	19.914
61.2	19.916
61.2	19.916
61.1	19.916
61.1	19.916
61.1	19.92
61	19.913
61	19.913
61	19.917
60.9	19.913
60.9	19.913
60.9	19.913
60.9	19.915
60.9	19.915
60.8	19.917
60.8	19.917
60.8	19.916
60.7	19.916
60.7	19.91
60.7	19.913
60.6	19.913
60.6	19.91
60.6	19.91
60.6	19.916
60.5	19.914
60.5	19.913
60.5	19.913
60.4	19.91
60.4	19.917
60.4	19.91
60.3	19.913
60.3	19.913
60.3	19.91
60.3	19.913
60.3	19.913
60.2	19.91
60.2	19.913
60.2	19.913
60.1	19.915
60.1	19.909
60.1	19.91
60	19.91
60	19.913
60	19.916
60	19.913
59.9	19.91
59.9	19.913
59.9	19.91
59.9	19.912
59.8	19.912
59.8	19.913
59.8	19.913
59.8	19.912
59.7	19.909
59.7	19.909
59.7	19.912
59.6	19.912
59.6	19.909
59.6	19.909
59.6	19.906
59.6	19.913
59.5	19.912
59.4	19.909
59.4	19.909
59.4	19.909
59.4	19.912
59.4	19.912
59.3	19.909
59.3	19.909
59.3	19.909
59.3	19.909
59.2	19.912
59.2	19.909
59.2	19.906
59.1	19.906
59.1	19.909
59.1	19.909
59.1	19.909
59.1	19.907
59	19.909
59	19.909
59	19.909
58.9	19.906
58.9	19.909
58.9	19.906
58.8	19.909
58.8	19.906
58.8	19.906
58.8	19.906
58.7	19.906
58.7	19.909
58.7	19.906
58.7	19.906
58.7	19.903
58.6	19.907
58.6	19.907
58.6	19.904
58.5	19.907
58.5	19.907
58.5	19.904
58.5	19.907
58.4	19.907
58.4	19.904
58.4	19.908
58.4	19.904
58.3	19.904
58.3	19.904
58.3	19.907
58.3	19.907
58.2	19.904
58.2	19.907
58.2	19.904
58.2	19.904
58.2	19.904
58.1	19.901
58.1	19.904
58.1	19.905
58	19.901
58	19.903
58	19.901
57.9	19.904
57.9	19.904
57.9	19.904
57.9	19.904
57.8	19.904
57.8	19.904
57.8	19.901
57.8	19.904
57.8	19.904
57.7	19.901
57.7	19.903
57.7	19.901
57.6	19.901
57.6	19.9
57.6	19.897
57.5	19.901
57.5	19.901
57.5	19.901
57.5	19.901
57.4	19.898
57.4	19.901
57.4	19.901
57.4	19.898
57.4	19.901
57.4	19.894
57.3	19.901
57.3	19.898
57.2	19.895
57.2	19.9
57.2	19.9
57.2	19.901
57.1	19.899
57.1	19.894
57.1	19.9
57.1	19.897
57.1	19.895
57	19.896
57	19.894
57	19.898
56.9	19.894
56.9	19.894
56.9	19.894
56.9	19.894
56.9	19.894
56.8	19.894
56.8	19.891
56.8	19.894
56.7	19.894
56.7	19.891
56.7	19.894
56.7	19.9
56.6	19.891
56.6	19.891
56.6	19.894
56.6	19.891
56.6	19.893
56.5	19.894
56.5	19.89
56.5	19.894
56.4	19.888
56.4	19.897
56.4	19.894
56.4	19.893
56.4	19.897
56.4	19.894
56.3	19.894
56.3	19.894
56.3	19.894
56.2	19.894
56.2	19.894
56.2	19.891
56.2	19.894
56.1	19.895
56.1	19.894
56.1	19.891
56.1	19.894
56.1	19.894
56	19.894
56	19.891
56	19.891
56	19.891
55.9	19.894
55.9	19.888
55.9	19.891
55.8	19.891
55.8	19.891
55.8	19.891
55.7	19.894
55.7	19.891
55.7	19.894
55.7	19.891
55.7	19.894
55.7	19.894
55.6	19.891
55.6	19.891
55.6	19.891
55.5	19.888
55.5	19.891
55.5	19.891
55.5	19.891
55.5	19.891
55.4	19.891
55.4	19.891
55.4	19.891
55.4	19.888
55.4	19.892
55.3	19.892
55.3	19.891
55.3	19.891
55.3	19.891
55.2	19.891
55.2	19.895
55.2	19.894
55.1	19.893
55.1	19.892
55.1	19.892
55.1	19.895
55.1	19.894
55	19.895
55	19.892
55	19.892
54.9	19.892
54.9	19.894
54.9	19.895
54.9	19.898
54.8	19.895
54.8	19.895
54.8	19.895
54.8	19.895
54.8	19.892
54.7	19.898
54.7	19.895
54.7	19.893
54.7	19.895
54.6	19.892
54.6	19.898
54.6	19.895
54.5	19.892
54.5	19.895
54.5	19.898
54.5	19.895
54.5	19.895
54.4	19.895
54.4	19.898
54.4	19.901
54.4	19.897
54.3	19.898
54.3	19.9
54.3	19.9
54.3	19.898
54.3	19.894
54.2	19.897
54.2	19.896
54.2	19.894
54.2	19.9
54.1	19.9
54.1	19.9
54.1	19.894
54.1	19.9
54	19.894
54	19.897
54	19.903
54	19.899
54	19.9
54	19.894
53.9	19.897
53.9	19.893
53.9	19.9
53.8	19.9
53.8	19.897
53.8	19.9
53.8	19.9
53.7	19.9
53.7	19.896
53.7	19.903
53.6	19.897
53.6	19.9
53.6	19.894
53.6	19.9
53.6	19.897
53.5	19.903
53.5	19.894
53.5	19.9
53.5	19.894
53.4	19.894
53.4	19.9
53.4	19.9
53.4	19.903
53.4	19.9
53.3	19.897
53.3	19.903
53.3	19.9
53.2	19.9
53.2	19.903
53.2	19.9
53.2	19.903
53.2	19.9
53.2	19.9
53.1	19.903
53.1	19.903
53.1	19.904
53	19.9
53	19.903
53	19.9
52.9	19.903
52.9	19.9
52.9	19.895
52.9	19.901
52.9	19.898
52.9	19.9
52.8	19.904
52.8	19.9
52.8	19.901
52.7	19.904
52.7	19.901
52.7	19.904
52.7	19.904
52.7	19.9
52.6	19.898
52.6	19.901
52.6	19.901
52.6	19.904
52.5	19.901
52.5	19.901
52.5	19.901
52.5	19.904
52.5	19.907
52.4	19.904
52.4	19.901
52.4	19.901
52.4	19.901
52.3	19.901
52.3	19.901
52.3	19.901
52.2	19.904
52.2	19.903
52.2	19.905
52.2	19.904
52.2	19.901
52.1	19.907
52.1	19.904
52.1	19.904
52	19.904
52	19.904
52	19.904
52	19.901
51.9	19.904
51.9	19.904
51.9	19.904
51.9	19.904
51.9	19.904
51.8	19.907
51.8	19.904
51.8	19.904
51.8	19.904
51.7	19.904
51.7	19.904
51.7	19.904
51.7	19.903
51.7	19.904
51.6	19.901
51.6	19.9
51.6	19.9
51.6	19.9
51.5	19.903
51.5	19.903
51.5	19.9
51.4	19.904
51.4	19.903
51.4	19.903
51.4	19.903
51.4	19.901
51.3	19.903
51.3	19.9
51.3	19.901
51.2	19.9
51.2	19.906
51.2	19.903
51.2	19.9
51.2	19.897
51.1	19.9
51.1	19.9
51.1	19.903
51.1	19.9
51	19.903
51	19.9
51	19.903
51	19.903
51	19.9
50.9	19.903
50.9	19.9
50.9	19.903
50.9	19.9
50.8	19.903
50.8	19.903
50.8	19.9
50.8	19.904
50.8	19.901
50.7	19.903
50.7	19.907
50.7	19.901
50.6	19.904
50.6	19.907
50.6	19.904
50.6	19.904
50.5	19.904
50.5	19.904
50.5	19.901
50.5	19.904
50.5	19.901
50.4	19.907
50.4	19.901
50.4	19.901
50.3	19.904
50.3	19.901
50.3	19.904
50.3	19.901
50.2	19.904
50.2	19.904
50.2	19.901
50.2	19.904
50.2	19.904
50.1	19.902
50.1	19.904
50.1	19.901
50.1	19.901
50	19.904
50	19.898
50	19.901
50	19.901
50	19.901
49.9	19.901
49.9	19.904
49.9	19.901
49.9	19.898
49.9	19.901
49.8	19.901
49.8	19.898
49.8	19.898
49.7	19.898
49.7	19.901
49.7	19.894
49.7	19.898
49.6	19.895
49.6	19.895
49.6	19.901
49.6	19.894
49.6	19.898
49.5	19.897
49.5	19.9
49.5	19.896
49.5	19.894
49.4	19.891
49.4	19.894
49.4	19.894
49.3	19.894
49.3	19.894
49.3	19.894
49.3	19.891
49.3	19.891
49.3	19.892
49.2	19.891
49.2	19.891
49.2	19.894
49.1	19.891
49.1	19.894
49.1	19.894
49.1	19.894
49.1	19.891
49	19.893
49	19.891
49	19.892
48.9	19.892
48.9	19.893
48.9	19.888
48.8	19.892
48.8	19.892
48.8	19.892
48.8	19.892
48.8	19.893
48.8	19.889
48.7	19.892
48.6	19.892
48.6	19.892
48.6	19.889
48.6	19.893
48.6	19.892
48.6	19.889
48.6	19.892
48.5	19.89
48.5	19.892
48.5	19.892
48.5	19.892
48.4	19.892
48.4	19.892
48.4	19.892
48.3	19.892
48.3	19.889
48.3	19.895
48.3	19.892
48.3	19.892
48.2	19.892
48.2	19.886
48.2	19.892
48.2	19.888
48.1	19.889
48.1	19.892
48.1	19.888
48	19.891
48	19.891
48	19.891
47.9	19.885
47.9	19.888
47.9	19.888
47.9	19.892
47.9	19.885
47.8	19.888
47.8	19.887
47.8	19.888
47.8	19.888
47.7	19.888
47.7	19.891
47.7	19.885
47.7	19.888
47.7	19.888
47.6	19.888
47.6	19.891
47.6	19.885
47.6	19.885
47.5	19.885
47.5	19.89
47.5	19.885
47.4	19.885
47.4	19.889
47.4	19.883
47.4	19.888
47.4	19.882
47.3	19.889
47.3	19.889
47.3	19.886
47.3	19.889
47.2	19.886
47.2	19.889
47.2	19.886
47.2	19.889
47.2	19.883
47.1	19.889
47.1	19.889
47.1	19.887
47	19.892
47	19.889
47	19.886
46.9	19.886
46.9	19.886
46.9	19.889
46.8	19.886
46.8	19.888
46.8	19.886
46.8	19.886
46.8	19.886
46.8	19.886
46.7	19.883
46.7	19.882
46.7	19.889
46.6	19.886
46.6	19.888
46.6	19.887
46.6	19.888
46.6	19.888
46.5	19.885
46.5	19.888
46.5	19.888
46.5	19.888
46.4	19.888
46.4	19.886
46.4	19.888
46.3	19.885
46.3	19.888
46.3	19.885
46.3	19.888
46.3	19.888
46.2	19.885
46.2	19.885
46.2	19.886
46.1	19.888
46.1	19.885
46.1	19.882
46.1	19.885
46	19.883
46	19.883
46	19.886
45.9	19.883
45.9	19.886
45.9	19.886
45.9	19.883
45.9	19.883
45.8	19.886
45.8	19.886
45.8	19.886
45.7	19.886
45.7	19.886
45.7	19.886
45.7	19.886
45.7	19.886
45.6	19.885
45.6	19.886
45.6	19.885
45.6	19.887
45.5	19.885
45.5	19.885
45.5	19.885
45.4	19.888
45.4	19.882
45.4	19.881
45.3	19.885
45.3	19.884
45.3	19.889
45.2	19.888
45.2	19.885
45.2	19.885
45.1	19.885
45.1	19.888
45.1	19.885
45.1	19.885
45.1	19.888
45	19.889
45	19.886
45	19.892
44.9	19.889
44.9	19.889
44.9	19.889
44.8	19.886
44.7	19.886
44.7	19.892
44.7	19.886
44.6	19.889
44.6	19.886
44.6	19.889
44.5	19.889
44.5	19.889
44.5	19.889
44.4	19.889
44.4	19.882
44.4	19.888
44.3	19.885
44.3	19.886
44.3	19.885
44.2	19.888
44.2	19.891
44.2	19.888
44.1	19.888
44.1	19.885
44.1	19.885
44	19.888
44	19.891
44	19.888
43.9	19.888
43.9	19.885
43.8	19.886
43.8	19.892
43.8	19.892
43.8	19.891
43.8	19.892
43.7	19.891
43.6	19.892
43.6	19.896
43.6	19.892
43.5	19.892
43.5	19.895
43.4	19.892
43.3	19.893
43.3	19.892
43.3	19.892
43.2	19.892
43.2	19.889
43.1	19.892
43	19.891
43	19.888
42.9	19.894
42.8	19.889
42.8	19.892
42.8	19.891
42.7	19.894
42.7	19.891
42.6	19.888
42.6	19.891
42.6	19.894
42.5	19.891
42.4	19.888
42.4	19.895
42.3	19.894
42.2	19.891
42.2	19.895
42.1	19.895
42	19.895
42	19.895
41.9	19.895
41.8	19.894
41.8	19.898
41.8	19.894
41.7	19.898
41.7	19.898
41.6	19.895
41.6	19.895
41.6	19.898
41.5	19.901
41.4	19.895
41.4	19.897
41.3	19.898
41.3	19.894
41.3	19.895
41.2	19.894
41	19.895
41	19.9
40.9	19.9
40.9	19.9
40.8	19.9
40.7	19.894
40.7	19.9
40.6	19.9
40.5	19.897
40.5	19.897
40.4	19.9
40.4	19.903
40.4	19.904
40.2	19.901
40.1	19.901
40.1	19.904
40	19.904
40	19.904
40	19.905
39.9	19.901
39.9	19.901
39.9	19.905
39.8	19.901
39.7	19.901
39.7	19.907
39.6	19.904
39.5	19.901
39.5	19.901
39.4	19.904
39.3	19.903
39.3	19.9
39.2	19.897
39.1	19.903
39.1	19.9
39.1	19.9
39	19.903
39	19.903
38.9	19.906
38.9	19.903
38.9	19.9
38.8	19.9
38.7	19.903
38.7	19.903
38.5	19.9
38.3	19.904
38.3	19.901
38.3	19.901
38.2	19.907
38.2	19.901
38.1	19.901
38.1	19.901
38.1	19.904
38	19.901
37.9	19.901
37.9	19.895
37.9	19.905
37.8	19.901
37.8	19.901
37.7	19.904
37.61	19.907
37.6	19.904
37.4	19.904
37.4	19.903
37.3	19.906
37.2	19.903
37.2	19.91
37.1	19.906
37	19.906
37	19.9
36.9	19.906
36.8	19.903
36.8	19.903
36.8	19.906
36.7	19.906
36.7	19.909
36.6	19.906
36.5	19.907
36.5	19.91
36.4	19.913
36.3	19.91
36.3	19.913
36.2	19.91
36.2	19.911
36.2	19.907
36.1	19.911
36.1	19.91
36.1	19.91
36	19.91
35.9	19.91
35.9	19.91
35.9	19.91
35.8	19.91
35.8	19.91
35.7	19.91
35.6	19.91
35.6	19.91
35.5	19.913
35.4	19.913
35.4	19.909
35.2	19.912
35.1	19.912
35.1	19.912
34.9	19.909
34.9	19.909
34.9	19.909
34.8	19.912
34.7	19.909
34.7	19.909
34.6	19.91
34.6	19.909
34.6	19.91
34.5	19.91
34.4	19.91
34.4	19.91
34.3	19.913
34.3	19.913
34.3	19.91
34.1	19.914
34.1	19.913
34.1	19.91
33.9	19.911
33.9	19.91
33.8	19.914
33.7	19.91
33.7	19.913
33.7	19.91
33.7	19.913
33.7	19.913
33.6	19.913
33.4	19.913
33.4	19.912
33.3	19.912
33.2	19.912
33.2	19.912
33.2	19.912
33.1	19.915
33.1	19.912
33	19.912
32.9	19.912
32.9	19.913
32.8	19.913
32.6	19.909
