Temperature	Strain
57	20.087
57	20.084
57	20.084
56.9	20.078
56.9	20.087
56.9	20.084
56.8	20.084
56.7	20.084
56.7	20.087
56.7	20.084
56.6	20.084
56.6	20.081
56.6	20.084
56.5	20.084
56.5	20.081
56.5	20.081
56.4	20.087
56.4	20.081
56.4	20.078
56.3	20.084
56.3	20.078
56.2	20.084
56.2	20.084
56.2	20.081
56.1	20.084
56.1	20.072
56.1	20.081
56	20.081
56	20.078
56	20.075
55.9	20.081
55.9	20.078
55.9	20.081
55.8	20.078
55.7	20.078
55.7	20.078
55.7	20.078
55.6	20.078
55.6	20.078
55.6	20.078
55.5	20.078
55.5	20.078
55.5	20.081
55.4	20.075
55.4	20.081
55.4	20.073
55.3	20.075
55.3	20.078
55.3	20.081
55.2	20.072
55.2	20.072
55.1	20.078
55.1	20.075
55.1	20.074
55.1	20.078
55	20.075
55	20.075
55	20.077
55	20.072
54.9	20.071
54.8	20.074
54.8	20.075
54.8	20.068
54.7	20.073
54.7	20.071
54.6	20.071
54.6	20.07
54.6	20.074
54.5	20.071
54.5	20.071
54.5	20.071
54.4	20.071
54.4	20.072
54.4	20.071
54.3	20.069
54.3	20.07
54.3	20.068
54.2	20.068
54.2	20.07
54.2	20.07
54.1	20.07
54.1	20.071
54.1	20.066
54	20.071
54	20.068
54	20.068
53.9	20.068
53.8	20.068
53.8	20.068
53.8	20.071
53.7	20.068
53.7	20.072
53.7	20.068
53.6	20.069
53.6	20.071
53.6	20.072
53.5	20.066
53.5	20.065
53.5	20.066
53.4	20.069
53.4	20.068
53.3	20.068
53.3	20.065
53.3	20.066
53.2	20.063
53.2	20.064
53.2	20.062
53.1	20.063
53.1	20.062
53.1	20.062
53	20.059
53	20.065
53	20.065
52.9	20.062
52.9	20.065
52.9	20.064
52.8	20.065
52.8	20.062
52.8	20.065
52.7	20.065
52.7	20.064
52.6	20.062
52.5	20.061
52.5	20.065
52.5	20.062
52.4	20.068
52.4	20.059
52.4	20.062
52.3	20.065
52.3	20.065
52.3	20.065
52.2	20.062
52.2	20.065
52.2	20.068
52.1	20.062
52.1	20.065
52.1	20.066
52	20.066
52	20.066
51.9	20.069
51.9	20.066
51.9	20.069
51.8	20.069
51.7	20.066
51.7	20.072
51.6	20.066
51.5	20.065
51.5	20.071
51.4	20.069
51.4	20.072
51.4	20.068
51.3	20.068
51.3	20.071
51.3	20.071
51.2	20.071
51.1	20.068
51.1	20.071
51.1	20.068
51	20.068
51	20.068
51	20.065
50.9	20.064
50.9	20.064
50.8	20.062
50.7	20.064
50.7	20.052
50.6	20.059
50.6	20.061
50.6	20.058
50.5	20.064
50.4	20.062
50.4	20.062
50.3	20.068
50.2	20.062
50.2	20.06
50.1	20.062
50.1	20.068
50	20.068
49.9	20.067
49.9	20.066
49.8	20.069
49.7	20.066
49.7	20.065
49.7	20.069
49.6	20.067
49.6	20.069
49.5	20.074
49.4	20.072
49.4	20.069
49.3	20.069
49.1	20.07
49.1	20.072
49.1	20.069
49	20.066
49	20.069
48.8	20.062
48.7	20.068
48.7	20.071
48.6	20.066
48.4	20.066
48.4	20.065
48.3	20.062
48.3	20.065
48.3	20.065
48.2	20.065
48.1	20.065
48.1	20.067
48	20.065
47.9	20.065
47.9	20.062
47.7	20.061
47.6	20.061
47.6	20.061
47.4	20.062
47.3	20.065
47.3	20.065
47.2	20.062
47.1	20.062
47.1	20.061
47	20.065
46.8	20.065
46.8	20.062
46.8	20.065
46.6	20.066
46.6	20.063
46.4	20.063
46.3	20.065
46.3	20.062
46.2	20.062
46.1	20.066
46.1	20.065
45.9	20.063
45.9	20.066
45.8	20.066
45.7	20.065
45.7	20.069
45.5	20.066
45.4	20.063
45.4	20.063
45.3	20.065
45.1	20.062
45.1	20.063
45	20.065
44.9	20.066
44.9	20.062
44.8	20.065
44.7	20.065
44.7	20.065
44.6	20.059
44.5	20.062
44.5	20.062
44.4	20.065
44.3	20.065
44.3	20.062
44.1	20.062
43.9	20.061
43.9	20.062
43.8	20.061
43.7	20.061
43.7	20.064
43.6	20.061
43.5	20.061
43.5	20.062
43.4	20.061
43.4	20.065
43.4	20.062
43.3	20.059
43.1	20.059
43.1	20.059
42.8	20.065
42.7	20.062
42.7	20.062
42.6	20.062
42.5	20.062
42.5	20.059
42.3	20.057
42.2	20.057
42.2	20.06
42.2	20.06
42.1	20.054
42.1	20.06
41.9	20.059
41.8	20.059
41.8	20.062
41.7	20.059
41.5	20.056
41.5	20.062
41.3	20.056
41.3	20.059
41.2	20.059
41	20.058
41	20.059
40.9	20.059
40.8	20.055
40.8	20.053
40.7	20.061
40.6	20.059
40.6	20.055
40.6	20.061
40.5	20.059
40.5	20.061
40.4	20.058
40.2	20.059
40.2	20.063
40.1	20.062
40	20.062
40	20.059
39.9	20.062
39.9	20.059
39.9	20.059
39.8	20.062
39.7	20.059
39.7	20.062
39.6	20.062
39.5	20.062
39.5	20.062
39.3	20.059
39.2	20.056
39.2	20.059
39.1	20.059
39	20.062
39	20.056
38.8	20.06
38.7	20.065
38.7	20.062
38.6	20.062
38.4	20.065
38.4	20.062
38.2	20.062
38.1	20.062
38.1	20.065
38	20.065
38	20.065
38	20.065
37.9	20.068
37.8	20.065
37.8	20.068
37.7	20.065
37.7	20.064
37.7	20.065
37.5	20.062
37.3	20.065
37.3	20.062
37.2	20.068
37.2	20.062
37.1	20.068
37	20.068
37	20.068
36.8	20.065
36.7	20.067
36.7	20.069
36.7	20.062
36.6	20.066
36.6	20.069
36.5	20.072
36.3	20.069
36.3	20.066
36.2	20.068
36	20.062
36	20.071
35.9	20.071
35.8	20.072
35.8	20.072
35.7	20.065
35.6	20.072
35.6	20.072
35.5	20.068
35.4	20.072
35.4	20.069
35.3	20.069
35.2	20.068
35.2	20.069
35.2	20.072
35.1	20.069
35.1	20.072
35	20.069
34.8	20.069
34.8	20.072
34.8	20.069
34.7	20.066
34.7	20.069
34.6	20.069
34.5	20.075
34.5	20.072
34.5	20.072
34.3	20.072
34.3	20.065
34.2	20.069
34.1	20.065
34.1	20.071
34.1	20.071
33.9	20.066
33.9	20.071
33.8	20.065
33.7	20.072
33.7	20.065
33.7	20.072
33.6	20.071
33.6	20.065
33.5	20.069
33.4	20.068
33.4	20.065
33.3	20.065
33.3	20.065
33.2	20.068
33.1	20.065
33.1	20.071
33	20.068
33	20.071
33	20.068
32.9	20.068
32.8	20.068
32.8	20.065
32.8	20.065
32.8	20.066
32.8	20.068
32.7	20.065
32.6	20.065
32.6	20.062
32.6	20.068
32.5	20.065
32.5	20.065
32.4	20.068
32.3	20.065
32.3	20.065
32.3	20.063
32.2	20.065
32.2	20.065
32.2	20.065
32.1	20.062
32.1	20.065
32	20.066
32	20.062
32	20.065
31.9	20.059
31.9	20.062
31.9	20.062
31.9	20.062
31.8	20.062
31.8	20.059
31.8	20.062
31.7	20.062
31.7	20.062
31.7	20.062
31.6	20.062
31.6	20.059
31.5	20.063
31.4	20.063
31.4	20.062
31.3	20.062
31.2	20.062
31.2	20.061
31.1	20.06
31	20.059
31	20.063
31	20.063
30.9	20.062
30.9	20.062
30.9	20.059
30.8	20.062
30.8	20.063
30.8	20.059
30.8	20.056
30.8	20.056
30.7	20.062
30.7	20.059
30.7	20.063
30.6	20.059
30.6	20.06
30.6	20.06
30.6	20.06
30.6	20.06
30.6	20.06
30.5	20.06
30.5	20.059
30.5	20.06
30.5	20.06
30.5	20.059
30.5	20.059
30.5	20.054
30.5	20.06
30.5	20.054
30.4	20.056
30.4	20.06
30.4	20.059
30.4	20.06
30.4	20.053
30.3	20.057
30.4	20.056
30.4	20.06
30.3	20.06
30.4	20.059
30.4	20.056
30.3	20.057
30.3	20.056
30.3	20.057
30.3	20.053
30.3	20.059
30.3	20.057
30.3	20.059
30.3	20.056
30.3	20.059
30.3	20.053
30.3	20.053
30.3	20.056
30.3	20.056
30.3	20.053
30.3	20.059
30.3	20.056
30.3	20.059
30.3	20.05
30.3	20.053
30.3	20.053
30.3	20.059
30.3	20.053
30.3	20.053
30.3	20.049
30.3	20.05
30.3	20.049
30.3	20.056
30.3	20.053
30.3	20.052
30.3	20.049
30.3	20.052
30.3	20.052
30.2	20.053
30.2	20.058
30.2	20.052
30.2	20.052
30.2	20.052
30.2	20.052
30.2	20.052
30.1	20.058
30.1	20.059
30.1	20.052
30.1	20.052
30.1	20.053
30	20.058
30	20.055
30	20.056
29.8	20.061
29.7	20.051
29.7	20.053
29.7	20.055
29.7	20.05
29.7	20.055
29.6	20.059
29.5	20.059
29.5	20.053
29.5	20.056
29.4	20.054
29.4	20.057
29.3	20.062
29.1	20.062
29.1	20.062
29.1	20.059
29	20.062
29	20.056
28.9	20.062
28.8	20.059
28.8	20.064
28.7	20.062
28.6	20.059
28.6	20.065
28.5	20.062
28.4	20.062
28.4	20.065
28.4	20.059
28.3	20.066
28.3	20.066
28.3	20.059
28.2	20.059
28.2	20.056
28	20.063
27.8	20.059
27.8	20.052
27.7	20.057
27.7	20.059
27.6	20.054
27.4	20.059
27.4	20.059
27.3	20.06
27.3	20.051
27.3	20.05
27.2	20.057
27	20.06
27	20.05
26.9	20.054
26.8	20.053
26.8	20.056
26.7	20.06
26.5	20.054
26.5	20.05
26.4	20.053
26.4	20.053
26.4	20.053
26.3	20.05
26.2	20.054
26.2	20.051
26.2	20.053
26.1	20.048
26.1	20.053
26	20.057
25.9	20.057
25.9	20.063
25.8	20.054
25.7	20.06
25.7	20.059
25.6	20.066
25.4	20.06
25.4	20.06
25.4	20.057
25.2	20.06
25.2	20.062
25.1	20.063
25	20.059
25	20.066
24.9	20.053
24.9	20.054
24.9	20.059
24.7	20.056
24.6	20.059
24.6	20.062
24.4	20.059
24.3	20.068
24.3	20.063
24.2	20.059
24.1	20.063
24.1	20.056
24.1	20.062
24	20.059
24	20.059
23.8	20.068
23.8	20.057
23.8	20.06
23.7	20.066
23.7	20.057
23.7	20.059
23.6	20.06
23.6	20.066
23.5	20.063
23.3	20.054
23.3	20.06
23.2	20.059
23.1	20.063
23.1	20.062
23.1	20.06
23	20.063
23	20.06
22.9	20.054
22.9	20.063
22.9	20.056
22.7	20.059
22.6	20.065
22.6	20.053
22.5	20.059
22.4	20.056
22.4	20.057
22.3	20.062
22.2	20.054
22.2	20.056
22.1	20.062
21.9	20.052
21.9	20.059
21.8	20.059
21.8	20.059
21.8	20.054
21.6	20.059
21.6	20.052
21.6	20.05
21.5	20.049
21.5	20.052
21.5	20.052
21.4	20.058
21.4	20.055
21.4	20.055
21.3	20.061
21.2	20.065
21.2	20.062
21.1	20.061
20.9	20.055
20.9	20.059
20.7	20.058
20.6	20.058
20.6	20.053
20.6	20.053
20.5	20.052
20.5	20.049
20.4	20.052
20.4	20.058
20.3	20.058
20.3	20.058
20.3	20.057
20.2	20.051
20.1	20.058
20.1	20.058
20	20.058
19.8	20.056
19.8	20.056
19.8	20.053
19.6	20.055
19.6	20.051
19.6	20.056
19.5	20.053
19.5	20.052
19.5	20.053
19.4	20.052
19.4	20.058
19.3	20.061
19.2	20.062
19.2	20.056
19.1	20.053
19.1	20.059
19.1	20.055
19	20.052
18.9	20.062
18.9	20.064
18.8	20.059
18.7	20.065
18.7	20.062
18.6	20.062
18.6	20.061
18.6	20.062
18.5	20.055
18.4	20.065
18.4	20.062
18.4	20.059
18.3	20.065
18.3	20.062
18.2	20.065
18	20.062
18	20.068
17.9	20.068
17.9	20.068
17.9	20.068
17.9	20.068
17.8	20.065
17.8	20.068
17.7	20.071
17.6	20.068
17.6	20.061
17.6	20.068
17.5	20.064
17.5	20.065
17.5	20.074
17.5	20.071
17.4	20.068
17.2	20.07
17.2	20.071
17.1	20.068
17	20.068
17	20.071
16.9	20.068
16.8	20.065
16.8	20.071
16.8	20.071
16.7	20.074
16.7	20.071
16.6	20.074
16.6	20.071
16.6	20.068
16.5	20.074
16.5	20.068
16.5	20.074
16.4	20.077
16.3	20.074
16.3	20.074
16.2	20.074
16.2	20.078
16.2	20.078
16	20.077
16	20.081
16	20.083
15.9	20.078
15.9	20.078
15.9	20.08
15.8	20.084
15.7	20.086
15.7	20.081
15.7	20.078
15.6	20.087
15.6	20.083
15.6	20.081
15.5	20.081
15.5	20.081
15.4	20.084
15.3	20.087
15.3	20.088
15.3	20.091
15.2	20.09
15.2	20.093
15	20.09
14.9	20.091
14.9	20.093
14.8	20.09
14.7	20.09
14.7	20.093
14.7	20.096
14.6	20.097
14.6	20.096
14.5	20.098
14.5	20.091
14.5	20.093
14.5	20.089
14.5	20.095
14.4	20.089
14.2	20.092
14.2	20.099
14.1	20.098
14	20.089
14	20.092
13.9	20.097
13.9	20.105
13.9	20.094
13.8	20.098
13.7	20.099
13.7	20.099
13.6	20.099
13.6	20.102
13.6	20.102
13.6	20.099
13.4	20.095
13.4	20.099
13.4	20.093
13.2	20.099
13.2	20.101
13.1	20.099
13.1	20.099
13.1	20.094
13	20.096
12.9	20.1
12.9	20.093
12.8	20.1
12.8	20.099
12.8	20.1
12.7	20.099
12.7	20.099
12.7	20.103
12.6	20.09
12.5	20.096
12.5	20.097
12.4	20.096
12.3	20.098
12.3	20.093
12.2	20.099
12.1	20.092
12.1	20.093
12.1	20.092
12	20.099
12	20.099
11.9	20.095
11.9	20.096
11.9	20.092
11.8	20.095
11.7	20.098
11.7	20.095
11.6	20.095
11.5	20.092
11.5	20.092
11.5	20.092
11.4	20.098
11.4	20.089
11.4	20.092
11.4	20.099
11.3	20.095
11.2	20.092
11.2	20.092
11.2	20.092
11.1	20.092
11.1	20.089
11	20.089
10.9	20.093
10.9	20.09
10.8	20.09
10.7	20.092
10.7	20.09
10.7	20.087
10.6	20.093
10.6	20.09
10.5	20.093
10.4	20.093
10.4	20.099
10.3	20.087
10.3	20.093
10.3	20.087
10.3	20.09
10.2	20.093
10.2	20.096
10.2	20.087
10.1	20.091
10.1	20.093
10	20.093
9.9	20.093
9.9	20.089
9.8	20.087
9.7	20.087
9.7	20.09
9.6	20.087
9.6	20.088
9.6	20.084
9.5	20.087
9.5	20.084
9.5	20.087
9.4	20.086
9.4	20.083
9.4	20.087
9.3	20.086
9.2	20.086
9.2	20.083
9.1	20.083
9	20.086
9	20.084
8.9	20.083
8.8	20.083
8.8	20.086
8.8	20.083
8.7	20.083
8.7	20.08
8.7	20.086
8.7	20.08
8.6	20.083
8.6	20.08
8.6	20.077
8.5	20.076
8.5	20.079
8.5	20.08
8.4	20.08
8.3	20.08
8.3	20.078
8.3	20.076
8.2	20.08
8.2	20.076
8.2	20.077
8.2	20.074
8.2	20.074
8.1	20.076
8	20.077
8	20.076
8	20.074
7.9	20.074
7.9	20.077
7.8	20.074
7.7	20.077
7.7	20.074
7.6	20.077
7.5	20.077
7.5	20.077
7.4	20.078
7.4	20.075
7.4	20.081
7.3	20.078
7.2	20.078
7.2	20.078
7.1	20.078
7	20.078
7	20.075
6.9	20.075
6.8	20.072
6.8	20.074
6.8	20.074
6.8	20.075
6.8	20.075
6.7	20.075
6.6	20.078
6.6	20.075
6.6	20.078
6.5	20.078
6.5	20.075
6.5	20.075
6.5	20.078
6.5	20.075
6.4	20.078
6.4	20.081
6.4	20.078
6.3	20.075
6.3	20.078
6.2	20.078
6.1	20.078
6.1	20.075
6	20.075
5.9	20.074
5.9	20.074
5.8	20.072
5.8	20.074
5.8	20.075
5.7	20.075
5.7	20.075
5.7	20.078
5.6	20.077
5.6	20.072
5.6	20.077
5.5	20.074
5.4	20.069
5.4	20.074
5.4	20.071
5.4	20.071
5.4	20.071
5.3	20.074
5.3	20.071
5.3	20.074
5.2	20.074
5.1	20.074
5.1	20.074
5.1	20.074
4.9	20.071
4.9	20.071
4.8	20.074
4.8	20.074
4.8	20.071
4.7	20.074
4.7	20.071
4.7	20.071
4.6	20.074
4.5	20.068
4.5	20.074
4.4	20.071
4.4	20.071
4.4	20.07
4.4	20.073
4.4	20.074
4.4	20.074
4.3	20.074
4.3	20.074
4.3	20.075
4.2	20.074
4.2	20.073
4.2	20.072
4.1	20.074
4	20.074
4	20.075
3.9	20.071
3.8	20.077
3.8	20.077
3.7	20.077
3.7	20.074
3.7	20.074
3.7	20.074
3.7	20.084
3.7	20.08
3.6	20.078
3.6	20.08
3.6	20.078
3.5	20.079
3.5	20.078
3.5	20.077
3.4	20.08
3.4	20.074
3.3	20.074
3.2	20.077
3.2	20.077
3.2	20.077
3.1	20.077
3.1	20.074
3.1	20.077
3.1	20.079
3.1	20.077
3	20.08
2.9	20.077
2.9	20.079
2.8	20.08
2.8	20.074
2.8	20.077
2.8	20.08
2.7	20.077
2.7	20.077
2.6	20.08
2.5	20.08
2.5	20.083
2.5	20.08
2.4	20.077
2.4	20.08
2.4	20.077
2.4	20.08
2.4	20.077
2.4	20.077
2.3	20.083
2.3	20.083
2.3	20.083
2.1	20.083
2.1	20.084
2.1	20.08
2	20.08
2	20.08
2	20.084
2	20.081
2	20.086
1.9	20.08
1.9	20.08
1.9	20.083
1.7	20.083
1.7	20.081
1.7	20.084
1.6	20.087
1.6	20.083
1.6	20.086
1.5	20.086
1.5	20.08
1.4	20.084
1.3	20.086
1.3	20.086
1.3	20.087
1.3	20.083
1.3	20.086
1.2	20.086
1.2	20.083
1.2	20.083
1.1	20.086
1.1	20.086
1.1	20.089
1	20.086
0.9	20.083
0.9	20.089
0.9	20.083
0.9	20.086
0.9	20.086
0.8	20.083
0.7	20.086
0.7	20.086
0.7	20.086
0.7	20.083
0.7	20.086
0.6	20.089
0.6	20.086
0.6	20.089
0.5	20.086
0.5	20.089
0.5	20.086
0.4	20.086
0.3	20.083
0.3	20.089
0.3	20.092
0.3	20.086
0.3	20.086
0.1	20.089
0	20.086
0	20.089
-0.1	20.086
-0.1	20.086
-0.1	20.086
-0.2	20.086
-0.2	20.089
-0.2	20.089
-0.2	20.086
-0.3	20.086
-0.3	20.086
-0.3	20.083
-0.4	20.09
-0.4	20.086
0	20.087
0	20.087
-0.6	20.089
-0.7	20.09
-0.7	20.086
-0.8	20.086
-0.8	20.089
-0.8	20.09
-0.9	20.088
-0.9	20.087
-0.9	20.088
-0.9	20.089
-1	20.088
-1	20.087
-1	20.09
-1	20.09
-1	20.09
-1.1	20.09
-1.2	20.093
-1.2	20.087
-1.3	20.093
-1.4	20.093
-1.4	20.09
-1.4	20.087
-1.5	20.087
-1.5	20.09
0	20.093
0	20.093
0	20.09
0	20.091
-1.6	20.093
-1.6	20.096
-1.6	20.093
-1.6	20.096
-1.6	20.09
-1.7	20.093
-1.7	20.096
-1.7	20.093
-1.8	20.099
-1.9	20.1
-1.9	20.099
-1.9	20.099
-1.9	20.1
-1.9	20.1
-2	20.097
-2.1	20.099
-2.1	20.102
-2.2	20.099
-2.2	20.099
-2.2	20.091
-2.2	20.093
-2.2	20.099
-2.2	20.099
-2.3	20.105
-2.3	20.099
-2.3	20.105
-2.3	20.102
-2.3	20.099
-2.4	20.102
-2.5	20.105
-2.5	20.099
-2.6	20.105
0	20.101
0	20.095
-2.7	20.102
-2.8	20.099
-2.8	20.105
-2.9	20.101
-2.9	20.098
-2.9	20.096
-2.9	20.102
-2.9	20.102
-2.9	20.101
-3	20.101
-3.1	20.099
-3.1	20.102
-3.1	20.105
-3.2	20.104
-3.2	20.108
-3.2	20.104
-3.2	20.108
-3.2	20.098
-3.2	20.099
-3.2	20.095
-3.2	20.099
-3.3	20.099
-3.3	20.096
-3.3	20.105
-3.4	20.102
-3.5	20.098
-3.5	20.099
-3.6	20.099
-3.6	20.102
-3.6	20.089
-3.7	20.092
0	20.097
0	20.096
0	20.093
-3.8	20.095
