Temperature	Strain
66.1	13.871
66.1	13.864
66.5	13.864
66.7	13.865
66.7	13.867
67.1	13.868
67.3	13.871
67.3	13.868
67.7	13.862
68	13.863
68	13.865
68.3	13.862
68.6	13.862
68.6	13.868
68.9	13.865
69.2	13.862
69.2	13.859
69.5	13.865
69.8	13.862
69.8	13.865
70.1	13.862
70.4	13.862
70.4	13.862
70.7	13.865
71	13.861
71	13.864
71.3	13.862
71.6	13.864
71.6	13.867
71.9	13.868
72.2	13.868
72.2	13.871
72.5	13.867
72.5	13.867
72.8	13.868
73.1	13.867
73.1	13.868
73.3	13.868
73.6	13.865
73.6	13.868
73.9	13.868
74.2	13.869
74.2	13.868
74.5	13.865
74.7	13.865
74.7	13.871
75.1	13.872
75.4	13.868
75.4	13.869
75.7	13.866
75.9	13.871
75.9	13.868
76.2	13.875
76.5	13.871
76.5	13.874
76.7	13.871
77	13.874
77	13.871
77.2	13.871
77.4	13.88
77.4	13.873
77.6	13.874
77.8	13.88
77.8	13.877
78	13.876
78.2	13.88
78.2	13.88
78.4	13.874
78.5	13.88
78.5	13.88
78.7	13.883
78.9	13.884
78.9	13.884
79	13.884
79.1	13.884
79.1	13.887
79.3	13.884
79.5	13.881
79.5	13.884
79.6	13.88
79.7	13.881
79.7	13.881
79.7	13.881
79.9	13.881
79.9	13.881
80	13.884
80.1	13.884
80.1	13.881
80.2	13.881
80.2	13.881
80.3	13.88
80.4	13.883
80.4	13.883
80.4	13.88
80.5	13.883
80.5	13.88
80.6	13.88
80.7	13.883
80.7	13.883
80.7	13.88
80.8	13.883
80.8	13.88
80.9	13.883
81	13.883
81	13.884
81	13.884
81	13.884
81	13.883
81.1	13.881
81.2	13.881
81.2	13.884
81.1	13.884
81.2	13.884
81.2	13.884
81.2	13.884
81.2	13.884
81.2	13.881
81.2	13.881
81.2	13.881
81.2	13.881
81.2	13.875
81.1	13.88
81.1	13.883
81.1	13.879
81.1	13.877
81.1	13.88
81.1	13.877
81	13.88
81	13.88
81	13.88
80.9	13.88
80.9	13.88
80.9	13.88
80.9	13.874
80.9	13.877
80.7	13.874
80.7	13.88
80.7	13.877
80.6	13.88
80.6	13.883
80.6	13.881
80.5	13.874
80.5	13.878
80.5	13.875
80.4	13.878
80.31	13.884
80.3	13.875
80.2	13.875
80.2	13.878
80.1	13.875
80	13.875
80	13.881
79.9	13.878
79.9	13.881
79.9	13.881
79.8	13.881
79.7	13.884
79.7	13.881
79.6	13.884
79.5	13.882
79.5	13.881
79.4	13.88
79.3	13.884
79.3	13.884
79.3	13.877
79.1	13.88
79.1	13.878
79.1	13.878
79	13.88
79	13.883
78.9	13.88
78.8	13.88
78.8	13.877
78.8	13.877
78.7	13.877
78.7	13.877
78.6	13.88
78.5	13.877
78.5	13.874
78.5	13.874
78.4	13.877
78.4	13.874
78.4	13.877
78.4	13.872
78.4	13.875
78.3	13.875
78.3	13.878
78.3	13.874
78.3	13.871
78.2	13.875
78.2	13.872
78.2	13.872
78.2	13.875
78.2	13.872
78.2	13.875
78.2	13.875
78.2	13.869
78.2	13.869
78.2	13.872
78.2	13.872
78.2	13.869
78.2	13.872
78.2	13.872
78.2	13.872
78.2	13.872
78.2	13.869
78.3	13.869
78.3	13.872
78.2	13.869
78.2	13.871
78.2	13.869
78.2	13.868
78.2	13.871
78.2	13.869
78.3	13.868
78.2	13.872
78.2	13.874
78.2	13.874
78.3	13.871
78.3	13.871
78.3	13.868
78.3	13.871
78.3	13.871
78.3	13.871
78.3	13.871
78.3	13.87
78.4	13.871
78.4	13.874
78.4	13.871
78.4	13.868
78.4	13.868
78.4	13.868
78.4	13.87
78.4	13.871
78.4	13.867
78.4	13.871
78.4	13.871
78.4	13.871
78.4	13.871
78.4	13.868
78.4	13.871
78.4	13.871
78.4	13.872
78.4	13.872
78.4	13.868
78.4	13.865
78.4	13.869
78.5	13.868
78.5	13.871
78.5	13.868
78.5	13.865
78.5	13.869
78.5	13.868
78.5	13.865
78.5	13.866
78.5	13.866
78.5	13.865
78.5	13.864
78.5	13.869
78.5	13.865
78.5	13.866
78.5	13.866
78.6	13.866
78.6	13.866
78.6	13.863
78.6	13.865
78.6	13.862
78.6	13.866
78.7	13.866
78.7	13.863
78.7	13.862
78.7	13.866
78.7	13.862
78.8	13.869
78.8	13.862
78.8	13.866
78.9	13.862
78.8	13.862
78.8	13.862
78.9	13.859
78.9	13.862
78.9	13.862
78.9	13.858
78.9	13.862
78.9	13.862
78.9	13.859
78.9	13.859
78.9	13.859
79	13.858
78.9	13.858
78.9	13.858
79	13.856
79	13.858
79	13.862
79	13.858
79	13.858
79	13.858
79	13.858
79.1	13.858
79.1	13.858
79.1	13.858
79.1	13.858
79.1	13.859
79.1	13.855
79.2	13.855
79.2	13.861
79.2	13.861
79.2	13.855
79.2	13.858
79.2	13.858
79.2	13.856
79.2	13.862
79.2	13.853
79.3	13.856
79.3	13.862
79.3	13.859
79.3	13.859
79.3	13.862
79.3	13.859
79.3	13.859
79.4	13.859
79.4	13.859
79.4	13.856
79.4	13.859
79.4	13.859
79.4	13.862
79.4	13.86
79.4	13.863
79.4	13.86
79.4	13.857
79.5	13.859
79.5	13.863
79.5	13.86
79.5	13.86
79.5	13.863
79.5	13.863
79.5	13.86
79.5	13.863
79.5	13.863
79.5	13.866
79.5	13.857
79.5	13.862
79.5	13.863
79.5	13.857
79.5	13.86
79.6	13.862
79.6	13.862
79.6	13.862
79.6	13.862
79.6	13.866
79.6	13.862
79.6	13.862
79.6	13.865
79.6	13.862
79.6	13.865
79.6	13.862
79.7	13.863
79.6	13.865
79.6	13.865
79.7	13.862
79.7	13.864
79.7	13.868
79.7	13.868
79.7	13.864
79.7	13.868
79.7	13.864
79.8	13.864
79.8	13.865
79.8	13.865
79.8	13.865
79.8	13.865
79.8	13.865
79.8	13.865
79.8	13.865
79.9	13.862
79.9	13.865
79.8	13.868
79.8	13.865
79.8	13.865
79.8	13.868
79.9	13.867
79.9	13.867
79.9	13.868
79.9	13.868
79.9	13.868
79.9	13.868
79.9	13.865
79.9	13.869
79.9	13.87
79.9	13.867
79.9	13.869
79.9	13.869
79.9	13.869
79.9	13.866
79.9	13.869
79.9	13.872
79.9	13.869
79.9	13.872
79.9	13.872
79.9	13.869
79.9	13.872
79.9	13.872
79.9	13.872
79.9	13.869
79.9	13.872
79.9	13.875
80	13.87
80	13.875
80	13.872
80	13.871
80	13.875
80	13.881
80	13.882
80	13.881
80	13.881
80	13.881
80	13.878
80	13.882
80	13.878
80	13.882
80	13.879
80	13.881
80	13.881
80	13.881
80	13.884
80	13.878
80	13.881
80	13.88
80	13.881
80	13.884
80	13.883
80	13.881
80	13.875
80	13.874
80	13.874
80	13.877
80	13.874
80	13.874
80	13.874
80	13.871
80	13.871
80	13.874
80	13.881
80	13.88
80	13.88
80.1	13.88
80.1	13.883
80.1	13.883
80	13.883
80	13.88
80	13.88
80.1	13.88
80.1	13.88
80.1	13.881
80.1	13.883
80.1	13.88
80.1	13.88
80.1	13.881
80.1	13.881
80.1	13.883
80.1	13.877
80.1	13.886
80.1	13.883
80.1	13.884
80.1	13.887
80.2	13.884
80.1	13.887
80.1	13.887
80.1	13.887
80.1	13.89
80.1	13.893
80.2	13.89
80.1	13.888
80.1	13.89
80.1	13.89
80.1	13.89
80.1	13.893
80.1	13.893
80.1	13.89
80.1	13.89
80.1	13.891
80.1	13.89
80.1	13.891
80.1	13.893
80.1	13.89
80.1	13.89
80.1	13.894
80.1	13.89
80.1	13.89
80.1	13.887
80.1	13.894
80.1	13.893
80.1	13.891
80.1	13.891
80.1	13.89
80.1	13.893
80.1	13.89
80.1	13.887
80.1	13.891
80.1	13.888
80.1	13.891
80.1	13.891
80.1	13.89
80.1	13.894
80.1	13.893
80.1	13.891
80.1	13.891
80.2	13.897
80.2	13.893
80.2	13.893
80.1	13.894
80.1	13.896
80.2	13.896
80.2	13.896
80.2	13.896
80.2	13.896
80.2	13.893
80.2	13.896
80.2	13.893
80.2	13.898
80.2	13.892
80.1	13.896
80.1	13.892
80.1	13.895
80.1	13.899
80.1	13.896
80.1	13.892
80.1	13.895
80.1	13.896
80.1	13.895
80.1	13.896
80.1	13.896
80.1	13.895
80.1	13.896
80.1	13.896
80.1	13.889
80.1	13.893
80.1	13.896
80.1	13.893
80.1	13.893
80.1	13.896
80.1	13.896
80	13.892
80	13.893
80	13.893
80	13.899
80	13.896
80	13.899
80.1	13.896
80.1	13.896
80.1	13.896
80.1	13.893
80.1	13.896
80.1	13.899
80.1	13.896
80.1	13.899
80.1	13.899
80	13.897
80	13.896
80.1	13.897
80.1	13.896
80.1	13.9
80.1	13.903
80.1	13.899
80.1	13.899
80.1	13.896
80.1	13.903
80.1	13.9
80.1	13.903
80.1	13.9
80.1	13.9
80.1	13.906
80.1	13.9
80.1	13.9
80.1	13.899
80.1	13.903
80.1	13.903
80.2	13.9
80.1	13.9
80.1	13.9
80.2	13.9
80.1	13.903
80.1	13.902
80.1	13.899
80.1	13.903
80.1	13.903
80.1	13.902
80.1	13.902
80.1	13.899
80.1	13.906
80.1	13.906
80.1	13.905
80.1	13.902
80.1	13.905
80.1	13.905
80.1	13.902
80.1	13.899
80.1	13.902
80.1	13.902
80.1	13.902
80.1	13.899
80.1	13.902
80	13.9
80	13.899
80	13.899
80	13.899
80	13.896
80	13.896
80	13.899
80	13.898
80	13.899
80	13.901
80.1	13.905
80.1	13.902
80.1	13.904
80	13.902
80.1	13.905
80.1	13.906
80.1	13.902
80.1	13.902
80.1	13.902
80.1	13.902
80.1	13.902
80.1	13.905
80.1	13.905
80.1	13.899
80.1	13.902
80.1	13.903
80.2	13.902
80.2	13.899
80.2	13.905
80.2	13.902
80.2	13.903
80.1	13.903
80.1	13.903
80.1	13.9
80.1	13.899
80.1	13.899
80.1	13.9
80.1	13.903
80.1	13.9
80.1	13.902
80.1	13.903
80.1	13.903
80.1	13.9
80.1	13.903
80	13.9
80	13.897
80	13.903
80	13.897
80	13.903
79.9	13.9
79.9	13.897
79.9	13.9
79.9	13.9
79.8	13.9
79.8	13.899
79.8	13.897
79.7	13.897
79.7	13.896
79.7	13.899
79.7	13.896
79.6	13.894
79.6	13.896
79.6	13.893
79.5	13.899
79.5	13.899
79.5	13.893
79.4	13.896
79.4	13.893
79.4	13.896
79.3	13.893
79.3	13.893
79.3	13.893
79.2	13.896
79.2	13.896
79.2	13.893
79.1	13.899
79.1	13.896
79.1	13.895
79	13.895
79	13.892
79	13.896
78.9	13.892
78.8	13.893
78.8	13.892
78.8	13.893
78.7	13.893
78.7	13.893
78.7	13.893
78.6	13.889
78.6	13.893
78.6	13.893
78.5	13.89
78.5	13.89
78.4	13.89
78.4	13.891
78.4	13.89
78.3	13.893
78.2	13.89
78.2	13.89
78.2	13.894
78.1	13.893
78.1	13.894
78.1	13.894
78	13.89
78	13.894
77.9	13.89
77.8	13.894
77.8	13.891
77.8	13.891
77.7	13.891
77.7	13.891
77.6	13.889
77.6	13.891
77.6	13.891
77.5	13.887
77.5	13.89
77.5	13.891
77.5	13.892
77.5	13.888
77.4	13.888
77.3	13.891
77.3	13.891
77.2	13.888
77.1	13.888
77.1	13.888
77	13.891
77	13.887
77	13.894
76.9	13.89
76.9	13.887
76.9	13.887
76.8	13.887
76.7	13.891
76.7	13.887
76.7	13.887
76.6	13.887
76.6	13.887
76.5	13.887
76.5	13.891
76.5	13.887
76.4	13.884
76.3	13.887
76.3	13.887
76.3	13.884
76.2	13.884
76.2	13.886
76.1	13.887
76	13.884
76	13.887
76	13.887
75.9	13.884
75.9	13.884
75.8	13.887
75.8	13.885
75.8	13.884
75.7	13.881
75.7	13.884
75.7	13.884
75.6	13.884
75.5	13.887
75.5	13.887
75.5	13.884
75.4	13.884
75.4	13.884
75.4	13.881
75.3	13.883
75.3	13.88
75.2	13.881
75.2	13.883
75.2	13.881
75.2	13.884
75.2	13.878
75.2	13.88
75	13.88
74.92	13.877
74.9	13.88
74.9	13.88
74.9	13.883
74.8	13.881
74.8	13.883
74.8	13.877
74.7	13.881
74.6	13.881
74.6	13.877
74.6	13.875
74.5	13.881
74.5	13.881
74.5	13.875
74.4	13.878
74.4	13.875
74.3	13.881
74.3	13.875
74.3	13.875
74.2	13.878
74.2	13.875
74.2	13.875
74.1	13.875
74.1	13.881
74.1	13.876
74	13.875
73.9	13.882
73.9	13.875
73.8	13.876
73.8	13.876
73.8	13.876
73.7	13.875
73.6	13.872
73.6	13.876
73.6	13.876
73.6	13.876
73.6	13.876
73.5	13.876
73.4	13.872
73.4	13.879
73.4	13.875
73.3	13.872
73.3	13.872
73.3	13.872
73.2	13.875
73.2	13.878
73.1	13.872
73.1	13.875
73.1	13.873
73	13.872
73	13.87
73	13.872
72.9	13.867
72.8	13.872
72.8	13.869
72.8	13.871
72.7	13.871
72.7	13.868
72.7	13.872
72.7	13.872
72.6	13.866
72.5	13.871
72.5	13.868
72.5	13.865
72.5	13.868
72.5	13.868
72.5	13.865
72.3	13.871
72.3	13.871
72.3	13.868
72.2	13.869
72.2	13.868
72.2	13.871
72.1	13.865
72.1	13.872
72.1	13.868
72	13.869
72	13.868
72	13.868
71.9	13.869
71.9	13.869
71.9	13.865
71.8	13.865
71.8	13.864
71.8	13.87
71.7	13.865
71.7	13.867
71.7	13.865
71.6	13.868
71.6	13.869
71.5	13.865
71.5	13.865
71.5	13.868
71.4	13.868
71.4	13.862
71.4	13.868
71.3	13.865
71.3	13.865
71.3	13.868
71.2	13.865
71.2	13.865
71.2	13.865
71.1	13.866
71.1	13.868
71.1	13.869
71	13.868
71	13.865
71	13.865
70.9	13.862
70.9	13.869
70.9	13.869
70.8	13.862
70.8	13.866
70.8	13.865
70.7	13.865
70.7	13.866
70.7	13.866
70.6	13.866
70.6	13.869
70.6	13.866
70.5	13.866
70.5	13.866
70.5	13.866
70.4	13.866
70.4	13.866
70.4	13.866
70.3	13.863
70.3	13.863
70.3	13.866
70.2	13.866
70.2	13.866
70.2	13.866
70.1	13.872
70.1	13.869
70.1	13.866
70	13.866
70	13.869
70	13.866
69.9	13.866
69.9	13.865
69.9	13.866
69.9	13.865
69.9	13.865
69.8	13.869
69.8	13.865
69.8	13.868
69.7	13.865
69.6	13.869
69.6	13.868
69.6	13.868
69.6	13.871
69.6	13.868
69.6	13.868
69.5	13.865
69.5	13.868
69.4	13.865
69.4	13.871
69.4	13.871
69.4	13.865
69.3	13.865
69.3	13.871
69.3	13.868
69.2	13.865
69.2	13.865
69.2	13.865
69.2	13.869
69.2	13.863
69.1	13.868
69	13.868
69	13.868
69	13.866
68.9	13.868
68.9	13.872
68.9	13.869
68.9	13.869
68.8	13.872
68.8	13.872
68.8	13.869
68.7	13.871
68.7	13.869
68.7	13.872
68.7	13.869
68.6	13.872
68.6	13.869
68.6	13.872
68.5	13.872
68.5	13.869
68.4	13.872
68.4	13.869
68.4	13.871
68.4	13.873
68.3	13.87
68.3	13.873
68.3	13.873
68.2	13.869
68.2	13.872
68.2	13.873
68.2	13.873
68.2	13.873
68.2	13.872
68.1	13.872
68.1	13.873
68	13.869
68	13.869
68	13.873
68	13.873
67.9	13.873
67.9	13.876
67.9	13.872
67.8	13.875
67.8	13.879
67.8	13.875
67.7	13.875
67.7	13.876
67.7	13.876
67.6	13.878
67.6	13.876
67.6	13.875
67.6	13.882
67.6	13.876
67.5	13.881
67.5	13.875
67.5	13.878
67.4	13.88
67.4	13.877
67.4	13.878
67.4	13.881
67.3	13.881
67.3	13.875
67.3	13.878
67.3	13.881
67.2	13.881
67.2	13.875
67.2	13.881
67.2	13.875
67.1	13.88
67.1	13.881
67.1	13.877
67.1	13.881
67.1	13.877
67	13.877
67	13.881
67	13.881
66.9	13.878
66.9	13.875
66.9	13.884
66.8	13.878
66.8	13.881
66.8	13.88
66.7	13.881
66.7	13.881
66.7	13.884
66.7	13.881
66.6	13.881
66.6	13.881
66.6	13.878
66.5	13.881
66.5	13.881
66.5	13.882
66.5	13.881
66.5	13.882
66.4	13.883
66.4	13.884
66.4	13.881
66.4	13.882
66.3	13.885
66.3	13.882
66.3	13.885
66.2	13.882
66.2	13.888
66.2	13.881
66.1	13.882
66.1	13.885
66.1	13.885
66.1	13.881
66.1	13.885
66	13.881
66	13.885
66	13.884
66	13.884
65.9	13.882
65.9	13.884
65.9	13.881
65.9	13.884
65.9	13.884
65.8	13.884
65.8	13.884
65.8	13.882
65.7	13.885
65.7	13.885
65.7	13.884
65.7	13.887
65.7	13.887
65.6	13.881
65.6	13.884
65.6	13.881
65.5	13.881
65.5	13.884
65.5	13.883
65.5	13.884
65.4	13.884
65.4	13.881
65.4	13.884
65.3	13.884
65.3	13.883
65.3	13.885
65.3	13.884
65.3	13.883
65.2	13.886
65.2	13.884
65.2	13.884
65.2	13.885
65.1	13.885
65.1	13.888
65.1	13.885
65	13.885
65	13.887
65	13.888
65	13.888
65	13.888
64.9	13.885
64.9	13.885
64.9	13.885
64.8	13.888
64.8	13.888
64.8	13.885
64.8	13.888
64.8	13.888
64.8	13.887
64.7	13.885
64.7	13.887
64.7	13.885
64.6	13.885
64.6	13.888
64.6	13.888
64.6	13.888
64.5	13.891
64.5	13.884
64.5	13.884
64.5	13.887
64.5	13.885
64.4	13.887
64.4	13.884
64.4	13.886
64.4	13.887
64.4	13.884
64.3	13.884
64.3	13.887
64.3	13.884
64.2	13.881
64.2	13.887
64.2	13.883
64.2	13.884
64.1	13.884
64.1	13.884
64.1	13.884
64	13.887
64	13.884
64	13.884
64	13.887
64	13.887
64	13.887
63.9	13.884
63.9	13.884
63.9	13.881
63.8	13.884
63.8	13.884
63.8	13.887
63.8	13.887
63.8	13.885
63.8	13.884
63.7	13.885
63.7	13.888
63.7	13.886
63.6	13.885
63.6	13.885
63.6	13.885
63.5	13.885
63.5	13.885
63.5	13.885
63.5	13.885
63.5	13.885
63.4	13.885
63.4	13.885
63.4	13.885
63.4	13.888
63.3	13.888
63.3	13.885
63.3	13.885
63.3	13.885
63.3	13.886
63.2	13.885
63.2	13.881
63.2	13.888
63.2	13.885
63.2	13.882
63.2	13.885
63.1	13.881
63.1	13.884
63.1	13.884
63	13.884
63	13.884
63	13.881
63	13.881
63	13.881
62.9	13.881
62.9	13.884
62.9	13.884
62.9	13.881
62.8	13.88
62.8	13.881
62.8	13.881
62.7	13.881
62.7	13.884
62.7	13.883
62.7	13.884
62.7	13.887
62.7	13.883
62.6	13.884
62.6	13.881
62.6	13.881
62.5	13.882
62.5	13.881
62.5	13.881
62.5	13.881
62.5	13.881
62.5	13.88
62.4	13.882
62.4	13.88
62.4	13.878
62.3	13.881
62.3	13.881
62.3	13.881
62.3	13.884
62.3	13.881
62.2	13.881
62.2	13.878
62.2	13.878
62.2	13.881
62.1	13.881
62.1	13.881
62.1	13.881
62.1	13.881
62.1	13.881
62.1	13.881
62	13.885
62	13.881
62	13.875
61.9	13.885
61.9	13.882
61.9	13.878
61.9	13.882
61.9	13.878
61.8	13.882
61.8	13.882
61.8	13.876
61.8	13.879
61.7	13.879
61.7	13.882
61.7	13.882
61.7	13.879
61.7	13.885
61.6	13.879
61.6	13.882
61.6	13.882
61.6	13.882
61.6	13.884
61.5	13.876
61.5	13.882
61.5	13.882
61.4	13.877
61.4	13.882
61.4	13.882
61.4	13.882
61.3	13.882
61.3	13.882
61.3	13.879
61.3	13.879
61.3	13.882
61.2	13.882
61.2	13.882
61.2	13.882
61.2	13.879
61.2	13.879
61.2	13.882
61.1	13.882
61.1	13.885
61.1	13.879
61.1	13.884
61	13.882
61	13.881
61	13.881
61	13.881
61	13.878
61	13.883
60.9	13.881
60.9	13.878
60.9	13.881
60.8	13.878
60.8	13.881
60.8	13.881
60.8	13.874
60.8	13.881
60.7	13.878
60.7	13.879
60.7	13.878
60.7	13.875
60.6	13.881
60.6	13.88
60.6	13.881
60.6	13.881
60.6	13.878
60.5	13.878
60.5	13.881
60.5	13.879
60.5	13.881
60.5	13.881
60.4	13.881
60.4	13.881
60.4	13.88
60.4	13.881
60.3	13.881
60.3	13.881
60.3	13.88
60.3	13.879
60.3	13.883
60.2	13.881
60.2	13.881
60.2	13.878
60.2	13.881
60.1	13.878
60.1	13.881
60.1	13.881
60.1	13.884
60.1	13.881
60	13.884
60	13.884
60	13.884
60	13.881
60	13.884
60	13.884
59.9	13.881
59.9	13.884
59.9	13.881
59.9	13.884
59.8	13.884
59.8	13.884
59.8	13.882
59.8	13.885
59.8	13.884
59.7	13.885
59.7	13.885
59.7	13.888
59.7	13.885
59.6	13.888
59.6	13.885
59.6	13.885
59.6	13.888
59.6	13.888
59.5	13.888
59.5	13.888
59.5	13.888
59.4	13.885
59.4	13.888
59.4	13.885
59.4	13.888
59.4	13.885
59.4	13.888
59.3	13.885
59.3	13.888
59.3	13.888
59.3	13.885
59.3	13.888
59.2	13.888
59.2	13.888
59.2	13.888
59.2	13.887
59.1	13.884
59.1	13.888
59.1	13.887
59.1	13.888
59.1	13.884
59	13.89
59	13.887
59	13.89
59	13.887
58.9	13.887
58.9	13.89
58.9	13.89
58.9	13.89
58.9	13.89
58.8	13.89
58.8	13.89
58.8	13.887
58.8	13.893
58.8	13.89
58.8	13.89
58.7	13.89
58.7	13.89
58.7	13.887
58.6	13.89
58.6	13.89
58.6	13.89
58.6	13.893
58.6	13.89
58.6	13.893
58.5	13.893
58.5	13.893
58.5	13.893
58.4	13.893
58.4	13.896
58.4	13.89
58.4	13.893
58.3	13.896
58.3	13.893
58.3	13.896
58.3	13.893
58.3	13.896
58.3	13.893
58.3	13.894
58.3	13.896
58.2	13.893
58.2	13.896
58.2	13.894
58.1	13.897
58.1	13.896
58.1	13.896
58.1	13.897
58	13.898
58	13.897
58	13.897
58	13.896
57.9	13.9
57.9	13.897
57.9	13.897
57.9	13.899
57.9	13.9
57.9	13.896
57.8	13.899
57.8	13.898
57.8	13.899
57.8	13.897
57.7	13.903
57.7	13.896
57.7	13.899
57.7	13.902
57.7	13.896
57.6	13.902
57.6	13.898
57.6	13.896
57.6	13.9
57.6	13.9
57.6	13.902
57.5	13.9
57.4	13.896
57.4	13.896
57.4	13.9
57.4	13.902
57.4	13.899
57.4	13.903
57.3	13.896
57.3	13.896
57.3	13.902
57.3	13.9
57.3	13.902
57.3	13.899
57.2	13.903
57.2	13.899
57.2	13.902
57.2	13.905
57.2	13.901
57.1	13.903
57.1	13.902
57.1	13.905
57	13.903
57	13.9
57	13.902
57	13.902
56.9	13.902
56.9	13.899
56.9	13.902
56.9	13.903
56.9	13.902
56.9	13.902
56.8	13.905
56.8	13.902
56.8	13.902
56.72	13.906
56.7	13.903
56.7	13.903
56.7	13.903
