Time Load Crosshead Temperature Chamber Stress Strain
2.000 0.026 0.00014 23.70 -6.0452 19.943 0.027
3.000 0.080 0.00024 23.70 -6.0583 19.946 0.081
4.000 0.114 0.00033 23.70 -6.0732 19.950 0.116
5.000 0.150 0.00043 23.70 -6.0884 19.950 0.153
6.000 0.193 0.00053 23.70 -6.1049 19.946 0.196
7.000 0.253 0.00063 23.70 -6.1200 19.941 0.257
8.000 0.311 0.00072 23.70 -6.1272 19.950 0.316
9.000 0.364 0.00082 23.70 -6.1399 19.949 0.370
10.000 0.403 0.00092 23.70 -6.1519 19.946 0.409
11.000 0.451 0.00102 23.70 -6.1703 19.946 0.459
12.000 0.505 0.00112 23.70 -6.1800 19.950 0.513
13.000 0.569 0.00122 23.70 -6.1940 19.949 0.578
14.000 0.647 0.00131 23.70 -6.2181 19.949 0.658
15.000 0.719 0.00141 23.70 -6.2397 19.946 0.730
16.000 0.778 0.00151 23.70 -6.2849 19.949 0.791
17.000 0.881 0.00161 23.70 -6.3109 19.949 0.896
18.000 0.935 0.00171 23.70 -6.3362 19.944 0.950
19.000 1.029 0.00181 23.70 -6.3736 19.943 1.046
20.000 1.133 0.00191 23.80 -6.4001 19.949 1.151
21.000 1.225 0.00201 23.80 -6.4192 19.949 1.245
22.000 1.326 0.00211 23.80 -6.4362 19.943 1.348
23.000 1.427 0.00221 23.70 -6.4588 19.943 1.451
24.000 1.512 0.00231 23.70 -6.4785 19.946 1.537
25.000 1.613 0.00241 23.70 -6.4826 19.940 1.640
26.000 1.703 0.00250 23.70 -6.4873 19.934 1.730
27.000 1.845 0.00260 23.70 -6.4984 19.943 1.875
28.000 2.157 0.00270 23.70 -6.5192 19.937 2.192
29.000 2.609 0.00280 23.70 -6.5266 19.943 2.651
30.000 3.187 0.00290 23.70 -6.5338 19.943 3.239
31.000 3.852 0.00300 23.70 -6.5576 19.940 3.916
32.000 4.503 0.00309 23.70 -6.5761 19.943 4.577
33.000 5.204 0.00319 23.70 -6.6051 19.940 5.289
34.000 5.948 0.00329 23.70 -6.6091 19.940 6.046
35.000 6.710 0.00339 23.70 -6.6168 19.946 6.820
36.000 7.493 0.00349 23.70 -6.6335 19.940 7.616
37.000 8.326 0.00359 23.70 -6.6675 19.937 8.463
38.000 9.158 0.00368 23.70 -6.6850 19.934 9.308
39.000 10.031 0.00378 23.70 -6.7051 19.938 10.195
40.000 10.831 0.00388 23.70 -6.7247 19.941 11.009
41.000 11.614 0.00398 23.70 -6.7383 19.938 11.804
42.000 12.112 0.00407 23.70 -6.7737 19.938 12.311
43.000 12.461 0.00417 23.70 -6.7965 19.941 12.666
44.000 12.836 0.00428 23.70 -6.8165 19.938 13.046
45.000 13.271 0.00437 23.70 -6.8365 19.941 13.488
46.000 13.654 0.00447 23.70 -6.8572 19.941 13.878
47.000 13.614 0.00457 23.70 -6.8819 19.950 13.837
48.000 13.491 0.00467 23.70 -6.9119 19.945 13.712
49.000 13.665 0.00477 23.70 -6.9465 19.947 13.889
50.000 13.920 0.00487 23.70 -6.9654 19.944 14.149
51.000 14.212 0.00496 23.70 -6.9791 19.938 14.445
52.000 14.494 0.00506 23.70 -6.9951 19.941 14.732
53.000 14.742 0.00516 23.70 -6.9998 19.941 14.984
54.000 15.013 0.00526 23.70 -7.0016 19.944 15.259
55.000 15.240 0.00536 23.70 -7.0062 19.947 15.490
56.000 15.558 0.00546 23.70 -7.0179 19.941 15.814
57.000 15.812 0.00556 23.70 -7.0188 19.935 16.071
58.000 16.103 0.00566 23.70 -7.0158 19.935 16.367
59.000 16.420 0.00575 23.70 -7.0135 19.941 16.690
60.000 16.688 0.00585 23.70 -7.0118 19.944 16.962
61.000 16.996 0.00595 23.70 -7.0170 19.941 17.274
62.000 17.272 0.00605 23.70 -7.0256 19.941 17.555
63.000 17.579 0.00615 23.70 -7.0212 19.944 17.867
64.000 17.892 0.00624 23.70 -7.0181 19.944 18.186
65.000 18.163 0.00634 23.70 -7.0238 19.941 18.461
66.000 18.479 0.00644 23.70 -7.0180 19.941 18.782
67.000 18.819 0.00654 23.70 -7.0212 19.941 19.127
68.000 19.099 0.00663 23.70 -7.0198 19.941 19.412
69.000 19.424 0.00673 23.70 -7.0212 19.947 19.743
70.000 19.727 0.00683 23.70 -7.0249 19.945 20.051
71.000 20.061 0.00693 23.70 -7.0379 19.944 20.389
72.000 20.409 0.00703 23.70 -7.0377 19.941 20.744
73.000 20.692 0.00713 23.70 -7.0366 19.935 21.031
74.000 21.036 0.00722 23.70 -7.0329 19.944 21.381
75.000 21.418 0.00733 23.70 -7.0424 19.941 21.769
76.000 21.766 0.00743 23.70 -7.0561 19.941 22.123
77.000 22.142 0.00752 23.70 -7.0501 19.938 22.505
78.000 22.467 0.00762 23.70 -7.0510 19.947 22.835
79.000 22.851 0.00772 23.70 -7.0492 19.947 23.226
80.000 23.232 0.00782 23.70 -7.0461 19.944 23.613
81.000 23.633 0.00792 23.70 -7.0465 19.947 24.021
82.000 24.039 0.00802 23.70 -7.0429 19.941 24.433
83.000 24.413 0.00811 23.70 -7.0375 19.941 24.814
84.000 24.825 0.00821 23.70 -7.0174 19.944 25.232
85.000 25.214 0.00831 23.70 -7.0006 19.947 25.627
86.000 25.613 0.00841 23.70 -6.9866 19.953 26.033
87.000 26.041 0.00851 23.70 -6.9646 19.947 26.468
88.000 26.484 0.00861 23.70 -6.9676 19.953 26.918
89.000 26.937 0.00870 23.70 -6.9601 19.954 27.379
90.000 27.397 0.00880 23.70 -6.9583 19.953 27.847
91.000 27.806 0.00890 23.70 -6.9603 19.950 28.262
92.000 28.245 0.00900 23.70 -6.9777 19.947 28.708
93.000 28.706 0.00910 23.70 -6.9761 19.947 29.177
94.000 29.203 0.00920 23.70 -6.9805 19.951 29.682
95.000 29.668 0.00930 23.70 -6.9852 19.945 30.155
96.000 30.127 0.00939 23.70 -6.9882 19.947 30.621
97.000 30.608 0.00949 23.70 -6.9887 19.944 31.110
98.000 31.082 0.00959 23.70 -6.9882 19.941 31.592
99.000 31.550 0.00969 23.70 -6.9812 19.934 32.067
100.000 32.037 0.00979 23.70 -6.9856 19.941 32.562
101.000 32.510 0.00989 23.70 -6.9852 19.941 33.043
102.000 33.042 0.00999 23.70 -6.9889 19.937 33.584
103.000 33.474 0.01009 23.70 -7.0047 19.941 34.022
104.000 33.965 0.01019 23.70 -7.0179 19.938 34.522
105.000 34.462 0.01028 23.70 -7.0360 19.940 35.027
106.000 34.965 0.01038 23.70 -7.0608 19.937 35.538
107.000 35.440 0.01048 23.70 -7.0653 19.940 36.021
108.000 35.942 0.01058 23.70 -7.0610 19.938 36.532
109.000 36.420 0.01067 23.70 -7.0603 19.938 37.018
110.000 36.937 0.01077 23.70 -7.0747 19.940 37.543
111.000 37.380 0.01087 23.70 -7.0830 19.940 37.993
111.260 37.516 0.01090 23.70 -7.0886 19.941 38.131
113.000 37.341 0.01097 23.70 -7.1284 19.940 37.953
114.000 37.622 0.01101 23.70 -7.1550 19.943 38.239
115.000 37.456 0.01102 23.70 -7.1742 19.943 38.070
116.000 37.419 0.01103 23.70 -7.1846 19.943 38.033
117.000 37.432 0.01104 23.70 -7.2039 19.943 38.046
118.000 37.452 0.01106 23.70 -7.2103 19.940 38.066
119.000 37.477 0.01107 23.70 -7.2184 19.943 38.092
120.000 37.434 0.01107 23.70 -7.2272 19.943 38.048
121.000 37.452 0.01108 23.70 -7.2388 19.943 38.067
122.000 37.520 0.01109 23.70 -7.2490 19.943 38.135
123.000 37.511 0.01109 23.70 -7.2599 19.943 38.126
124.000 37.498 0.01109 23.70 -7.2824 19.943 38.112
125.000 37.498 0.01110 23.70 -7.2873 19.940 38.113
126.000 37.480 0.01110 23.70 -7.2881 19.940 38.094
127.000 37.512 0.01111 23.70 -7.2858 19.940 38.127
128.000 37.517 0.01111 23.70 -7.3001 19.937 38.132
129.000 37.534 0.01111 23.70 -7.3050 19.940 38.150
130.000 37.466 0.01111 23.70 -7.3061 19.937 38.080
131.000 37.580 0.01112 23.70 -7.3145 19.943 38.196
132.000 37.753 0.01113 23.70 -7.3075 19.940 38.372
133.000 37.418 0.01113 23.70 -7.3100 19.946 38.031
134.000 37.527 0.01115 23.70 -7.3239 19.971 38.143
135.000 36.447 0.01120 23.70 -7.3403 19.949 37.045
136.000 37.383 0.01124 23.70 -7.3503 19.953 37.996
137.000 37.372 0.01126 23.70 -7.3620 19.950 37.985
138.000 37.378 0.01127 23.80 -7.3606 19.944 37.991
139.000 37.478 0.01128 23.80 -7.3577 19.944 38.093
140.000 37.524 0.01129 23.80 -7.3532 19.944 38.140
141.000 37.525 0.01129 23.90 -7.3568 19.944 38.141
142.000 37.554 0.01130 23.90 -7.3589 19.944 38.170
143.000 37.515 0.01131 23.90 -7.3644 19.947 38.130
144.000 37.558 0.01131 24.00 -7.3577 19.944 38.174
145.000 37.578 0.01132 24.00 -7.3590 19.944 38.195
146.000 37.510 0.01133 24.10 -7.3517 19.944 38.125
147.000 37.448 0.01133 24.20 -7.3459 19.947 38.062
148.000 37.530 0.01134 24.20 -7.3452 19.944 38.145
149.000 37.512 0.01135 24.30 -7.3390 19.945 38.127
150.000 37.542 0.01136 24.40 -7.3587 19.947 38.158
151.000 37.545 0.01137 24.40 -7.3620 19.951 38.161
152.000 37.439 0.01137 24.50 -7.3548 19.948 38.053
153.000 37.416 0.01137 24.70 -7.3521 19.945 38.029
154.000 37.421 0.01139 24.70 -7.3560 19.947 38.035
155.000 37.466 0.01139 24.90 -7.3449 19.944 38.081
156.000 37.513 0.01140 25.00 -7.3410 19.945 38.128
157.000 37.469 0.01141 25.00 -7.3333 19.944 38.083
158.000 37.483 0.01142 25.20 -7.3405 19.944 38.098
159.000 37.479 0.01143 25.40 -7.3399 19.944 38.094
160.000 37.489 0.01143 25.40 -7.3428 19.944 38.103
161.000 37.503 0.01144 25.60 -7.3481 19.944 38.118
162.000 37.484 0.01145 25.80 -7.3557 19.947 38.099
163.000 37.461 0.01146 25.80 -7.3563 19.947 38.075
164.000 37.522 0.01147 26.10 -7.3706 19.947 38.137
165.000 37.457 0.01148 26.30 -7.3643 19.947 38.071
166.000 37.538 0.01150 26.30 -7.3556 19.947 38.154
167.000 37.466 0.01150 26.60 -7.3498 19.947 38.080
168.000 37.542 0.01152 26.90 -7.3622 19.944 38.157
169.000 37.469 0.01152 26.90 -7.3609 19.947 38.083
170.000 37.477 0.01153 27.10 -7.3600 19.948 38.092
171.000 37.503 0.01154 27.30 -7.3595 19.950 38.118
172.000 37.560 0.01155 27.30 -7.3705 19.948 38.176
173.000 37.532 0.01156 27.60 -7.3774 19.947 38.148
174.000 37.502 0.01157 27.90 -7.3967 19.947 38.116
175.000 37.491 0.01157 27.90 -7.4168 19.951 38.106
176.000 37.460 0.01159 28.10 -7.4149 19.944 38.074
177.000 37.504 0.01160 28.40 -7.4143 19.948 38.119
178.000 37.575 0.01162 28.40 -7.4231 19.947 38.191
179.000 37.506 0.01163 28.70 -7.4139 19.947 38.121
180.000 37.462 0.01164 29.00 -7.3852 19.948 38.076
181.000 37.510 0.01165 29.00 -7.3637 19.948 38.125
182.000 37.547 0.01166 29.30 -7.3462 19.947 38.163
183.000 37.410 0.01167 29.60 -7.3404 19.947 38.024
184.000 37.408 0.01168 29.60 -7.3303 19.947 38.022
185.000 37.452 0.01170 29.90 -7.3354 19.947 38.066
186.000 37.544 0.01171 30.20 -7.3289 19.950 38.160
187.000 37.488 0.01172 30.20 -7.3301 19.950 38.103
188.000 37.484 0.01174 30.50 -7.3393 19.950 38.099
189.000 37.582 0.01175 30.80 -7.3394 19.950 38.198
190.000 37.544 0.01176 30.80 -7.3509 19.950 38.159
191.000 37.497 0.01177 31.10 -7.3749 19.950 38.111
192.000 37.470 0.01178 31.50 -7.3912 19.950 38.084
193.000 37.603 0.01180 31.50 -7.3893 19.950 38.220
194.000 37.565 0.01181 31.80 -7.3940 19.950 38.181
195.000 37.496 0.01182 32.10 -7.4027 19.950 38.110
196.000 37.533 0.01184 32.10 -7.4324 19.953 38.148
197.000 37.475 0.01186 32.50 -7.4507 19.953 38.089
198.000 37.426 0.01187 32.50 -7.4525 19.953 38.040
199.000 37.515 0.01188 32.90 -7.4770 19.949 38.130
200.000 37.515 0.01190 33.20 -7.4832 19.950 38.130
201.000 37.451 0.01191 33.20 -7.4836 19.946 38.065
202.000 37.551 0.01193 33.50 -7.4887 19.947 38.167
203.000 37.484 0.01194 33.80 -7.5008 19.950 38.098
204.000 37.489 0.01196 33.80 -7.5194 19.949 38.104
205.000 37.555 0.01198 34.10 -7.5329 19.950 38.171
206.000 37.422 0.01199 34.50 -7.5356 19.949 38.036
207.000 37.360 0.01200 34.50 -7.5421 19.947 37.972
208.000 37.494 0.01201 34.80 -7.5609 19.946 38.109
209.000 37.419 0.01203 35.10 -7.5517 19.947 38.032
210.000 37.538 0.01204 35.10 -7.5433 19.947 38.153
211.000 37.392 0.01206 35.50 -7.5431 19.944 38.005
212.000 37.662 0.01208 35.80 -7.5445 19.944 38.279
213.000 37.539 0.01209 35.80 -7.5538 19.941 38.155
214.000 37.408 0.01210 36.10 -7.5590 19.944 38.022
215.000 37.517 0.01212 36.50 -7.5685 19.947 38.132
216.000 37.550 0.01213 36.50 -7.5767 19.944 38.166
217.000 37.526 0.01215 36.80 -7.5887 19.944 38.141
218.000 37.489 0.01217 37.10 -7.5970 19.944 38.104
219.000 37.518 0.01219 37.10 -7.5998 19.944 38.134
220.000 37.452 0.01220 37.50 -7.6126 19.941 38.066
221.000 37.547 0.01222 37.80 -7.6346 19.944 38.162
222.000 37.506 0.01224 37.80 -7.6360 19.942 38.121
223.000 37.524 0.01225 38.20 -7.6467 19.945 38.139
224.000 37.544 0.01228 38.60 -7.6674 19.944 38.159
225.000 37.519 0.01229 38.60 -7.6849 19.944 38.134
226.000 37.494 0.01230 38.90 -7.6709 19.944 38.109
227.000 37.410 0.01232 39.30 -7.6737 19.941 38.023
228.000 37.529 0.01235 39.30 -7.6787 19.944 38.145
229.000 37.423 0.01235 39.70 -7.6784 19.941 38.036
230.000 37.509 0.01239 40.00 -7.6661 19.942 38.124
231.000 37.431 0.01240 40.00 -7.6501 19.941 38.045
232.000 37.579 0.01242 40.40 -7.6296 19.941 38.195
233.000 37.530 0.01244 40.70 -7.6207 19.941 38.145
234.000 37.520 0.01246 40.70 -7.6280 19.938 38.135
235.000 37.461 0.01247 41.10 -7.6331 19.941 38.075
236.000 37.552 0.01249 41.40 -7.6307 19.941 38.167
237.000 37.491 0.01250 41.40 -7.6352 19.941 38.106
238.000 37.495 0.01252 41.70 -7.6391 19.941 38.109
239.000 37.490 0.01253 42.10 -7.6456 19.938 38.104
240.000 37.472 0.01255 42.10 -7.6495 19.938 38.087
241.000 37.486 0.01258 42.40 -7.6540 19.934 38.101
242.000 37.488 0.01260 42.80 -7.6536 19.941 38.103
243.000 37.473 0.01262 42.80 -7.6513 19.937 38.087
244.000 37.454 0.01265 43.10 -7.6615 19.935 38.068
245.000 37.514 0.01266 43.40 -7.6647 19.937 38.129
246.000 37.495 0.01268 43.40 -7.6582 19.935 38.110
247.000 37.532 0.01269 43.70 -7.6607 19.934 38.148
248.000 37.634 0.01273 44.10 -7.6601 19.934 38.251
249.000 37.448 0.01274 44.10 -7.6560 19.938 38.062
250.000 37.364 0.01276 44.50 -7.6461 19.934 37.977
251.000 37.550 0.01278 44.80 -7.6428 19.934 38.166
252.000 37.630 0.01280 44.80 -7.6318 19.934 38.247
253.000 37.590 0.01281 45.20 -7.6242 19.931 38.206
254.000 37.483 0.01283 45.20 -7.6206 19.934 38.098
255.000 37.588 0.01285 45.50 -7.6150 19.934 38.205
256.000 37.505 0.01287 45.80 -7.6208 19.934 38.120
257.000 37.568 0.01290 45.80 -7.6227 19.928 38.184
258.000 37.494 0.01293 46.10 -7.6188 19.931 38.109
259.000 37.472 0.01294 46.50 -7.6097 19.934 38.087
260.000 37.582 0.01295 46.50 -7.5988 19.928 38.198
261.000 37.522 0.01297 46.80 -7.5819 19.934 38.137
262.000 37.457 0.01298 47.20 -7.5581 19.931 38.071
263.000 37.540 0.01301 47.20 -7.5534 19.934 38.155
264.000 37.530 0.01303 47.50 -7.5303 19.932 38.146
265.000 37.519 0.01305 47.80 -7.5062 19.934 38.134
266.000 37.555 0.01307 47.80 -7.4861 19.937 38.171
267.000 37.304 0.01309 48.20 -7.4797 19.934 37.915
268.000 37.601 0.01312 48.50 -7.4803 19.934 38.217
269.000 37.615 0.01313 48.50 -7.4948 19.931 38.232
270.000 37.480 0.01315 48.90 -7.4929 19.934 38.095
271.000 37.567 0.01317 49.20 -7.4734 19.934 38.183
272.000 37.506 0.01319 49.20 -7.4647 19.937 38.121
273.000 37.339 0.01321 49.60 -7.4520 19.940 37.951
274.000 37.342 0.01323 49.90 -7.4413 19.940 37.954
275.000 37.605 0.01326 49.90 -7.4235 19.937 38.221
276.000 37.632 0.01330 50.30 -7.4172 19.940 38.249
277.000 37.360 0.01333 50.80 -7.4187 19.940 37.973
278.000 37.453 0.01334 50.80 -7.4161 19.940 38.067
279.000 37.464 0.01336 51.10 -7.4050 19.940 38.079
280.000 37.563 0.01339 51.50 -7.3760 19.940 38.179
281.000 37.310 0.01340 51.50 -7.3493 19.943 37.922
282.000 37.561 0.01344 51.80 -7.3334 19.943 38.176
283.000 37.357 0.01345 52.10 -7.3232 19.946 37.969
284.000 37.479 0.01346 52.10 -7.3059 19.949 38.094
285.000 37.507 0.01348 52.40 -7.2944 19.949 38.122
286.000 37.434 0.01351 52.80 -7.2869 19.947 38.048
287.000 37.528 0.01353 52.80 -7.2749 19.947 38.143
288.000 37.521 0.01354 53.10 -7.2654 19.947 38.136
289.000 37.447 0.01357 53.40 -7.2805 19.947 38.061
290.000 37.505 0.01359 53.40 -7.2966 19.950 38.119
291.000 37.480 0.01363 53.70 -7.2891 19.950 38.094
292.000 37.421 0.01367 54.20 -7.2819 19.950 38.034
293.000 37.508 0.01369 54.20 -7.2727 19.953 38.123
294.000 37.420 0.01371 54.50 -7.2654 19.950 38.033
295.000 37.452 0.01373 54.90 -7.2697 19.953 38.067
296.000 37.481 0.01375 54.90 -7.2501 19.953 38.095
297.000 37.429 0.01377 55.20 -7.2559 19.959 38.043
298.000 37.584 0.01380 55.50 -7.2568 19.959 38.200
299.000 37.458 0.01381 55.50 -7.2481 19.960 38.072
300.000 37.544 0.01385 55.80 -7.2454 19.956 38.159
301.000 37.433 0.01388 56.20 -7.2480 19.957 38.046
302.000 37.600 0.01391 56.20 -7.2456 19.954 38.216
303.000 37.544 0.01394 56.50 -7.2205 19.955 38.160
304.000 37.412 0.01395 56.80 -7.1850 19.957 38.025
305.000 37.544 0.01398 56.80 -7.1670 19.959 38.159
306.000 37.398 0.01401 57.10 -7.1625 19.953 38.011
307.000 37.381 0.01401 57.40 -7.1587 19.959 37.994
308.000 37.476 0.01403 57.40 -7.1496 19.956 38.091
309.000 37.381 0.01404 57.70 -7.1515 19.950 37.994
310.000 37.434 0.01407 57.70 -7.1342 19.953 38.048
311.000 37.160 0.01409 58.00 -7.1224 19.950 37.770
312.000 37.527 0.01413 58.40 -7.1024 19.947 38.143
313.000 37.688 0.01416 58.40 -7.0691 19.944 38.306
314.000 37.403 0.01418 58.70 -7.0518 19.950 38.017
315.000 37.248 0.01421 59.10 -7.0095 19.947 37.858
316.000 37.484 0.01424 59.10 -6.9754 19.944 38.099
317.000 37.406 0.01426 59.30 -6.9576 19.944 38.019
318.000 37.371 0.01429 59.60 -6.9367 19.947 37.984
319.000 37.585 0.01432 59.60 -6.9140 19.950 38.202
320.000 37.424 0.01434 59.90 -6.8845 19.947 38.037
321.000 37.318 0.01437 60.20 -6.8679 19.951 37.929
322.000 37.415 0.01439 60.20 -6.8569 19.944 38.029
323.000 37.610 0.01442 60.50 -6.8472 19.947 38.227
324.000 37.389 0.01443 60.70 -6.8261 19.941 38.002
325.000 37.277 0.01444 60.70 -6.8102 19.944 37.889
326.000 37.602 0.01450 61.10 -6.7964 19.945 38.218
327.000 37.432 0.01450 61.50 -6.7873 19.944 38.046
328.000 37.542 0.01452 61.50 -6.7860 19.941 38.157
329.000 37.355 0.01454 61.80 -6.7833 19.941 37.967
330.000 37.516 0.01456 62.10 -6.7840 19.935 38.131
331.000 37.404 0.01459 62.10 -6.7721 19.932 38.017
332.000 37.542 0.01463 62.40 -6.7614 19.935 38.158
333.000 37.593 0.01465 62.70 -6.7603 19.932 38.209
334.000 37.278 0.01468 62.70 -6.7567 19.932 37.889
335.000 37.533 0.01470 63.00 -6.7380 19.935 38.149
336.000 37.476 0.01472 63.30 -6.7282 19.929 38.091
337.000 37.360 0.01475 63.30 -6.7272 19.933 37.972
338.000 37.484 0.01478 63.60 -6.7291 19.941 38.099
339.000 37.379 0.01480 63.90 -6.7221 19.935 37.992
340.000 37.586 0.01482 63.90 -6.7078 19.941 38.202
341.000 37.589 0.01486 64.30 -6.6940 19.939 38.205
342.000 37.529 0.01487 64.60 -6.6858 19.941 38.144
343.000 37.547 0.01491 64.60 -6.7016 19.941 38.162
344.000 37.478 0.01494 64.90 -6.7029 19.941 38.092
345.000 37.368 0.01498 65.20 -6.7074 19.936 37.981
346.000 37.610 0.01502 65.20 -6.7132 19.935 38.226
347.000 37.464 0.01504 65.70 -6.7157 19.932 38.078
348.000 37.472 0.01506 66.00 -6.7038 19.935 38.086
349.000 37.400 0.01509 66.00 -6.7065 19.932 38.013
350.000 37.394 0.01510 66.30 -6.7161 19.935 38.007
351.000 37.459 0.01515 66.60 -6.7022 19.941 38.074
352.000 37.448 0.01519 66.60 -6.6767 19.944 38.062
353.000 37.404 0.01521 66.90 -6.6615 19.941 38.017
354.000 37.476 0.01523 67.10 -6.6501 19.944 38.091
355.000 37.372 0.01526 67.10 -6.6432 19.945 37.985
356.000 37.220 0.01530 67.50 -6.6294 19.947 37.830
357.000 37.481 0.01533 67.90 -6.6233 19.947 38.095
358.000 37.346 0.01536 67.90 -6.6016 19.950 37.958
359.000 37.369 0.01538 68.30 -6.5702 19.947 37.982
360.000 37.443 0.01539 68.50 -6.5388 19.944 38.057
361.000 37.419 0.01542 68.50 -6.4997 19.953 38.033
362.000 37.414 0.01545 68.80 -6.4656 19.952 38.027
363.000 37.251 0.01549 69.10 -6.4228 19.953 37.861
364.000 37.366 0.01554 69.10 -6.3914 19.953 37.978
365.000 37.382 0.01556 69.40 -6.3684 19.956 37.995
366.000 37.346 0.01560 69.80 -6.3475 19.956 37.958
367.000 37.733 0.01565 69.80 -6.3265 19.959 38.351
368.000 37.647 0.01565 70.10 -6.2931 19.962 38.264
369.000 37.469 0.01565 70.10 -6.2566 19.958 38.084
370.000 37.538 0.01570 70.40 -6.2365 19.962 38.153
371.000 37.385 0.01574 70.70 -6.2256 19.959 37.998
372.000 37.510 0.01577 70.70 -6.2072 19.962 38.125
373.000 37.534 0.01577 71.00 -6.1904 19.958 38.149
374.000 37.493 0.01579 71.20 -6.1982 19.965 38.108
375.000 37.585 0.01582 71.20 -6.2075 19.962 38.201
376.000 37.377 0.01584 71.50 -6.2042 19.965 37.989
377.000 37.488 0.01588 71.80 -6.1908 19.962 38.103
378.000 37.682 0.01591 71.80 -6.1904 19.968 38.299
379.000 37.415 0.01594 72.10 -6.1923 19.971 38.028
380.000 37.686 0.01600 72.40 -6.1947 19.971 38.304
381.000 37.297 0.01603 72.40 -6.2211 19.968 37.909
382.000 37.712 0.01606 72.80 -6.2455 19.968 38.330
383.000 37.475 0.01605 73.20 -6.2716 19.971 38.090
384.000 37.527 0.01608 73.20 -6.2877 19.962 38.142
385.000 37.613 0.01612 73.40 -6.2989 19.971 38.229
386.000 37.418 0.01616 73.60 -6.3082 19.965 38.032
387.000 37.313 0.01619 73.60 -6.3181 19.971 37.925
388.000 37.351 0.01621 74.00 -6.3115 19.971 37.963
389.000 37.618 0.01623 74.30 -6.3100 19.968 38.235
390.000 37.203 0.01627 74.30 -6.3021 19.965 37.813
391.000 37.637 0.01629 74.70 -6.3059 19.955 38.254
392.000 37.544 0.01632 74.90 -6.3257 19.965 38.159
393.000 37.351 0.01635 74.90 -6.3263 19.958 37.963
394.000 37.423 0.01638 75.20 -6.3227 19.965 38.037
395.000 37.564 0.01642 75.50 -6.3348 19.958 38.180
396.000 37.623 0.01645 75.50 -6.3439 19.955 38.240
397.000 37.500 0.01647 75.80 -6.3434 19.961 38.115
398.000 37.472 0.01647 76.10 -6.3387 19.952 38.086
399.000 37.378 0.01649 76.10 -6.3415 19.955 37.991
400.000 37.444 0.01651 76.40 -6.3497 19.959 38.058
401.000 37.570 0.01654 76.60 -6.3557 19.956 38.186
402.000 37.411 0.01655 76.60 -6.3697 19.952 38.025
403.000 37.541 0.01657 76.80 -6.3830 19.956 38.156
404.000 37.638 0.01659 77.00 -6.3994 19.956 38.255
405.000 37.514 0.01662 77.00 -6.4070 19.952 38.129
406.000 37.297 0.01664 77.20 -6.4146 19.956 37.909
407.000 37.583 0.01667 77.50 -6.4203 19.953 38.200
408.000 37.415 0.01669 77.50 -6.4249 19.949 38.028
409.000 37.625 0.01672 77.70 -6.4220 19.947 38.242
410.000 37.557 0.01674 77.80 -6.4196 19.947 38.172
411.000 37.236 0.01676 77.80 -6.4199 19.937 37.847
412.000 37.597 0.01678 78.00 -6.4282 19.937 38.213
413.000 37.347 0.01680 78.30 -6.4277 19.934 37.960
414.000 37.262 0.01686 78.30 -6.4263 19.941 37.872
415.000 37.444 0.01690 78.40 -6.4294 19.935 38.058
416.000 37.523 0.01694 78.70 -6.4242 19.938 38.138
417.000 37.420 0.01697 78.70 -6.4248 19.941 38.033
418.000 37.542 0.01701 78.90 -6.4320 19.943 38.157
419.000 37.432 0.01702 79.10 -6.4340 19.947 38.045
420.000 37.442 0.01704 79.10 -6.4373 19.947 38.055
421.000 37.467 0.01706 79.20 -6.4407 19.934 38.081
422.000 37.500 0.01709 79.40 -6.4472 19.941 38.115
423.000 37.658 0.01713 79.40 -6.4510 19.935 38.276
424.000 37.339 0.01715 79.50 -6.4515 19.944 37.951
425.000 37.447 0.01716 79.60 -6.4536 19.938 38.061
426.000 37.425 0.01720 79.60 -6.4652 19.940 38.038
427.000 37.421 0.01722 79.70 -6.4740 19.942 38.034
428.000 37.564 0.01726 79.70 -6.4815 19.950 38.180
429.000 37.493 0.01727 79.80 -6.4896 19.953 38.107
430.000 37.470 0.01729 80.00 -6.4978 19.951 38.084
431.000 37.456 0.01730 80.00 -6.5063 19.953 38.070
431.630 37.511 0.01731 80.00 -6.5169 19.959 38.126
433.000 40.388 0.01744 80.20 -6.5132 19.953 41.051
434.000 42.009 0.01754 80.20 -6.5137 19.956 42.697
435.000 42.095 0.01763 80.20 -6.5166 19.956 42.785
436.000 42.573 0.01773 80.40 -6.5259 19.957 43.271
437.000 43.000 0.01783 80.40 -6.5460 19.958 43.705
438.000 43.488 0.01793 80.40 -6.5584 19.956 44.201
439.000 43.559 0.01803 80.50 -6.5625 19.957 44.273
440.000 44.097 0.01813 80.50 -6.5642 19.950 44.820
441.000 44.570 0.01822 80.70 -6.5607 19.953 45.301
442.000 44.937 0.01832 80.80 -6.5592 19.956 45.674
443.000 45.489 0.01842 80.80 -6.5706 19.962 46.235
444.000 45.863 0.01852 80.90 -6.5673 19.963 46.615
445.000 46.288 0.01862 80.90 -6.5836 19.963 47.046
446.000 46.621 0.01872 80.90 -6.6005 19.963 47.385
447.000 46.964 0.01881 80.90 -6.6134 19.971 47.733
448.000 47.318 0.01891 81.00 -6.6071 19.973 48.094
449.000 47.579 0.01901 81.00 -6.6028 19.981 48.359
450.000 47.878 0.01911 81.10 -6.6093 19.978 48.663
451.000 48.232 0.01921 81.10 -6.6097 19.973 49.023
