Time Load Crosshead Temperature Chamber Stress Strain
1362.000 98.409 0.04036 56.00 -4.8511 19.995 100.022
1363.000 98.387 0.04035 56.00 -4.8713 19.993 100.000
1364.000 98.445 0.04035 56.00 -4.8733 19.999 100.059
1365.000 98.453 0.04035 56.00 -4.8699 19.996 100.067
1366.000 98.385 0.04035 56.00 -4.8887 19.999 99.998
1367.000 98.398 0.04035 55.90 -4.8938 19.999 100.011
1368.000 98.420 0.04035 55.90 -4.9031 19.995 100.034
1369.000 98.472 0.04035 55.90 -4.9215 19.996 100.087
1370.000 98.402 0.04035 55.90 -4.9386 19.999 100.016
1371.000 98.410 0.04035 55.80 -4.9417 19.999 100.024
1372.000 98.429 0.04035 55.80 -4.9450 20.002 100.043
1373.000 98.442 0.04035 55.80 -4.9592 19.995 100.056
1374.000 98.422 0.04035 55.80 -4.9815 19.999 100.036
1375.000 98.424 0.04034 55.80 -5.0176 19.996 100.038
1376.000 98.450 0.04034 55.70 -5.0461 19.999 100.064
1377.000 98.423 0.04034 55.70 -5.0439 19.999 100.037
1378.000 98.405 0.04034 55.70 -5.0410 19.999 100.018
1379.000 98.423 0.04034 55.60 -5.0489 19.999 100.037
1380.000 98.445 0.04034 55.60 -5.0654 20.000 100.059
1381.000 98.454 0.04034 55.60 -5.0691 19.999 100.069
1382.000 98.428 0.04033 55.60 -5.0922 19.996 100.041
1383.000 98.432 0.04033 55.50 -5.1100 19.996 100.046
1384.000 98.387 0.04033 55.50 -5.1189 20.000 100.000
1385.000 98.443 0.04033 55.50 -5.1235 19.999 100.057
1386.000 98.437 0.04033 55.50 -5.1249 19.999 100.051
1387.000 98.383 0.04033 55.50 -5.1227 19.999 99.996
1388.000 98.430 0.04033 55.40 -5.1204 19.999 100.044
1389.000 98.435 0.04033 55.40 -5.1249 19.999 100.049
1390.000 98.429 0.04033 55.40 -5.1469 19.999 100.043
1391.000 98.386 0.04032 55.40 -5.1542 19.999 99.999
1392.000 98.430 0.04032 55.30 -5.1465 20.002 100.044
1393.000 98.408 0.04032 55.30 -5.1512 19.999 100.021
1394.000 98.431 0.04032 55.30 -5.1658 19.998 100.044
1395.000 98.404 0.04032 55.20 -5.1752 20.002 100.017
1396.000 98.447 0.04032 55.20 -5.1850 19.998 100.061
1397.000 98.457 0.04032 55.20 -5.1865 20.002 100.071
1398.000 98.408 0.04031 55.20 -5.1899 19.998 100.021
1399.000 98.424 0.04031 55.20 -5.1962 20.004 100.038
1400.000 98.426 0.04031 55.20 -5.2123 19.998 100.040
1401.000 98.394 0.04031 55.20 -5.2299 19.998 100.007
1402.000 98.449 0.04031 55.10 -5.2296 20.001 100.063
1403.000 98.465 0.04031 55.10 -5.2220 20.001 100.079
1404.000 98.385 0.04031 55.10 -5.2255 19.998 99.998
1405.000 98.396 0.04031 55.10 -5.2275 20.001 100.009
1406.000 98.459 0.04031 55.00 -5.2429 19.998 100.073
1407.000 98.416 0.04030 55.00 -5.2592 19.998 100.029
1408.000 98.412 0.04030 55.00 -5.2690 19.998 100.025
1409.000 98.436 0.04030 55.00 -5.2619 20.001 100.050
1410.000 98.445 0.04030 55.00 -5.2548 20.001 100.059
1411.000 98.415 0.04030 54.90 -5.2560 20.001 100.028
1412.000 98.448 0.04030 54.90 -5.2495 20.001 100.062
1413.000 98.387 0.04030 54.90 -5.2459 20.001 100.000
1414.000 98.391 0.04030 54.90 -5.2465 20.004 100.004
1415.000 98.448 0.04030 54.80 -5.2394 20.001 100.062
1416.000 98.455 0.04030 54.80 -5.2523 20.001 100.069
1417.000 98.425 0.04029 54.80 -5.2644 20.001 100.039
1418.000 98.456 0.04029 54.70 -5.2709 20.001 100.071
1419.000 98.380 0.04029 54.70 -5.2777 20.001 99.993
1420.000 98.392 0.04029 54.70 -5.2865 20.001 100.006
1421.000 98.438 0.04029 54.70 -5.2927 19.998 100.052
1422.000 98.458 0.04028 54.70 -5.2795 19.998 100.072
1423.000 98.477 0.04028 54.60 -5.2764 20.001 100.091
1424.000 98.396 0.04028 54.60 -5.2814 20.004 100.010
1425.000 98.395 0.04028 54.60 -5.2887 20.001 100.009
1426.000 98.432 0.04028 54.50 -5.2885 20.004 100.046
1427.000 98.432 0.04028 54.50 -5.2751 20.001 100.045
1428.000 98.411 0.04028 54.50 -5.2801 20.004 100.024
1429.000 98.450 0.04028 54.50 -5.2827 20.004 100.065
1430.000 98.392 0.04027 54.40 -5.2876 20.004 100.005
1431.000 98.384 0.04027 54.40 -5.2975 20.001 99.997
1432.000 98.422 0.04027 54.40 -5.3018 20.005 100.036
1433.000 98.470 0.04027 54.40 -5.3159 20.001 100.084
1434.000 98.444 0.04027 54.40 -5.3215 20.001 100.058
1435.000 98.425 0.04027 54.40 -5.3234 20.002 100.038
1436.000 98.425 0.04026 54.30 -5.3271 20.002 100.039
1437.000 98.455 0.04026 54.30 -5.3416 20.005 100.069
1438.000 98.381 0.04026 54.30 -5.3582 20.002 99.994
1439.000 98.443 0.04026 54.20 -5.3713 20.002 100.057
1440.000 98.473 0.04026 54.20 -5.3828 19.999 100.088
1441.000 98.435 0.04026 54.20 -5.3886 20.005 100.049
1442.000 98.460 0.04026 54.20 -5.3839 20.005 100.074
1443.000 98.406 0.04025 54.20 -5.3866 20.002 100.020
1444.000 98.433 0.04025 54.10 -5.3762 20.002 100.047
1445.000 98.457 0.04025 54.10 -5.3850 19.999 100.071
1446.000 98.425 0.04025 54.10 -5.3895 20.005 100.039
1447.000 98.476 0.04025 54.10 -5.4140 20.002 100.091
1448.000 98.414 0.04024 54.00 -5.4363 20.008 100.028
1449.000 98.467 0.04024 54.00 -5.4542 20.005 100.082
1450.000 98.414 0.04024 54.00 -5.4720 20.005 100.027
1451.000 98.457 0.04024 54.00 -5.4807 20.002 100.071
1452.000 98.386 0.04024 54.00 -5.4964 19.998 99.999
1453.000 98.432 0.04024 53.90 -5.5194 20.002 100.046
1454.000 98.464 0.04024 53.90 -5.5358 20.002 100.078
1455.000 98.418 0.04023 53.90 -5.5506 20.005 100.031
1456.000 98.438 0.04023 53.90 -5.5655 20.005 100.052
1457.000 98.410 0.04023 53.89 -5.5879 20.005 100.023
1458.000 98.426 0.04023 53.80 -5.6101 20.005 100.040
1459.000 98.441 0.04023 53.80 -5.6310 20.005 100.055
1460.000 98.424 0.04022 53.80 -5.6465 20.005 100.038
1461.000 98.449 0.04022 53.80 -5.6598 20.005 100.063
1462.000 98.445 0.04022 53.70 -5.6632 20.005 100.059
1463.000 98.463 0.04022 53.70 -5.6760 20.002 100.077
1464.000 98.442 0.04022 53.70 -5.6703 20.001 100.056
1465.000 98.430 0.04022 53.60 -5.6678 20.005 100.043
1466.000 98.441 0.04021 53.60 -5.6908 20.001 100.055
1467.000 98.482 0.04021 53.60 -5.7162 20.001 100.096
1468.000 98.446 0.04021 53.60 -5.7316 20.004 100.060
1469.000 98.456 0.04021 53.60 -5.7398 19.999 100.070
1470.000 98.421 0.04020 53.60 -5.7580 20.001 100.034
1471.000 98.475 0.04020 53.50 -5.7785 20.002 100.090
1472.000 98.406 0.04020 53.50 -5.7900 20.004 100.020
1473.000 98.444 0.04020 53.50 -5.8029 20.001 100.058
1474.000 98.424 0.04020 53.40 -5.8053 20.001 100.038
1475.000 98.472 0.04020 53.40 -5.8100 20.001 100.087
1476.000 98.417 0.04019 53.40 -5.8091 20.001 100.030
1477.000 98.452 0.04019 53.40 -5.8175 20.003 100.067
1478.000 98.448 0.04019 53.40 -5.8189 20.001 100.063
1479.000 98.461 0.04019 53.40 -5.8245 19.997 100.075
1480.000 98.411 0.04019 53.30 -5.8149 20.004 100.024
1481.000 98.463 0.04019 53.30 -5.7997 19.997 100.077
1482.000 98.390 0.04018 53.30 -5.7972 20.001 100.003
1483.000 98.430 0.04018 53.20 -5.8061 20.000 100.044
1484.000 98.427 0.04018 53.20 -5.8064 20.004 100.041
1485.000 98.446 0.04018 53.20 -5.8029 20.001 100.060
1486.000 98.424 0.04018 53.20 -5.8068 19.998 100.038
1487.000 98.437 0.04017 53.20 -5.8006 20.001 100.051
1488.000 98.451 0.04017 53.20 -5.8014 20.001 100.066
1489.000 98.435 0.04017 53.10 -5.8088 20.001 100.049
1490.000 98.468 0.04017 53.10 -5.8095 20.004 100.082
1491.000 98.455 0.04017 53.10 -5.8111 20.004 100.069
1492.000 98.474 0.04017 53.10 -5.8104 20.001 100.088
1493.000 98.474 0.04016 53.10 -5.8161 20.001 100.089
1494.000 98.414 0.04016 53.00 -5.8257 20.001 100.027
1495.000 98.465 0.04016 53.00 -5.8409 20.001 100.080
1496.000 98.407 0.04015 53.00 -5.8496 20.004 100.020
1497.000 98.476 0.04015 52.90 -5.8616 20.001 100.091
1498.000 98.452 0.04015 52.90 -5.8778 20.001 100.066
1499.000 98.474 0.04015 52.90 -5.9036 19.998 100.089
1500.000 98.422 0.04015 52.90 -5.9135 20.002 100.036
1501.000 98.474 0.04015 52.80 -5.9117 20.001 100.089
1502.000 98.419 0.04014 52.80 -5.9201 20.002 100.032
1503.000 98.472 0.04014 52.80 -5.9179 20.001 100.087
1504.000 98.464 0.04014 52.80 -5.9303 20.002 100.078
1505.000 98.450 0.04013 52.80 -5.9429 19.998 100.064
1506.000 98.444 0.04013 52.70 -5.9509 20.000 100.058
1507.000 98.444 0.04013 52.70 -5.9568 20.001 100.058
1508.000 98.450 0.04013 52.70 -5.9496 19.999 100.064
1509.000 98.431 0.04013 52.70 -5.9663 20.002 100.045
1510.000 98.465 0.04013 52.60 -5.9901 20.001 100.079
1511.000 98.439 0.04012 52.60 -6.0052 20.002 100.053
1512.000 98.447 0.04012 52.60 -6.0228 20.002 100.062
1513.000 98.487 0.04012 52.60 -6.0554 19.999 100.102
1514.000 98.453 0.04011 52.60 -6.0805 20.002 100.067
1515.000 98.410 0.04011 52.50 -6.1060 19.999 100.024
1516.000 98.427 0.04011 52.50 -6.1273 19.999 100.041
1517.000 98.423 0.04011 52.50 -6.1315 19.997 100.037
1518.000 98.470 0.04011 52.50 -6.1421 20.002 100.085
1519.000 98.427 0.04010 52.50 -6.1481 20.002 100.040
1520.000 98.459 0.04010 52.40 -6.1473 19.999 100.073
1521.000 98.435 0.04010 52.40 -6.1608 20.002 100.049
1522.000 98.469 0.04010 52.40 -6.1769 19.999 100.084
1523.000 98.459 0.04009 52.30 -6.1923 20.002 100.074
1524.000 98.439 0.04009 52.30 -6.2088 20.002 100.053
1525.000 98.442 0.04009 52.30 -6.2356 19.999 100.056
1526.000 98.465 0.04009 52.30 -6.2562 19.996 100.079
1527.000 98.414 0.04008 52.20 -6.2687 19.999 100.027
1528.000 98.457 0.04008 52.20 -6.2975 19.999 100.072
1529.000 98.404 0.04008 52.20 -6.3182 19.999 100.018
1530.000 98.437 0.04008 52.20 -6.3160 20.002 100.051
1531.000 98.435 0.04007 52.20 -6.3170 19.999 100.049
1532.000 98.463 0.04007 52.20 -6.3150 19.999 100.077
1533.000 98.454 0.04007 52.10 -6.3235 20.002 100.068
1534.000 98.411 0.04007 52.10 -6.3216 19.999 100.024
1535.000 98.447 0.04007 52.10 -6.3164 19.999 100.061
1536.000 98.421 0.04006 52.10 -6.3312 19.995 100.035
1537.000 98.468 0.04006 52.10 -6.3467 19.999 100.082
1538.000 98.462 0.04006 52.00 -6.3522 19.998 100.076
1539.000 98.441 0.04006 52.00 -6.3483 19.998 100.055
1540.000 98.477 0.04006 52.00 -6.3524 19.998 100.092
1541.000 98.468 0.04005 51.90 -6.3609 19.998 100.083
1542.000 98.404 0.04005 51.90 -6.3491 19.998 100.018
1543.000 98.453 0.04005 51.90 -6.3613 19.998 100.067
1544.000 98.406 0.04004 51.90 -6.3697 19.998 100.020
1545.000 98.479 0.04004 51.80 -6.3794 20.001 100.093
1546.000 98.430 0.04004 51.80 -6.3714 19.995 100.044
1547.000 98.454 0.04004 51.80 -6.3859 20.001 100.069
1548.000 98.498 0.04004 51.80 -6.4148 19.998 100.113
1549.000 98.434 0.04003 51.80 -6.4282 19.998 100.048
1550.000 98.478 0.04003 51.80 -6.4293 19.998 100.093
1551.000 98.454 0.04003 51.70 -6.4297 19.997 100.068
1552.000 98.441 0.04002 51.70 -6.4306 19.998 100.055
1553.000 98.489 0.04002 51.70 -6.4286 19.998 100.104
1554.000 98.455 0.04002 51.60 -6.4161 19.995 100.069
1555.000 98.424 0.04002 51.60 -6.4122 19.997 100.037
1556.000 98.481 0.04002 51.60 -6.3950 19.997 100.095
1557.000 98.435 0.04001 51.60 -6.3860 19.995 100.048
1558.000 98.438 0.04001 51.60 -6.3859 20.001 100.052
1559.000 98.477 0.04001 51.50 -6.3839 19.998 100.091
1560.000 98.442 0.04000 51.50 -6.3747 19.998 100.056
1561.000 98.454 0.04000 51.50 -6.3719 19.995 100.068
1562.000 98.471 0.04000 51.50 -6.3651 19.998 100.086
1563.000 98.429 0.04000 51.40 -6.3532 19.997 100.043
1564.000 98.441 0.03999 51.40 -6.3425 19.998 100.055
1565.000 98.493 0.03999 51.40 -6.3385 19.998 100.108
1566.000 98.453 0.03999 51.40 -6.3432 19.994 100.067
1567.000 98.466 0.03998 51.40 -6.3435 19.998 100.081
1568.000 98.477 0.03998 51.30 -6.3351 19.998 100.092
1569.000 98.443 0.03998 51.30 -6.3255 19.998 100.057
1570.000 98.459 0.03998 51.30 -6.3318 19.992 100.073
1571.000 98.478 0.03998 51.30 -6.3391 19.998 100.093
1572.000 98.459 0.03997 51.30 -6.3281 19.992 100.074
1573.000 98.481 0.03997 51.20 -6.3253 19.995 100.095
1574.000 98.419 0.03996 51.20 -6.3241 19.998 100.032
1575.000 98.485 0.03996 51.20 -6.3185 19.998 100.100
1576.000 98.477 0.03996 51.10 -6.3035 19.999 100.092
1577.000 98.431 0.03996 51.10 -6.2820 19.995 100.045
1578.000 98.460 0.03996 51.10 -6.2775 19.995 100.074
1579.000 98.494 0.03995 51.10 -6.2740 19.995 100.109
1580.000 98.434 0.03995 51.10 -6.2634 19.996 100.048
1581.000 98.436 0.03995 51.10 -6.2433 19.995 100.049
1582.000 98.495 0.03994 51.00 -6.2388 19.996 100.110
1583.000 98.419 0.03994 51.00 -6.2241 19.995 100.033
1584.000 98.466 0.03994 51.00 -6.2122 19.996 100.081
1585.000 98.479 0.03994 50.90 -6.2009 19.995 100.093
1586.000 98.438 0.03993 50.90 -6.1917 19.993 100.052
1587.000 98.505 0.03993 50.90 -6.1741 19.996 100.120
1588.000 98.515 0.03993 50.90 -6.1597 19.996 100.131
1589.000 98.481 0.03993 50.80 -6.1523 19.996 100.096
1590.000 98.444 0.03992 50.80 -6.1474 19.993 100.058
1591.000 98.439 0.03992 50.80 -6.1465 19.996 100.053
1592.000 98.479 0.03992 50.80 -6.1642 19.993 100.093
1593.000 98.461 0.03991 50.80 -6.1833 19.993 100.075
1594.000 98.442 0.03991 50.80 -6.2007 19.993 100.056
1595.000 98.463 0.03991 50.70 -6.2009 19.996 100.077
1596.000 98.486 0.03991 50.70 -6.1864 19.996 100.101
1597.000 98.466 0.03990 50.70 -6.1734 19.993 100.081
1598.000 98.444 0.03990 50.60 -6.1691 19.993 100.058
1599.000 98.468 0.03990 50.60 -6.1559 19.990 100.083
1600.000 98.464 0.03989 50.60 -6.1330 19.990 100.079
1601.000 98.461 0.03989 50.60 -6.1219 19.990 100.075
1602.000 98.447 0.03989 50.60 -6.1219 19.990 100.061
1603.000 98.487 0.03989 50.50 -6.1240 19.990 100.101
1604.000 98.465 0.03988 50.50 -6.1111 19.993 100.079
1605.000 98.462 0.03988 50.50 -6.0964 19.990 100.076
1606.000 98.481 0.03988 50.50 -6.0968 19.993 100.096
1607.000 98.512 0.03987 50.40 -6.0880 19.989 100.127
1608.000 98.492 0.03987 50.40 -6.0835 19.989 100.107
1609.000 98.443 0.03987 50.40 -6.0726 19.989 100.057
1610.000 98.446 0.03986 50.30 -6.0602 19.986 100.060
1611.000 98.471 0.03986 50.30 -6.0454 19.992 100.086
1612.000 98.478 0.03986 50.30 -6.0196 19.989 100.093
1613.000 98.444 0.03985 50.30 -5.9963 19.989 100.058
1614.000 98.452 0.03985 50.30 -5.9745 19.989 100.066
1615.000 98.468 0.03985 50.20 -5.9536 19.983 100.082
1616.000 98.469 0.03985 50.20 -5.9467 19.986 100.083
1617.000 98.448 0.03984 50.20 -5.9408 19.986 100.062
1618.000 98.460 0.03984 50.20 -5.9223 19.986 100.074
1619.000 98.504 0.03984 50.10 -5.9241 19.986 100.119
1620.000 98.488 0.03983 50.10 -5.9069 19.986 100.102
1621.000 98.444 0.03983 50.10 -5.9038 19.989 100.058
1622.000 98.490 0.03983 50.10 -5.8880 19.986 100.104
1623.000 98.470 0.03982 50.10 -5.8684 19.986 100.084
1624.000 98.427 0.03982 50.00 -5.8512 19.983 100.041
1625.000 98.462 0.03982 50.00 -5.8216 19.986 100.076
1626.000 98.463 0.03981 50.00 -5.8170 19.982 100.077
1627.000 98.459 0.03981 50.00 -5.8110 19.983 100.073
1628.000 98.419 0.03981 49.99 -5.7964 19.980 100.033
1629.000 98.461 0.03981 49.90 -5.7764 19.983 100.075
1630.000 98.479 0.03980 49.90 -5.7594 19.983 100.094
1631.000 98.438 0.03980 49.90 -5.7269 19.983 100.052
1632.000 98.458 0.03980 49.90 -5.7066 19.980 100.072
1633.000 98.471 0.03979 49.80 -5.7100 19.983 100.086
1634.000 98.447 0.03979 49.80 -5.7198 19.983 100.061
1635.000 98.503 0.03979 49.80 -5.7081 19.983 100.118
1636.000 98.464 0.03978 49.70 -5.6915 19.980 100.079
1637.000 98.495 0.03978 49.70 -5.6866 19.983 100.110
1638.000 98.447 0.03978 49.70 -5.6859 19.980 100.061
1639.000 98.456 0.03977 49.70 -5.6852 19.980 100.070
1640.000 98.488 0.03977 49.70 -5.6818 19.983 100.103
1641.000 98.494 0.03977 49.60 -5.6728 19.980 100.109
1642.000 98.476 0.03976 49.60 -5.6728 19.983 100.091
1643.000 98.462 0.03976 49.60 -5.6719 19.980 100.076
1644.000 98.463 0.03976 49.60 -5.6650 19.983 100.078
1645.000 98.486 0.03976 49.50 -5.6659 19.977 100.101
1646.000 98.498 0.03975 49.50 -5.6674 19.980 100.113
1647.000 98.469 0.03975 49.50 -5.6674 19.975 100.084
1648.000 98.490 0.03974 49.50 -5.6663 19.981 100.105
1649.000 98.493 0.03974 49.50 -5.6764 19.981 100.108
1650.000 98.452 0.03974 49.40 -5.6721 19.975 100.067
1651.000 98.476 0.03973 49.40 -5.6743 19.975 100.090
1652.000 98.442 0.03973 49.40 -5.6697 19.981 100.056
1653.000 98.499 0.03973 49.40 -5.6504 19.975 100.114
1654.000 98.501 0.03972 49.30 -5.6348 19.975 100.116
1655.000 98.503 0.03972 49.30 -5.6198 19.976 100.118
1656.000 98.481 0.03972 49.30 -5.6120 19.975 100.096
1657.000 98.482 0.03971 49.30 -5.5915 19.972 100.097
1658.000 98.439 0.03971 49.30 -5.5802 19.975 100.053
1659.000 98.467 0.03970 49.20 -5.5745 19.978 100.082
1660.000 98.538 0.03970 49.20 -5.5647 19.975 100.153
1661.000 98.476 0.03970 49.20 -5.5466 19.978 100.090
1662.000 98.474 0.03970 49.20 -5.5176 19.972 100.088
1663.000 98.487 0.03969 49.10 -5.4970 19.975 100.102
1664.000 98.457 0.03969 49.10 -5.4715 19.971 100.071
1665.000 98.443 0.03969 49.10 -5.4456 19.972 100.057
1666.000 98.468 0.03969 49.10 -5.4380 19.968 100.082
1667.000 98.483 0.03968 49.10 -5.4386 19.974 100.098
1668.000 98.498 0.03968 49.00 -5.4313 19.972 100.113
1669.000 98.502 0.03967 49.00 -5.4183 19.974 100.117
1670.000 98.470 0.03967 49.00 -5.4110 19.971 100.084
1671.000 98.511 0.03967 49.00 -5.4073 19.971 100.126
1672.000 98.517 0.03966 48.90 -5.3888 19.968 100.132
1673.000 98.470 0.03966 48.90 -5.3727 19.969 100.084
1674.000 98.457 0.03965 48.90 -5.3655 19.968 100.071
1675.000 98.453 0.03965 48.80 -5.3716 19.971 100.068
1676.000 98.478 0.03965 48.80 -5.3716 19.971 100.092
1677.000 98.457 0.03964 48.80 -5.3662 19.971 100.071
1678.000 98.444 0.03964 48.80 -5.3617 19.968 100.058
1679.000 98.479 0.03964 48.80 -5.3557 19.968 100.094
1680.000 98.479 0.03963 48.80 -5.3477 19.970 100.094
1681.000 98.490 0.03963 48.70 -5.3327 19.971 100.105
1682.000 98.476 0.03963 48.70 -5.3170 19.965 100.090
1683.000 98.475 0.03962 48.70 -5.3199 19.971 100.089
1684.000 98.450 0.03962 48.60 -5.3299 19.968 100.064
1685.000 98.490 0.03961 48.60 -5.3236 19.971 100.104
1686.000 98.468 0.03961 48.60 -5.3233 19.967 100.083
1687.000 98.485 0.03961 48.60 -5.3369 19.968 100.100
1688.000 98.494 0.03961 48.60 -5.3442 19.968 100.108
1689.000 98.499 0.03960 48.50 -5.3465 19.971 100.114
1690.000 98.473 0.03960 48.50 -5.3473 19.968 100.088
1691.000 98.538 0.03959 48.50 -5.3304 19.968 100.154
1692.000 98.463 0.03959 48.40 -5.3193 19.967 100.078
1693.000 98.433 0.03959 48.40 -5.3156 19.964 100.047
1694.000 98.474 0.03958 48.40 -5.3101 19.968 100.089
1695.000 98.482 0.03958 48.40 -5.3077 19.968 100.096
1696.000 98.498 0.03957 48.40 -5.3079 19.965 100.113
1697.000 98.464 0.03957 48.40 -5.3021 19.965 100.079
1698.000 98.447 0.03957 48.30 -5.3002 19.962 100.061
1699.000 98.494 0.03957 48.30 -5.3127 19.965 100.109
1700.000 98.497 0.03956 48.30 -5.3093 19.968 100.111
1701.000 98.557 0.03956 48.30 -5.3129 19.965 100.172
1702.000 98.496 0.03955 48.30 -5.3177 19.968 100.111
1703.000 98.489 0.03955 48.20 -5.3080 19.968 100.104
1704.000 98.536 0.03954 48.20 -5.3021 19.968 100.152
1705.000 98.446 0.03954 48.20 -5.2998 19.965 100.060
1706.000 98.448 0.03954 48.20 -5.3044 19.965 100.062
1707.000 98.463 0.03953 48.10 -5.3136 19.962 100.077
1708.000 98.472 0.03953 48.10 -5.3197 19.965 100.086
1709.000 98.494 0.03953 48.10 -5.3285 19.962 100.109
1710.000 98.495 0.03952 48.00 -5.3355 19.966 100.110
1711.000 98.499 0.03952 48.00 -5.3491 19.965 100.114
1712.000 98.483 0.03952 48.00 -5.3542 19.964 100.098
1713.000 98.472 0.03951 48.00 -5.3549 19.965 100.086
1714.000 98.479 0.03951 48.00 -5.3607 19.964 100.094
1715.000 98.464 0.03950 48.00 -5.3504 19.962 100.078
1716.000 98.467 0.03950 47.90 -5.3465 19.965 100.081
1717.000 98.430 0.03950 47.90 -5.3373 19.962 100.043
1718.000 98.490 0.03950 47.90 -5.3271 19.965 100.105
1719.000 98.484 0.03949 47.80 -5.3285 19.965 100.099
1720.000 98.440 0.03948 47.80 -5.3290 19.968 100.054
1721.000 98.464 0.03948 47.80 -5.3250 19.962 100.078
1722.000 98.449 0.03948 47.80 -5.3419 19.965 100.063
1723.000 98.502 0.03947 47.80 -5.3313 19.962 100.117
1724.000 98.447 0.03947 47.70 -5.3230 19.962 100.061
1725.000 98.491 0.03947 47.70 -5.3154 19.962 100.106
1726.000 98.519 0.03946 47.70 -5.3341 19.964 100.134
1727.000 98.507 0.03946 47.70 -5.3448 19.965 100.122
1728.000 98.503 0.03945 47.60 -5.3554 19.965 100.118
1729.000 98.478 0.03945 47.60 -5.3613 19.968 100.093
1730.000 98.499 0.03945 47.60 -5.3793 19.965 100.114
1731.000 98.516 0.03944 47.60 -5.3870 19.965 100.131
1732.000 98.480 0.03944 47.60 -5.3884 19.965 100.095
1733.000 98.502 0.03944 47.50 -5.3909 19.962 100.117
1734.000 98.463 0.03943 47.50 -5.3990 19.958 100.078
1735.000 98.461 0.03943 47.50 -5.4007 19.965 100.076
1736.000 98.454 0.03942 47.40 -5.4128 19.959 100.068
1737.000 98.514 0.03942 47.40 -5.4219 19.964 100.129
1738.000 98.500 0.03942 47.40 -5.4228 19.960 100.115
1739.000 98.493 0.03941 47.40 -5.4311 19.962 100.108
1740.000 98.487 0.03941 47.30 -5.4464 19.959 100.102
1741.000 98.519 0.03940 47.30 -5.4635 19.962 100.134
1742.000 98.480 0.03940 47.30 -5.4727 19.962 100.095
1743.000 98.500 0.03939 47.30 -5.4887 19.959 100.115
1744.000 98.473 0.03939 47.30 -5.5069 19.958 100.088
1745.000 98.462 0.03939 47.20 -5.5259 19.959 100.076
1746.000 98.489 0.03938 47.20 -5.5512 19.959 100.104
1747.000 98.471 0.03938 47.20 -5.5664 19.959 100.085
1748.000 98.475 0.03937 47.10 -5.5706 19.959 100.089
1749.000 98.502 0.03937 47.10 -5.5806 19.962 100.117
1750.000 98.448 0.03937 47.10 -5.5809 19.959 100.062
1751.000 98.529 0.03936 47.10 -5.5990 19.959 100.145
1752.000 98.509 0.03936 47.10 -5.6203 19.960 100.124
1753.000 98.497 0.03935 47.00 -5.6392 19.956 100.112
1754.000 98.499 0.03935 47.00 -5.6611 19.959 100.114
1755.000 98.505 0.03935 47.00 -5.6768 19.959 100.120
1756.000 98.498 0.03934 47.00 -5.6814 19.960 100.113
1757.000 98.468 0.03934 46.90 -5.6690 19.959 100.082
1758.000 98.516 0.03933 46.90 -5.6742 19.956 100.131
1759.000 98.475 0.03933 46.90 -5.6833 19.956 100.089
1760.000 98.476 0.03932 46.80 -5.6913 19.960 100.091
1761.000 98.486 0.03932 46.80 -5.7188 19.959 100.100
1762.000 98.433 0.03931 46.80 -5.7394 19.957 100.046
1763.000 98.495 0.03931 46.80 -5.7375 19.959 100.110
1764.000 98.452 0.03931 46.80 -5.7397 19.959 100.066
1765.000 98.475 0.03930 46.70 -5.7421 19.959 100.090
1766.000 98.503 0.03930 46.70 -5.7505 19.957 100.118
1767.000 98.470 0.03930 46.70 -5.7813 19.959 100.085
1768.000 98.519 0.03929 46.60 -5.7962 19.953 100.135
1769.000 98.520 0.03929 46.60 -5.8272 19.953 100.136
1770.000 98.514 0.03928 46.60 -5.8653 19.953 100.129
1771.000 98.511 0.03928 46.60 -5.8826 19.956 100.126
1772.000 98.532 0.03928 46.50 -5.8896 19.956 100.148
1773.000 98.539 0.03927 46.50 -5.9101 19.956 100.155
1774.000 98.487 0.03927 46.50 -5.9360 19.956 100.102
1775.000 98.492 0.03926 46.50 -5.9562 19.953 100.107
1776.000 98.488 0.03926 46.50 -5.9818 19.953 100.102
1777.000 98.506 0.03925 46.40 -5.9932 19.953 100.121
1778.000 98.510 0.03925 46.40 -6.0004 19.953 100.126
1779.000 98.490 0.03924 46.40 -6.0102 19.950 100.105
1780.000 98.505 0.03924 46.40 -6.0056 19.953 100.120
1781.000 98.501 0.03924 46.30 -6.0082 19.956 100.116
1782.000 98.499 0.03923 46.30 -6.0102 19.950 100.114
1783.000 98.585 0.03923 46.30 -6.0166 19.956 100.201
1784.000 98.528 0.03922 46.20 -6.0298 19.953 100.143
1785.000 98.470 0.03922 46.20 -6.0414 19.956 100.085
1786.000 98.536 0.03921 46.20 -6.0403 19.950 100.152
1787.000 98.533 0.03920 46.10 -6.0354 19.954 100.148
1788.000 98.553 0.03920 46.10 -6.0394 19.950 100.169
1789.000 98.534 0.03920 46.10 -6.0380 19.956 100.149
1790.000 98.479 0.03919 46.00 -6.0465 19.953 100.094
1791.000 98.456 0.03919 46.00 -6.0472 19.953 100.070
1792.000 98.467 0.03918 45.90 -6.0455 19.953 100.081
1793.000 98.466 0.03918 45.90 -6.0607 19.947 100.080
1794.000 98.554 0.03917 45.90 -6.0825 19.953 100.170
1795.000 98.562 0.03917 45.90 -6.0826 19.953 100.178
1796.000 98.468 0.03916 45.80 -6.0683 19.950 100.083
1797.000 98.462 0.03916 45.80 -6.0701 19.950 100.076
